,val,err_analyt,err_boot,framesA,framesB
a66e2ba_e8ba317_complex_3,-120.4,1.35,1.33,79.0,79.0
a66e2ba_e8ba317_ligand_3,-126.66,1.6,1.23,79.0,79.0
38c8fbf_b3bcd3f_complex_1,247.35,1.0,1.03,79.0,79.0
38c8fbf_b3bcd3f_ligand_1,249.68,1.0,0.99,79.0,79.0
38c8fbf_b3bcd3f_complex_2,250.71,2.25,2.09,79.0,79.0
38c8fbf_b3bcd3f_ligand_2,249.89,0.97,1.02,79.0,79.0
38c8fbf_b3bcd3f_complex_3,247.01,0.93,0.94,79.0,79.0
38c8fbf_b3bcd3f_ligand_3,248.8,0.85,0.69,79.0,79.0
b3bcd3f_c964e05_complex_1,-1.61,0.73,0.83,79.0,79.0
b3bcd3f_c964e05_ligand_1,-2.49,0.69,0.63,79.0,79.0
b3bcd3f_c964e05_complex_2,-1.41,0.82,0.65,79.0,79.0
b3bcd3f_c964e05_ligand_2,-2.35,0.67,0.57,79.0,79.0
b3bcd3f_c964e05_complex_3,0.42,1.08,1.29,79.0,79.0
b3bcd3f_c964e05_ligand_3,-2.34,0.7,0.72,79.0,79.0
39ca6aa_b3bcd3f_complex_1,690.08,4.69,2.48,79.0,79.0
39ca6aa_b3bcd3f_ligand_1,698.86,2.39,2.11,79.0,79.0
39ca6aa_b3bcd3f_complex_2,696.54,4.28,1.61,79.0,79.0
39ca6aa_b3bcd3f_ligand_2,697.42,1.86,1.92,79.0,79.0
39ca6aa_b3bcd3f_complex_3,700.23,189.52,1.34,79.0,79.0
39ca6aa_b3bcd3f_ligand_3,693.03,3.42,4.05,79.0,79.0
de3b443_f1ee6df_complex_1,-9.84,11.7,1.22,79.0,79.0
de3b443_f1ee6df_ligand_1,-9.75,0.75,0.64,79.0,79.0
de3b443_f1ee6df_complex_2,-8.15,1.18,0.79,79.0,79.0
de3b443_f1ee6df_ligand_2,-10.85,0.66,0.67,79.0,79.0
de3b443_f1ee6df_complex_3,-7.99,2.64,2.64,79.0,79.0
de3b443_f1ee6df_ligand_3,-8.06,0.69,0.59,79.0,79.0
235bba4_a66e2ba_complex_1,50.18,1.02,0.98,79.0,79.0
235bba4_a66e2ba_ligand_1,54.51,1.38,0.86,79.0,79.0
235bba4_a66e2ba_complex_2,56.03,0.51,0.55,79.0,79.0
235bba4_a66e2ba_ligand_2,58.11,0.98,0.92,79.0,79.0
235bba4_a66e2ba_complex_3,51.88,1.57,1.35,79.0,79.0
235bba4_a66e2ba_ligand_3,59.79,0.97,0.81,79.0,79.0
a66e2ba_b3bcd3f_complex_1,26.98,0.94,0.65,79.0,79.0
a66e2ba_b3bcd3f_ligand_1,19.45,0.79,0.84,79.0,79.0
a66e2ba_b3bcd3f_complex_2,28.62,2.18,1.0,79.0,79.0
a66e2ba_b3bcd3f_ligand_2,21.67,0.98,1.0,79.0,79.0
a66e2ba_b3bcd3f_complex_3,22.01,1.88,1.27,79.0,79.0
a66e2ba_b3bcd3f_ligand_3,20.13,1.03,1.07,79.0,79.0
0ed8de8_6ba0f73_complex,-63.343333333333334,0.6753708292700412,0.6761830534020364,,
0ed8de8_6ba0f73_ligand,-63.44999999999999,1.178910007042977,1.155036248385997,,
0ed8de8_c2be211_complex,20.563333333333333,5.040234563126448,1.578524299541005,,
0ed8de8_c2be211_ligand,20.09,3.569604307167655,3.5336635843586355,,
0ed8de8_c393e3b_complex,-83.65666666666667,10.489321365465143,2.8243360899115295,,
0ed8de8_c393e3b_ligand,-83.3,2.128969257745564,0.6825809037324935,,
0ed8de8_de3b443_complex,-421.81333333333333,23.646876957603453,2.200836024205266,,
0ed8de8_de3b443_ligand,-417.5833333333333,1.2036491236551958,1.0987522452264509,,
3ec440a_a367385_complex,-521.6033333333334,3.2667936953000396,3.2377757900251365,,
3ec440a_a367385_ligand,-518.4933333333333,1.0193828767995725,1.0079311554821722,,
04fe595_3ec440a_complex,75.74666666666667,0.6169741416203429,0.6195291111535398,,
04fe595_3ec440a_ligand,77.38,0.3302697678570175,0.3287975425534636,,
04fe595_a367385_complex,-443.28,1.7818955971081805,1.1239216575702577,,
04fe595_a367385_ligand,-441.95,1.3455753317410446,1.3120448689267687,,
a367385_b3bcd3f_complex,477.12000000000006,0.8753072012530272,0.9279683221933367,,
a367385_b3bcd3f_ligand,475.07666666666665,0.9573199581295497,0.9435162399617038,,
6fe2d9e_927ccc4_complex,-187.81333333333336,11.71382817668679,5.64989680414474,,
6fe2d9e_927ccc4_ligand,-193.66,0.9319430462013767,0.9083869560043376,,
927ccc4_b3bcd3f_complex,401.53999999999996,1.9810197125764146,2.078435091127647,,
927ccc4_b3bcd3f_ligand,399.25666666666666,2.1094294629764834,2.1253700775172186,,
6ba0f73_b3bcd3f_complex,100.09666666666665,1.4571607686583128,1.437558553844292,,
6ba0f73_b3bcd3f_ligand,95.97333333333331,0.8739729808973407,0.9046345431420094,,
73b9800_7d66997_complex,168.40333333333334,13.247444720174686,3.4635469498639564,,
73b9800_7d66997_ligand,174.82666666666668,0.7637476138873965,0.8478157976928402,,
73b9800_de3b443_complex,213.62666666666667,6.358592398737171,3.732505521989613,,
73b9800_de3b443_ligand,212.86666666666667,0.7210259255116127,0.7585660598967745,,
6fe2d9e_7d66997_complex,-280.31666666666666,52.86101033697361,3.3593863804562627,,
6fe2d9e_7d66997_ligand,-278.9066666666667,1.0754562355679615,0.9247350505603683,,
6fe2d9e_f1ee6df_complex,-258.69,77.20273697766189,7.256535533482525,,
6fe2d9e_f1ee6df_ligand,-250.72333333333336,1.4071190180793698,1.4805981530112537,,
4b46bf2_c393e3b_complex,-108.96666666666665,0.770533599692265,0.7464097016282866,,
4b46bf2_c393e3b_ligand,-112.61666666666667,1.3600063998087646,1.240364413984606,,
04fe595_4b46bf2_complex,12.74,0.9279609578382859,0.9386631211177778,,
04fe595_4b46bf2_ligand,8.863333333333335,0.43557089074440464,0.4235821187696952,,
4b46bf2_de3b443_complex,-447.52666666666664,7.346391620829143,3.1964170007020805,,
4b46bf2_de3b443_ligand,-442.7266666666667,1.5859665759508836,0.7417693946333519,,
8c54db8_c393e3b_complex,-155.79666666666665,5.3027886798956265,1.9216928729635194,,
8c54db8_c393e3b_ligand,-160.01666666666668,1.4286350083180561,0.5270151655774361,,
8c54db8_c964e05_complex,-46.28,1.3492573261896346,1.2659169056044497,,
8c54db8_c964e05_ligand,-46.15333333333333,0.3036041234433389,0.29422228051539523,,
39ca6aa_8c54db8_complex,746.9366666666666,19.97921414494455,4.987364727434536,,
39ca6aa_8c54db8_ligand,739.3100000000001,2.173924384929488,1.521536719666391,,
235bba4_8c54db8_complex,122.39333333333333,0.9370106633078906,0.929751897591557,,
235bba4_8c54db8_ligand,125.32666666666667,0.4474148620274841,0.38799716297030434,,
8c54db8_b3bcd3f_complex,-42.14333333333334,0.34726970649262734,0.3546230600210877,,
8c54db8_b3bcd3f_ligand,-43.97,0.316527526813198,0.31685601239385053,,
7d66997_b3bcd3f_complex,503.46000000000004,380.47680648229027,4.536476497145513,,
7d66997_b3bcd3f_ligand,494.6033333333333,1.927352034600829,1.8621053886565577,,
38c8fbf_e8ba317_complex,86.54333333333334,38.11571963364512,4.56242904934477,,
38c8fbf_e8ba317_ligand,101.28333333333335,1.033239944609231,0.9859580459519351,,
a66e2ba_e8ba317_complex,-128.27333333333334,4.331816636074019,3.515195968298994,,
a66e2ba_e8ba317_ligand,-124.41666666666667,1.261512832236963,1.2210897291700462,,
38c8fbf_b3bcd3f_complex,248.35666666666665,1.3246327898876717,1.241383983568343,,
38c8fbf_b3bcd3f_ligand,249.45666666666668,0.6178305876900418,0.5994370496923989,,
b3bcd3f_c964e05_complex,-0.8666666666666667,0.7538575814907644,0.7669393279139299,,
b3bcd3f_c964e05_ligand,-2.393333333333333,0.4041757631735858,0.3647377544521206,,
39ca6aa_b3bcd3f_complex,695.6166666666667,62.36423637952622,2.66920641706758,,
39ca6aa_b3bcd3f_ligand,696.4366666666666,2.113184859083763,2.1996143433431583,,
de3b443_f1ee6df_complex,-8.660000000000002,3.982661347668483,1.1279409895743115,,
de3b443_f1ee6df_ligand,-9.553333333333335,0.7792915849504994,0.766624410583772,,
235bba4_a66e2ba_complex,52.696666666666665,1.559269916460079,1.5354476587494927,,
235bba4_a66e2ba_ligand,57.47,1.4160054667066757,1.3551426948005114,,
a66e2ba_b3bcd3f_complex,25.87,1.9316348890339712,1.7200924112204152,,
a66e2ba_b3bcd3f_ligand,20.416666666666668,0.7700158776765531,0.7776202611283141,,
