,val,err_analyt,err_boot,framesA,framesB
bc7848a_dd057b1_complex_2,125.27,1.97,0.96,80.0,80.0
bc7848a_dd057b1_ligand_3,130.58,0.83,0.83,80.0,80.0
bc7848a_dd057b1_complex_3,126.76,4.73,1.14,80.0,80.0
151d931_f895b60_ligand_1,24.18,0.66,0.56,80.0,80.0
151d931_f895b60_complex_1,25.71,1.29,1.09,80.0,80.0
151d931_f895b60_ligand_2,23.26,0.64,0.62,80.0,80.0
151d931_f895b60_complex_2,27.31,1.45,0.97,80.0,80.0
151d931_f895b60_ligand_3,23.85,0.63,0.62,80.0,80.0
151d931_f895b60_complex_3,19.51,1.98,1.49,80.0,80.0
c10fa56_f895b60_ligand_1,-110.44,1.21,1.23,80.0,80.0
c10fa56_f895b60_complex_1,-100.4,3.86,1.95,80.0,80.0
c10fa56_f895b60_ligand_2,-109.25,0.89,1.03,80.0,80.0
c10fa56_f895b60_complex_2,-100.27,3.64,2.29,80.0,80.0
c10fa56_f895b60_ligand_3,-111.46,0.87,0.67,80.0,80.0
c10fa56_f895b60_complex_3,-104.74,5.19,1.79,80.0,80.0
9972075_f895b60_ligand_1,-0.36,0.88,0.96,80.0,80.0
9972075_f895b60_complex_1,6.13,2.67,2.81,80.0,80.0
9972075_f895b60_ligand_2,0.35,1.0,0.8,80.0,80.0
9972075_f895b60_complex_2,9.0,2.15,2.46,80.0,80.0
9972075_f895b60_ligand_3,-1.3,0.99,1.0,80.0,80.0
9972075_f895b60_complex_3,9.16,2.12,2.44,80.0,80.0
06c56c5_151d931_ligand_1,-133.59,0.29,0.31,80.0,80.0
06c56c5_151d931_complex_1,-130.92,0.45,0.41,80.0,80.0
06c56c5_151d931_ligand_2,-132.95,0.27,0.29,80.0,80.0
06c56c5_151d931_complex_2,-129.89,0.4,0.36,80.0,80.0
06c56c5_151d931_ligand_3,-133.3,0.28,0.24,80.0,80.0
06c56c5_151d931_complex_3,-128.91,0.38,0.38,80.0,71.0
bc7848a_e996a33_ligand_1,-170.88,0.54,0.5,80.0,80.0
bc7848a_e996a33_complex_1,-178.98,1.27,1.05,80.0,80.0
bc7848a_e996a33_ligand_2,-171.59,0.52,0.5,80.0,80.0
bc7848a_e996a33_complex_2,-173.13,1.27,1.81,80.0,80.0
bc7848a_e996a33_ligand_3,-171.45,0.52,0.56,80.0,80.0
bc7848a_e996a33_complex_3,-175.26,1.25,1.49,80.0,80.0
40f93bc_71596eb_ligand_1,-443.75,0.94,0.85,80.0,80.0
40f93bc_71596eb_complex_1,-432.4,2.05,0.73,80.0,80.0
40f93bc_71596eb_ligand_2,-440.89,0.74,0.7,80.0,80.0
40f93bc_71596eb_complex_2,-441.02,5.11,0.89,80.0,80.0
40f93bc_71596eb_ligand_3,-441.17,0.83,0.63,51.0,80.0
40f93bc_71596eb_complex_3,-434.1,2.1,1.0,80.0,80.0
40f93bc_6eaede8_ligand_1,-379.88,0.79,0.8,80.0,80.0
40f93bc_6eaede8_complex_1,-379.71,1.74,1.33,80.0,80.0
40f93bc_6eaede8_ligand_2,-380.06,0.73,0.92,80.0,80.0
40f93bc_6eaede8_complex_2,-381.71,4.59,2.66,80.0,80.0
40f93bc_6eaede8_ligand_3,-378.67,0.75,0.83,80.0,80.0
40f93bc_6eaede8_complex_3,-377.0,3.96,2.1,80.0,80.0
0551d34_0681973_ligand_1,82.77,0.65,0.57,80.0,80.0
0551d34_0681973_complex_1,86.04,1.49,1.3,80.0,80.0
0551d34_0681973_ligand_2,84.45,0.56,0.57,80.0,80.0
0551d34_0681973_complex_2,87.33,3.82,1.38,80.0,80.0
0551d34_0681973_ligand_3,81.77,0.55,0.52,80.0,80.0
0551d34_0681973_complex_3,91.61,0.96,0.81,80.0,80.0
0551d34_67d7385_ligand_1,-50.33,1.04,1.07,80.0,80.0
0551d34_67d7385_complex_1,-48.11,0.59,0.51,80.0,80.0
0551d34_67d7385_ligand_2,-48.21,1.05,0.99,80.0,80.0
0551d34_67d7385_complex_2,-52.05,0.34,0.37,80.0,80.0
0551d34_67d7385_ligand_3,-51.65,1.02,0.74,80.0,80.0
0551d34_67d7385_complex_3,-53.58,0.34,0.36,80.0,80.0
c10fa56_d196d56_ligand_1,-64.62,0.75,0.75,80.0,80.0
c10fa56_d196d56_complex_1,-58.56,2.25,0.98,80.0,80.0
c10fa56_d196d56_ligand_2,-62.19,0.77,0.63,80.0,80.0
c10fa56_d196d56_complex_2,-54.49,2.11,1.13,80.0,80.0
c10fa56_d196d56_ligand_3,-65.11,0.69,0.65,80.0,80.0
c10fa56_d196d56_complex_3,-56.63,1.26,1.21,80.0,80.0
8ac9b74_c10fa56_ligand_1,-21.59,0.72,0.85,80.0,80.0
8ac9b74_c10fa56_complex_1,-24.43,4.0,0.99,80.0,80.0
8ac9b74_c10fa56_ligand_2,-19.39,0.78,0.77,80.0,80.0
8ac9b74_c10fa56_complex_2,-31.52,2.37,0.85,80.0,80.0
8ac9b74_c10fa56_ligand_3,-20.72,0.7,0.6,80.0,80.0
8ac9b74_c10fa56_complex_3,-39.27,1.89,1.63,80.0,80.0
c10fa56_c43895d_ligand_1,-631.43,1.3,1.26,80.0,80.0
c10fa56_c43895d_complex_1,-632.77,50.56,1.75,80.0,80.0
c10fa56_c43895d_ligand_2,-632.83,1.2,0.75,80.0,80.0
c10fa56_c43895d_complex_2,-630.25,6.67,2.78,80.0,80.0
c10fa56_c43895d_ligand_3,-628.97,1.95,1.25,80.0,80.0
c10fa56_c43895d_complex_3,-619.26,27.28,3.04,80.0,80.0
31ea4ce_71596eb_ligand_1,-461.58,0.83,0.72,80.0,80.0
31ea4ce_71596eb_complex_1,-464.89,1.51,1.39,80.0,80.0
31ea4ce_71596eb_ligand_2,-460.53,0.79,0.9,80.0,80.0
31ea4ce_71596eb_complex_2,-463.7,5.84,3.24,80.0,80.0
31ea4ce_71596eb_ligand_3,-456.77,0.88,1.03,80.0,80.0
31ea4ce_71596eb_complex_3,-454.92,1.22,0.84,80.0,80.0
67d7385_71596eb_ligand_1,-402.05,0.93,0.87,80.0,80.0
67d7385_71596eb_complex_1,-400.96,1.81,1.55,80.0,80.0
67d7385_71596eb_ligand_2,-401.44,0.9,0.95,80.0,80.0
67d7385_71596eb_complex_2,-413.13,28.02,1.64,80.0,80.0
67d7385_71596eb_ligand_3,-403.49,0.71,0.78,80.0,80.0
67d7385_71596eb_complex_3,-393.4,1.11,1.06,80.0,80.0
3a5ec71_8ac9b74_ligand_1,-131.34,0.6,0.52,80.0,80.0
3a5ec71_8ac9b74_complex_1,-131.71,1.75,1.87,80.0,80.0
3a5ec71_8ac9b74_ligand_2,-133.76,0.8,0.64,80.0,80.0
3a5ec71_8ac9b74_complex_2,-132.52,1.07,0.66,80.0,80.0
3a5ec71_8ac9b74_ligand_3,-130.5,0.61,0.65,80.0,80.0
3a5ec71_8ac9b74_complex_3,-137.5,1.57,1.6,80.0,80.0
337ebab_a49ff60_ligand_1,61.51,0.55,0.63,80.0,80.0
337ebab_a49ff60_complex_1,69.44,1.32,1.07,80.0,80.0
337ebab_a49ff60_ligand_2,62.58,0.62,0.63,80.0,80.0
337ebab_a49ff60_complex_2,64.82,0.74,0.84,80.0,80.0
337ebab_a49ff60_ligand_3,61.45,0.61,0.64,80.0,80.0
337ebab_a49ff60_complex_3,65.53,1.1,1.58,80.0,80.0
9972075_a49ff60_ligand_1,77.14,0.58,0.54,80.0,80.0
9972075_a49ff60_complex_1,81.45,9.66,1.74,80.0,80.0
9972075_a49ff60_ligand_2,74.9,0.63,0.64,80.0,80.0
9972075_a49ff60_complex_2,65.62,2.5,0.71,80.0,80.0
9972075_a49ff60_ligand_3,75.55,0.68,0.62,80.0,80.0
9972075_a49ff60_complex_3,76.17,3.34,1.93,80.0,80.0
932532b_a49ff60_ligand_1,-10.98,0.36,0.37,80.0,80.0
932532b_a49ff60_complex_1,-8.64,0.71,0.73,80.0,80.0
932532b_a49ff60_ligand_2,-10.47,0.34,0.33,80.0,80.0
932532b_a49ff60_complex_2,-6.91,0.81,0.57,60.0,80.0
932532b_a49ff60_ligand_3,-11.57,0.38,0.43,80.0,80.0
932532b_a49ff60_complex_3,-7.98,0.93,0.84,80.0,80.0
337ebab_9972075_ligand_1,-14.02,0.86,0.81,80.0,80.0
337ebab_9972075_complex_1,-14.02,2.36,2.24,80.0,80.0
337ebab_9972075_ligand_2,-14.68,0.91,0.61,80.0,80.0
337ebab_9972075_complex_2,-20.41,8.77,2.66,80.0,80.0
337ebab_9972075_ligand_3,-16.86,0.91,0.93,80.0,80.0
337ebab_9972075_complex_3,-42.83,3.04,3.16,80.0,80.0
d196d56_e36e8ac_ligand_1,104.77,0.61,0.68,80.0,80.0
d196d56_e36e8ac_complex_1,102.87,1.13,1.6,80.0,80.0
d196d56_e36e8ac_ligand_2,113.06,1.13,0.76,80.0,80.0
d196d56_e36e8ac_complex_2,107.02,1.11,1.2,80.0,80.0
d196d56_e36e8ac_ligand_3,111.13,1.1,1.22,80.0,80.0
d196d56_e36e8ac_complex_3,105.67,0.89,1.26,80.0,80.0
8ac9b74_e36e8ac_ligand_1,25.82,0.62,0.64,80.0,80.0
8ac9b74_e36e8ac_complex_1,28.02,1.41,1.07,80.0,80.0
8ac9b74_e36e8ac_ligand_2,23.62,0.94,1.01,80.0,80.0
8ac9b74_e36e8ac_complex_2,33.03,1.44,1.14,80.0,80.0
8ac9b74_e36e8ac_ligand_3,29.22,0.71,0.73,80.0,80.0
8ac9b74_e36e8ac_complex_3,25.7,0.92,0.72,80.0,80.0
0681973_e36e8ac_ligand_1,11.93,0.35,0.38,80.0,80.0
0681973_e36e8ac_complex_1,1.43,0.88,0.86,80.0,80.0
0681973_e36e8ac_ligand_2,13.2,0.47,0.45,80.0,80.0
0681973_e36e8ac_complex_2,4.7,0.78,0.53,80.0,80.0
0681973_e36e8ac_ligand_3,11.47,0.4,0.35,80.0,80.0
0681973_e36e8ac_complex_3,4.32,0.57,0.65,80.0,80.0
06c56c5_31ea4ce_ligand_1,-37.77,0.27,0.27,80.0,80.0
06c56c5_31ea4ce_complex_1,-38.77,0.36,0.29,80.0,80.0
06c56c5_31ea4ce_ligand_2,-37.01,0.28,0.25,80.0,80.0
06c56c5_31ea4ce_complex_2,-37.15,0.36,0.31,80.0,80.0
06c56c5_31ea4ce_ligand_3,-37.47,0.28,0.3,80.0,80.0
06c56c5_31ea4ce_complex_3,-37.54,0.34,0.29,80.0,80.0
31ea4ce_67d7385_ligand_1,-52.71,0.2,0.22,80.0,80.0
31ea4ce_67d7385_complex_1,-50.87,0.5,0.25,80.0,80.0
31ea4ce_67d7385_ligand_2,-53.22,0.2,0.2,80.0,80.0
31ea4ce_67d7385_complex_2,-50.3,0.25,0.2,80.0,80.0
31ea4ce_67d7385_ligand_3,-53.46,0.2,0.19,80.0,80.0
31ea4ce_67d7385_complex_3,-55.08,0.22,0.24,80.0,80.0
0681973_67d7385_ligand_1,-133.09,0.42,0.41,80.0,80.0
0681973_67d7385_complex_1,-143.32,0.74,0.89,80.0,80.0
0681973_67d7385_ligand_2,-134.36,0.57,0.73,80.0,80.0
0681973_67d7385_complex_2,-130.33,2.08,1.49,80.0,80.0
0681973_67d7385_ligand_3,-133.19,0.48,0.39,80.0,80.0
0681973_67d7385_complex_3,-140.53,1.65,1.32,80.0,80.0
396f6c0_c43895d_ligand_1,-74.11,0.92,0.88,80.0,80.0
396f6c0_c43895d_complex_1,-73.51,1.49,1.6,80.0,80.0
396f6c0_c43895d_ligand_2,-74.58,0.91,0.84,80.0,80.0
396f6c0_c43895d_complex_2,-77.14,1.73,1.49,80.0,80.0
396f6c0_c43895d_ligand_3,-73.91,0.96,0.86,80.0,80.0
396f6c0_c43895d_complex_3,-74.96,1.56,1.55,80.0,80.0
6eaede8_932532b_ligand_1,409.13,0.76,0.77,80.0,80.0
6eaede8_932532b_complex_1,405.04,1.07,1.54,80.0,80.0
6eaede8_932532b_ligand_2,408.64,0.7,0.72,80.0,80.0
6eaede8_932532b_complex_2,401.3,1.57,1.49,80.0,80.0
6eaede8_932532b_ligand_3,410.25,0.71,0.71,80.0,80.0
6eaede8_932532b_complex_3,404.75,1.51,1.07,80.0,80.0
6eaede8_bc7848a_ligand_1,281.74,0.84,0.84,80.0,80.0
6eaede8_bc7848a_complex_1,282.95,1.76,1.45,80.0,80.0
6eaede8_bc7848a_ligand_2,280.07,0.77,0.74,80.0,80.0
6eaede8_bc7848a_complex_2,277.38,2.35,2.46,80.0,80.0
6eaede8_bc7848a_ligand_3,279.91,0.75,0.69,80.0,80.0
6eaede8_bc7848a_complex_3,278.59,5.98,1.9,80.0,80.0
c6946e5_ec190fe_ligand,5.0,0.6541942997578468,0.6749710923014246,,
c6946e5_ec190fe_complex,8.66,0.36306487385875724,0.375143058197197,,
2e7d67a_c6946e5_ligand,124.98,0.19296143798676663,0.1856084035995849,,
2e7d67a_c6946e5_complex,120.18333333333332,0.9442409249887407,0.898678406036245,,
a49ff60_c6946e5_ligand,-28.573333333333334,0.2695398965355172,0.2661413484245278,,
a49ff60_c6946e5_complex,-32.943333333333335,0.49040353063517717,0.4531120408281884,,
67d7385_c6946e5_ligand,30.13333333333333,0.2517673933637598,0.2728510280961797,,
67d7385_c6946e5_complex,36.43333333333334,0.5982591182387715,0.5903428583891239,,
06fb0e5_2e7d67a_ligand,-194.18999999999997,0.9102595875941394,0.9584500879416658,,
06fb0e5_2e7d67a_complex,-197.29333333333332,2.449999416280537,2.4782476110221268,,
06fb0e5_3cb0917_ligand,-523.1333333333333,0.5596597001819622,0.606652744987555,,
06fb0e5_3cb0917_complex,-527.0133333333333,1.621171091209961,1.023889606909399,,
3cb0917_ec190fe_ligand,463.5466666666666,1.398248993081032,1.3640807997547861,,
3cb0917_ec190fe_complex,467.03666666666663,2.2133458464666864,1.9118600046860523,,
ec190fe_f895b60_ligand,-53.050000000000004,0.5588063385139753,0.5536130772308204,,
ec190fe_f895b60_complex,-49.79999999999999,1.5478175420757359,1.5017451672355426,,
06c56c5_ec190fe_ligand,-55.89000000000001,0.24320315259728822,0.25357117705401444,,
06c56c5_ec190fe_complex,-44.78666666666667,0.8353303676798783,0.8311245354963891,,
396f6c0_ec190fe_ligand,496.78,0.48908773188336646,0.4749051204731632,,
396f6c0_ec190fe_complex,498.9433333333333,0.8750442554271795,0.9987978459790234,,
932532b_ec190fe_ligand,-36.27333333333333,0.6710097266915697,0.5928299121238647,,
932532b_ec190fe_complex,-30.083333333333332,1.4599095491696465,1.4438605788347443,,
bc7848a_ec190fe_ligand,94.10333333333334,0.25790300510034797,0.2722737887318751,,
bc7848a_ec190fe_complex,92.37,1.4905194746644126,1.457575632503162,,
2e7d67a_9e11dad_ligand,243.9,0.933024554007426,0.9354012650829738,,
2e7d67a_9e11dad_complex,238.43999999999997,5.921790659104401,4.397692068415076,,
2e7d67a_dd057b1_ligand,167.13,0.49370203246395716,0.4843301351337305,,
2e7d67a_dd057b1_complex,167.07666666666668,0.9807787550784854,0.8663897617566526,,
151d931_2e7d67a_ligand,-52.28,0.20295260820015945,0.20293450999314372,,
151d931_2e7d67a_complex,-49.419999999999995,0.931529252715123,0.9150136401360546,,
2e7d67a_a49ff60_ligand,153.59333333333333,0.2393132799510621,0.24401210573232857,,
2e7d67a_a49ff60_complex,149.62666666666667,1.5934877189698768,1.5847501928832264,,
9e11dad_dd057b1_ligand,-77.56,0.852083531600938,0.9138704341493733,,
9e11dad_dd057b1_complex,-81.96333333333334,4.482802556039574,3.899210846953736,,
3a5ec71_9e11dad_ligand,-100.0,0.6801300786778113,0.6600783744566382,,
3a5ec71_9e11dad_complex,-104.89999999999999,2.01489673673335,2.044655876132806,,
b2917d9_d363fad_ligand,-189.89666666666665,0.42248040992728497,0.40073045070017416,,
