,val,err_analyt,err_boot,framesA,framesB
1a849ad_2bb0d13_complex_1,-53.51,0.6,0.54,79.0,79.0
1a849ad_2bb0d13_ligand_1,-50.22,0.27,0.28,79.0,79.0
1a849ad_2bb0d13_complex_2,-52.33,0.41,0.44,79.0,79.0
1a849ad_2bb0d13_ligand_2,-50.74,0.27,0.26,79.0,79.0
1a849ad_2bb0d13_complex_3,-53.46,0.31,0.35,79.0,79.0
1a849ad_2bb0d13_ligand_3,-50.49,0.27,0.28,79.0,79.0
1a849ad_272cc87_complex_1,-95.86,0.64,0.77,79.0,79.0
1a849ad_272cc87_ligand_1,-92.86,0.65,0.7,79.0,78.0
1a849ad_272cc87_complex_2,-96.81,0.78,0.85,79.0,79.0
1a849ad_272cc87_ligand_2,-93.44,0.58,0.51,79.0,79.0
1a849ad_272cc87_complex_3,-98.25,0.62,0.66,79.0,79.0
1a849ad_272cc87_ligand_3,-93.33,0.58,0.42,78.0,79.0
1a849ad_d529b4f_complex_1,-92.62,0.79,0.51,79.0,79.0
1a849ad_d529b4f_ligand_1,-89.42,0.29,0.28,79.0,79.0
1a849ad_d529b4f_complex_2,-94.71,0.79,0.38,79.0,79.0
1a849ad_d529b4f_ligand_2,-89.62,0.29,0.28,79.0,79.0
1a849ad_d529b4f_complex_3,-94.19,0.61,0.55,79.0,79.0
1a849ad_d529b4f_ligand_3,-88.83,0.27,0.23,79.0,79.0
684785b_9b2c328_complex_1,-55.91,2.18,1.32,79.0,79.0
684785b_9b2c328_ligand_1,-70.88,0.47,0.54,79.0,79.0
684785b_9b2c328_complex_2,-57.24,1.54,1.22,79.0,79.0
684785b_9b2c328_ligand_2,-71.4,0.46,0.49,79.0,79.0
684785b_9b2c328_complex_3,-54.32,1.44,1.33,78.0,79.0
684785b_9b2c328_ligand_3,-70.69,0.45,0.46,79.0,79.0
684785b_aac0b7c_complex_1,84.77,0.33,0.29,79.0,79.0
684785b_aac0b7c_ligand_1,85.07,0.29,0.25,79.0,78.0
684785b_aac0b7c_complex_2,85.3,0.29,0.3,79.0,79.0
684785b_aac0b7c_ligand_2,85.25,0.28,0.29,79.0,79.0
684785b_aac0b7c_complex_3,84.63,0.28,0.28,79.0,79.0
684785b_aac0b7c_ligand_3,84.76,0.29,0.27,79.0,79.0
2a8e26e_684785b_complex_1,-203.96,0.35,0.4,79.0,78.0
2a8e26e_684785b_ligand_1,-204.95,0.31,0.31,79.0,79.0
2a8e26e_684785b_complex_2,-204.1,0.35,0.3,79.0,79.0
2a8e26e_684785b_ligand_2,-205.78,0.35,0.35,79.0,79.0
2a8e26e_684785b_complex_3,-204.66,0.68,0.57,79.0,79.0
2a8e26e_684785b_ligand_3,-205.94,0.31,0.26,79.0,79.0
1d02965_684785b_complex_1,-132.76,0.39,0.39,79.0,79.0
1d02965_684785b_ligand_1,-124.64,0.28,0.27,79.0,79.0
1d02965_684785b_complex_2,-130.61,0.38,0.37,79.0,79.0
1d02965_684785b_ligand_2,-124.56,0.35,0.3,79.0,79.0
1d02965_684785b_complex_3,-132.06,0.36,0.38,79.0,79.0
1d02965_684785b_ligand_3,-124.63,0.31,0.3,79.0,79.0
684785b_b7fe5cf_complex_1,193.4,0.57,0.54,79.0,79.0
684785b_b7fe5cf_ligand_1,188.02,0.34,0.37,79.0,78.0
684785b_b7fe5cf_complex_2,193.08,0.42,0.49,79.0,79.0
684785b_b7fe5cf_ligand_2,187.86,0.32,0.35,79.0,79.0
684785b_b7fe5cf_complex_3,194.48,0.71,0.54,79.0,79.0
684785b_b7fe5cf_ligand_3,187.37,0.37,0.36,79.0,79.0
684785b_7a2b4c9_complex_1,48.65,0.29,0.29,79.0,79.0
684785b_7a2b4c9_ligand_1,38.2,0.26,0.26,79.0,79.0
684785b_7a2b4c9_complex_2,42.59,0.47,0.34,79.0,79.0
684785b_7a2b4c9_ligand_2,38.02,0.28,0.28,79.0,79.0
684785b_7a2b4c9_complex_3,47.76,0.26,0.29,79.0,79.0
684785b_7a2b4c9_ligand_3,38.46,0.25,0.26,79.0,79.0
0d16094_7327eb8_complex_1,-173.32,0.45,0.37,79.0,79.0
0d16094_7327eb8_ligand_1,-170.94,0.29,0.24,79.0,79.0
0d16094_7327eb8_complex_2,-173.47,0.37,0.37,79.0,79.0
0d16094_7327eb8_ligand_2,-171.06,0.26,0.25,79.0,79.0
0d16094_7327eb8_complex_3,-172.38,0.35,0.33,78.0,79.0
0d16094_7327eb8_ligand_3,-170.73,0.26,0.27,79.0,79.0
7327eb8_fc284a2_complex_1,82.17,0.86,0.58,78.0,79.0
7327eb8_fc284a2_ligand_1,79.25,0.53,0.46,79.0,79.0
7327eb8_fc284a2_complex_2,76.42,1.16,0.52,79.0,79.0
7327eb8_fc284a2_ligand_2,78.55,0.5,0.46,79.0,79.0
7327eb8_fc284a2_complex_3,79.52,1.05,0.69,79.0,79.0
7327eb8_fc284a2_ligand_3,77.74,0.56,0.68,79.0,79.0
7327eb8_9a5e44f_complex_1,192.17,0.86,0.96,79.0,79.0
7327eb8_9a5e44f_ligand_1,188.25,0.54,0.46,79.0,79.0
7327eb8_9a5e44f_complex_2,190.11,1.05,1.02,79.0,79.0
7327eb8_9a5e44f_ligand_2,186.85,0.52,0.57,78.0,79.0
7327eb8_9a5e44f_complex_3,196.71,1.28,1.37,79.0,79.0
7327eb8_9a5e44f_ligand_3,187.44,0.58,0.58,79.0,79.0
2d91a20_aff47cb_complex_1,48.89,0.85,0.53,78.0,78.0
2d91a20_aff47cb_ligand_1,59.32,0.26,0.26,79.0,79.0
2d91a20_aff47cb_complex_2,44.7,0.47,0.51,79.0,79.0
2d91a20_aff47cb_ligand_2,59.4,0.28,0.29,79.0,79.0
2d91a20_aff47cb_complex_3,43.96,0.53,0.5,79.0,79.0
2d91a20_aff47cb_ligand_3,59.58,0.29,0.33,79.0,79.0
8f59e32_aff47cb_complex_1,-3.49,0.35,0.33,79.0,79.0
8f59e32_aff47cb_ligand_1,2.11,0.23,0.24,79.0,79.0
8f59e32_aff47cb_complex_2,-4.49,0.39,0.4,79.0,79.0
8f59e32_aff47cb_ligand_2,2.58,0.26,0.29,79.0,79.0
8f59e32_aff47cb_complex_3,-3.36,0.39,0.42,79.0,79.0
8f59e32_aff47cb_ligand_3,1.89,0.24,0.27,79.0,79.0
0d16094_2d91a20_complex_1,-47.42,0.49,0.44,79.0,79.0
0d16094_2d91a20_ligand_1,-51.5,0.24,0.25,78.0,78.0
0d16094_2d91a20_complex_2,-46.92,0.55,0.47,79.0,79.0
0d16094_2d91a20_ligand_2,-51.79,0.23,0.23,79.0,78.0
0d16094_2d91a20_complex_3,-42.13,0.37,0.32,79.0,79.0
0d16094_2d91a20_ligand_3,-51.5,0.24,0.23,79.0,78.0
2d91a20_902ba3c_complex_1,99.23,2.67,1.78,79.0,79.0
2d91a20_902ba3c_ligand_1,97.21,0.45,0.48,79.0,79.0
2d91a20_902ba3c_complex_2,101.62,1.17,1.1,79.0,79.0
2d91a20_902ba3c_ligand_2,96.66,0.43,0.46,79.0,79.0
2d91a20_902ba3c_complex_3,98.63,4.59,1.01,79.0,79.0
2d91a20_902ba3c_ligand_3,96.97,0.42,0.42,79.0,79.0
2d91a20_fc284a2_complex_1,-63.54,0.93,0.67,79.0,79.0
2d91a20_fc284a2_ligand_1,-52.92,0.32,0.29,78.0,79.0
2d91a20_fc284a2_complex_2,-57.31,1.46,1.18,79.0,79.0
2d91a20_fc284a2_ligand_2,-52.38,0.31,0.3,79.0,79.0
2d91a20_fc284a2_complex_3,-64.18,0.61,0.58,79.0,79.0
2d91a20_fc284a2_ligand_3,-51.73,0.29,0.26,79.0,79.0
0d16094_5933eb5_complex_1,-39.01,0.49,0.49,79.0,79.0
0d16094_5933eb5_ligand_1,-35.42,0.24,0.22,79.0,79.0
0d16094_5933eb5_complex_2,-36.43,0.56,0.54,79.0,79.0
0d16094_5933eb5_ligand_2,-35.62,0.23,0.21,79.0,79.0
0d16094_5933eb5_complex_3,-42.7,0.51,0.57,79.0,79.0
0d16094_5933eb5_ligand_3,-35.4,0.23,0.23,79.0,79.0
0d16094_36d4625_complex_1,-72.73,0.86,0.56,79.0,79.0
0d16094_36d4625_ligand_1,-78.4,0.27,0.3,79.0,79.0
0d16094_36d4625_complex_2,-77.43,1.96,0.53,79.0,79.0
0d16094_36d4625_ligand_2,-77.75,0.24,0.26,79.0,79.0
0d16094_36d4625_complex_3,-73.72,0.76,0.59,79.0,79.0
0d16094_36d4625_ligand_3,-78.42,0.27,0.3,79.0,79.0
902ba3c_9b2c328_complex_1,-42.12,6.03,0.62,79.0,79.0
902ba3c_9b2c328_ligand_1,-40.18,0.48,0.43,79.0,79.0
902ba3c_9b2c328_complex_2,-41.23,0.78,0.88,79.0,79.0
902ba3c_9b2c328_ligand_2,-40.97,0.5,0.46,79.0,79.0
902ba3c_9b2c328_complex_3,-38.94,9.34,0.72,79.0,79.0
902ba3c_9b2c328_ligand_3,-39.13,0.51,0.45,79.0,79.0
36d4625_9b2c328_complex_1,106.75,1.01,0.64,79.0,79.0
36d4625_9b2c328_ligand_1,93.81,0.39,0.35,79.0,79.0
36d4625_9b2c328_complex_2,94.91,2.74,1.46,79.0,79.0
36d4625_9b2c328_ligand_2,94.67,0.37,0.37,79.0,79.0
36d4625_9b2c328_complex_3,103.98,1.28,1.04,79.0,79.0
36d4625_9b2c328_ligand_3,94.58,0.34,0.33,78.0,78.0
798876e_9b2c328_complex_1,-37.88,1.9,0.97,79.0,78.0
798876e_9b2c328_ligand_1,-43.84,0.92,0.49,79.0,79.0
798876e_9b2c328_complex_2,-39.57,6.42,2.21,79.0,79.0
798876e_9b2c328_ligand_2,-39.36,0.41,0.38,79.0,79.0
798876e_9b2c328_complex_3,-33.87,0.98,0.97,79.0,79.0
798876e_9b2c328_ligand_3,-39.87,0.51,0.58,79.0,79.0
7a2b4c9_9b2c328_complex_1,-106.38,1.43,1.4,79.0,79.0
7a2b4c9_9b2c328_ligand_1,-106.94,0.52,0.54,79.0,79.0
7a2b4c9_9b2c328_complex_2,-99.77,1.56,0.95,79.0,79.0
7a2b4c9_9b2c328_ligand_2,-106.71,0.49,0.43,79.0,79.0
7a2b4c9_9b2c328_complex_3,-105.65,1.58,1.4,79.0,79.0
7a2b4c9_9b2c328_ligand_3,-107.13,0.49,0.38,79.0,79.0
b8214a7_def1139_complex_1,-63.61,0.99,0.9,79.0,79.0
b8214a7_def1139_ligand_1,-64.91,0.55,0.57,79.0,79.0
b8214a7_def1139_complex_2,-63.28,0.98,0.93,79.0,79.0
b8214a7_def1139_ligand_2,-64.22,0.51,0.53,79.0,79.0
b8214a7_def1139_complex_3,-65.7,1.19,1.17,79.0,79.0
b8214a7_def1139_ligand_3,-63.46,0.59,0.64,79.0,79.0
798876e_b8214a7_complex_1,-37.64,1.22,1.26,79.0,79.0
798876e_b8214a7_ligand_1,-25.43,0.52,0.5,79.0,78.0
798876e_b8214a7_complex_2,-36.69,1.69,1.31,79.0,79.0
798876e_b8214a7_ligand_2,-30.53,0.82,0.8,78.0,79.0
798876e_b8214a7_complex_3,-40.75,1.29,1.3,79.0,78.0
798876e_b8214a7_ligand_3,-26.99,0.57,0.6,79.0,79.0
272cc87_8f59e32_complex_1,64.41,0.5,0.38,78.0,78.0
272cc87_8f59e32_ligand_1,64.6,0.27,0.27,79.0,78.0
272cc87_8f59e32_complex_2,70.49,0.44,0.46,79.0,79.0
272cc87_8f59e32_ligand_2,64.68,0.27,0.26,79.0,79.0
272cc87_8f59e32_complex_3,70.18,0.4,0.37,79.0,78.0
272cc87_8f59e32_ligand_3,64.29,0.26,0.26,79.0,79.0
7a2b4c9_aac0b7c_complex_1,41.42,0.57,0.43,79.0,79.0
7a2b4c9_aac0b7c_ligand_1,46.65,0.3,0.28,79.0,79.0
7a2b4c9_aac0b7c_complex_2,40.62,0.55,0.45,79.0,79.0
7a2b4c9_aac0b7c_ligand_2,47.05,0.33,0.32,79.0,79.0
7a2b4c9_aac0b7c_complex_3,38.62,0.34,0.3,79.0,79.0
7a2b4c9_aac0b7c_ligand_3,47.19,0.31,0.3,79.0,79.0
2bb0d13_5933eb5_complex_1,-26.52,0.37,0.34,79.0,79.0
2bb0d13_5933eb5_ligand_1,-21.73,0.24,0.2,79.0,79.0
2bb0d13_5933eb5_complex_2,-27.9,0.42,0.42,79.0,79.0
2bb0d13_5933eb5_ligand_2,-20.89,0.25,0.23,79.0,79.0
2bb0d13_5933eb5_complex_3,-24.47,0.42,0.38,78.0,79.0
2bb0d13_5933eb5_ligand_3,-21.64,0.26,0.27,79.0,79.0
2a8e26e_b7fe5cf_complex_1,-17.64,0.6,0.43,79.0,79.0
2a8e26e_b7fe5cf_ligand_1,-21.96,0.42,0.36,79.0,79.0
2a8e26e_b7fe5cf_complex_2,-19.77,0.42,0.41,79.0,79.0
2a8e26e_b7fe5cf_ligand_2,-22.15,0.42,0.41,79.0,79.0
2a8e26e_b7fe5cf_complex_3,-18.56,0.4,0.49,79.0,79.0
2a8e26e_b7fe5cf_ligand_3,-21.83,0.43,0.38,79.0,79.0
1d02965_7a2b4c9_complex_1,-84.63,0.29,0.39,79.0,79.0
1d02965_7a2b4c9_ligand_1,-85.54,0.29,0.28,79.0,79.0
1d02965_7a2b4c9_complex_2,-85.58,0.4,0.43,79.0,78.0
1d02965_7a2b4c9_ligand_2,-85.6,0.28,0.34,79.0,79.0
1d02965_7a2b4c9_complex_3,-86.54,0.31,0.28,79.0,78.0
1d02965_7a2b4c9_ligand_3,-85.82,0.28,0.32,79.0,79.0
5933eb5_def1139_complex_1,-2.04,0.4,0.53,78.0,78.0
5933eb5_def1139_ligand_1,0.88,0.28,0.3,79.0,79.0
5933eb5_def1139_complex_2,-3.66,0.41,0.42,79.0,78.0
5933eb5_def1139_ligand_2,0.12,0.27,0.29,79.0,79.0
5933eb5_def1139_complex_3,-4.18,0.39,0.37,78.0,79.0
5933eb5_def1139_ligand_3,0.81,0.29,0.27,79.0,79.0
798876e_def1139_complex_1,-103.27,0.7,0.67,79.0,78.0
798876e_def1139_ligand_1,-94.21,0.58,0.57,79.0,79.0
798876e_def1139_complex_2,-102.47,0.37,0.44,79.0,79.0
798876e_def1139_ligand_2,-90.56,0.3,0.27,79.0,79.0
798876e_def1139_complex_3,-107.91,0.57,0.49,78.0,79.0
798876e_def1139_ligand_3,-90.03,0.28,0.29,79.0,79.0
798876e_9a5e44f_complex_1,-41.41,1.8,1.63,79.0,79.0
798876e_9a5e44f_ligand_1,-38.81,0.65,0.63,79.0,79.0
798876e_9a5e44f_complex_2,-49.19,1.16,1.22,79.0,79.0
798876e_9a5e44f_ligand_2,-36.89,0.59,0.56,79.0,79.0
798876e_9a5e44f_complex_3,-49.08,1.25,1.24,78.0,79.0
798876e_9a5e44f_ligand_3,-38.16,0.68,0.67,79.0,79.0
5933eb5_81ac7ee_complex_1,-22.49,0.39,0.36,79.0,78.0
5933eb5_81ac7ee_ligand_1,-27.41,0.26,0.23,79.0,79.0
5933eb5_81ac7ee_complex_2,-21.47,0.4,0.39,79.0,79.0
5933eb5_81ac7ee_ligand_2,-26.99,0.26,0.27,79.0,79.0
5933eb5_81ac7ee_complex_3,-20.59,0.35,0.41,79.0,79.0
5933eb5_81ac7ee_ligand_3,-27.06,0.28,0.26,78.0,79.0
81ac7ee_d529b4f_complex_1,7.24,0.83,0.82,79.0,79.0
81ac7ee_d529b4f_ligand_1,7.72,0.57,0.6,79.0,78.0
81ac7ee_d529b4f_complex_2,1.58,0.83,0.92,79.0,79.0
81ac7ee_d529b4f_ligand_2,7.43,0.6,0.58,79.0,79.0
81ac7ee_d529b4f_complex_3,3.15,0.83,0.73,79.0,79.0
81ac7ee_d529b4f_ligand_3,8.39,0.61,0.44,79.0,79.0
1a849ad_e00fcc4_complex,-27.919999999999998,1.1476982893929883,1.2270244041742528,,
1a849ad_e00fcc4_ligand,-27.819999999999997,0.4403043839115373,0.4573191292007112,,
b8214a7_e00fcc4_complex,-18.203333333333333,0.8356578588612037,0.8509836636362533,,
b8214a7_e00fcc4_ligand,-21.953333333333333,0.384798641263453,0.35666048392890287,,
272cc87_e00fcc4_complex,65.20666666666666,2.2910181486766166,2.051080218795568,,
272cc87_e00fcc4_ligand,65.23333333333333,0.38268688522074923,0.38597594524135026,,
2d91a20_a903013_complex,-94.37666666666667,0.8779556068164689,0.8473825270753457,,
2d91a20_a903013_ligand,-81.59666666666668,0.2066934341047526,0.20444958341379274,,
81ac7ee_a903013_complex,-65.59,0.9788395565929111,0.9313929404646577,,
81ac7ee_a903013_ligand,-59.336666666666666,0.40178376981257824,0.4116343143811168,,
1a849ad_2d91a20_complex,-70.25000000000001,0.6309943062874307,0.609013043653658,,
1a849ad_2d91a20_ligand,-74.39333333333333,0.1728853576706563,0.16778388976265776,,
1a849ad_2bb0d13_complex,-53.1,0.40368698289158883,0.40895324663149557,,
1a849ad_2bb0d13_ligand,-50.48333333333334,0.19818093913669615,0.20245150117859523,,
1a849ad_272cc87_complex,-96.97333333333334,0.7008361725574945,0.7031802563907427,,
1a849ad_272cc87_ligand,-93.21,0.37482111437081883,0.34898725461832264,,
1a849ad_d529b4f_complex,-93.83999999999999,0.6576300959400834,0.5904832383206784,,
1a849ad_d529b4f_ligand,-89.29,0.2530440189606282,0.2513621590302798,,
684785b_9b2c328_complex,-55.82333333333333,1.230369747220572,1.0303195617476395,,
684785b_9b2c328_ligand,-70.99,0.31245117320517185,0.32328326179536604,,
684785b_aac0b7c_complex,84.89999999999999,0.2367782355026547,0.23530882265589287,,
684785b_aac0b7c_ligand,85.02666666666666,0.20090593501777035,0.19857378988213456,,
2a8e26e_684785b_complex,-204.24,0.32656540299529907,0.29791333741606385,,
2a8e26e_684785b_ligand,-205.5566666666667,0.309885741023622,0.31101587189957525,,
1d02965_684785b_complex,-131.81,0.5501296446765305,0.5670917085076536,,
1d02965_684785b_ligand,-124.61,0.18331746882484207,0.1703152399507833,,
684785b_b7fe5cf_complex,193.65333333333334,0.4663832112847964,0.46027564940492166,,
684785b_b7fe5cf_ligand,187.75,0.2500177709687535,0.26255132282358484,,
684785b_7a2b4c9_complex,46.333333333333336,1.5514435581851824,1.5532783134274728,,
684785b_7a2b4c9_ligand,38.22666666666667,0.18351680809441184,0.18625625215549968,,
0d16094_7327eb8_complex,-173.05666666666664,0.3574675713463443,0.3472016512749387,,
0d16094_7327eb8_ligand,-170.91,0.17957215593435397,0.1691902836327844,,
7327eb8_fc284a2_complex,79.37,1.4639677635085178,1.4081601858406965,,
7327eb8_fc284a2_ligand,78.51333333333334,0.4727321679762326,0.47363165209462893,,
7327eb8_9a5e44f_complex,192.99666666666667,1.7071182055726886,1.7038351938926855,,
7327eb8_9a5e44f_ligand,187.51333333333332,0.45371828179933393,0.45494229662909325,,
2d91a20_aff47cb_complex,45.85,1.311691278941308,1.2878863854648563,,
2d91a20_aff47cb_ligand,59.43333333333334,0.17177744204907067,0.18463365836304646,,
8f59e32_aff47cb_complex,-3.78,0.35802054009667766,0.36400650708984317,,
8f59e32_aff47cb_ligand,2.193333333333333,0.21491314532612762,0.22616266857454903,,
0d16094_2d91a20_complex,-45.49,1.4023039943723077,1.3950810152250346,,
0d16094_2d91a20_ligand,-51.596666666666664,0.1564763840224718,0.15785773033634234,,
2d91a20_902ba3c_complex,99.82666666666667,1.9828716015219097,1.071469005439129,,
2d91a20_902ba3c_ligand,96.94666666666667,0.28292793528657334,0.29073130562577876,,
2d91a20_fc284a2_complex,-61.67666666666667,1.8775163494319498,1.8496743547649448,,
2d91a20_fc284a2_ligand,-52.343333333333334,0.3344430555414081,0.3210682788891568,,
0d16094_5933eb5_complex,-39.38,1.5198612459566407,1.5211284023606926,,
0d16094_5933eb5_ligand,-35.48,0.1453234135915662,0.13879314471827223,,
0d16094_36d4625_complex,-74.62666666666668,1.37979339271926,1.198686397777492,,
0d16094_36d4625_ligand,-78.19,0.23696457764835002,0.24848099927176331,,
902ba3c_9b2c328_complex,-40.76333333333333,3.7579201346801225,0.8938096284472061,,
902ba3c_9b2c328_ligand,-40.093333333333334,0.52036873021648,0.5102952099813437,,
36d4625_9b2c328_complex,101.88,3.1651702459924618,2.974283516557213,,
36d4625_9b2c328_ligand,94.35333333333334,0.31061042507886055,0.29891787603741266,,
798876e_9b2c328_complex,-37.10666666666666,2.635675996604324,1.6195194503156287,,
798876e_9b2c328_ligand,-41.02333333333333,1.2097375271792705,1.19598826351069,,
7a2b4c9_9b2c328_complex,-103.93333333333332,1.8986172863102526,1.8585953130559463,,
7a2b4c9_9b2c328_ligand,-106.92666666666666,0.3088762788993955,0.27793192046228854,,
b8214a7_def1139_complex,-64.19666666666667,0.8949444455154546,0.8460167293953369,,
b8214a7_def1139_ligand,-64.19666666666667,0.47319927371185044,0.4794131342889833,,
798876e_b8214a7_complex,-38.36,1.3039659258420537,1.2532849950216824,,
798876e_b8214a7_ligand,-27.650000000000002,1.2759149128227445,1.2768353084878148,,
272cc87_8f59e32_complex,68.36,1.6354045165145075,1.6339283688197972,,
272cc87_8f59e32_ligand,64.52333333333333,0.1771808459685972,0.18184940785253798,,
7a2b4c9_aac0b7c_complex,40.22,0.7385071810056948,0.7170144715574938,,
7a2b4c9_aac0b7c_ligand,46.96333333333333,0.22137845871659798,0.2119147199622842,,
2bb0d13_5933eb5_complex,-26.296666666666667,0.8535557972980222,0.8408363196945072,,
2bb0d13_5933eb5_ligand,-21.42,0.2618277490775456,0.2572252152789667,,
2a8e26e_b7fe5cf_complex,-18.656666666666666,0.566596966573737,0.5688381762562053,,
2a8e26e_b7fe5cf_ligand,-21.98,0.25888152752218024,0.23206482395988476,,
1d02965_7a2b4c9_complex,-85.58333333333333,0.4903827623511754,0.49770095885581156,,
1d02965_7a2b4c9_ligand,-85.65333333333332,0.1790540916060723,0.19826792493822734,,
5933eb5_def1139_complex,-3.293333333333333,0.5753002879731028,0.5785836627389533,,
5933eb5_def1139_ligand,0.6033333333333334,0.2565074838607263,0.2552472970008666,,
798876e_def1139_complex,-104.55,1.4237095096106467,1.4128572742468257,,
798876e_def1139_ligand,-91.59999999999998,1.0880034837117147,1.1010117663979675,,
798876e_9a5e44f_complex,-46.56,2.23657324801462,2.2521373943058216,,
798876e_9a5e44f_ligand,-37.95333333333333,0.588994379090777,0.5785010899979562,,
5933eb5_81ac7ee_complex,-21.516666666666666,0.4936976775623001,0.5051346700533706,,
5933eb5_81ac7ee_ligand,-27.153333333333332,0.18702926182857055,0.17868127049118218,,
81ac7ee_d529b4f_complex,3.99,1.4619745177775512,1.4582119094127781,,
81ac7ee_d529b4f_ligand,7.846666666666667,0.421522633791453,0.3868496719699521,,
