,val,err_analyt,err_boot,framesA,framesB
932532b_ec190fe_ligand_2,13.15,0.34,0.36,79.0,78.0
932532b_ec190fe_complex_3,14.11,0.35,0.33,79.0,79.0
932532b_ec190fe_ligand_3,13.13,0.34,0.38,79.0,79.0
bc7848a_ec190fe_complex_1,148.48,0.98,0.73,79.0,79.0
bc7848a_ec190fe_ligand_1,147.91,0.34,0.34,79.0,79.0
bc7848a_ec190fe_complex_2,151.99,0.47,0.46,79.0,79.0
bc7848a_ec190fe_ligand_2,147.18,0.33,0.34,79.0,79.0
bc7848a_ec190fe_complex_3,149.99,1.09,0.46,79.0,79.0
bc7848a_ec190fe_ligand_3,147.36,0.32,0.34,79.0,79.0
2e7d67a_9e11dad_complex_1,186.31,1.28,1.26,79.0,79.0
2e7d67a_9e11dad_ligand_1,179.28,0.84,0.84,79.0,79.0
2e7d67a_9e11dad_complex_2,204.66,34.15,0.98,79.0,79.0
2e7d67a_9e11dad_ligand_2,177.24,1.08,1.11,79.0,79.0
2e7d67a_9e11dad_complex_3,172.6,5.68,1.58,79.0,79.0
2e7d67a_9e11dad_ligand_3,180.53,1.03,1.09,79.0,79.0
2e7d67a_dd057b1_complex_1,132.88,4.89,1.0,79.0,79.0
2e7d67a_dd057b1_ligand_1,133.4,0.71,0.78,79.0,79.0
2e7d67a_dd057b1_complex_2,129.1,2.01,2.51,79.0,79.0
2e7d67a_dd057b1_ligand_2,132.61,0.67,0.65,79.0,79.0
2e7d67a_dd057b1_complex_3,136.19,8.86,1.56,79.0,79.0
2e7d67a_dd057b1_ligand_3,132.26,0.7,0.76,79.0,79.0
151d931_2e7d67a_complex_1,-52.42,0.5,0.37,79.0,79.0
151d931_2e7d67a_ligand_1,-51.76,1.09,0.86,79.0,79.0
151d931_2e7d67a_complex_2,-51.84,0.55,0.37,79.0,79.0
151d931_2e7d67a_ligand_2,-51.13,1.23,1.17,79.0,79.0
151d931_2e7d67a_complex_3,-52.9,0.72,0.62,79.0,79.0
151d931_2e7d67a_ligand_3,-50.6,1.14,1.55,79.0,79.0
2e7d67a_a49ff60_complex_1,158.2,0.72,0.61,79.0,79.0
2e7d67a_a49ff60_ligand_1,156.01,0.38,0.37,79.0,79.0
2e7d67a_a49ff60_complex_2,152.64,0.86,0.76,79.0,79.0
2e7d67a_a49ff60_ligand_2,156.16,0.36,0.39,79.0,79.0
2e7d67a_a49ff60_complex_3,155.64,0.64,0.87,79.0,79.0
2e7d67a_a49ff60_ligand_3,155.77,0.4,0.37,79.0,79.0
9e11dad_dd057b1_complex_1,-47.41,6.45,1.86,79.0,79.0
9e11dad_dd057b1_ligand_1,-45.3,1.44,1.92,79.0,78.0
9e11dad_dd057b1_complex_2,-49.61,15.93,1.7,79.0,79.0
9e11dad_dd057b1_ligand_2,-42.71,1.36,1.13,79.0,79.0
9e11dad_dd057b1_complex_3,-34.52,3.61,2.9,79.0,79.0
9e11dad_dd057b1_ligand_3,-43.15,1.52,1.75,79.0,79.0
3a5ec71_9e11dad_complex_1,-148.49,8.77,2.34,79.0,79.0
3a5ec71_9e11dad_ligand_1,-150.73,1.59,1.69,79.0,79.0
3a5ec71_9e11dad_complex_2,-168.96,2.69,1.12,79.0,79.0
3a5ec71_9e11dad_ligand_2,-148.29,1.66,1.8,79.0,79.0
3a5ec71_9e11dad_complex_3,-150.81,10.66,2.05,79.0,79.0
3a5ec71_9e11dad_ligand_3,-145.79,1.47,1.48,79.0,79.0
b2917d9_d363fad_complex_1,-179.84,0.91,0.92,79.0,79.0
b2917d9_d363fad_ligand_1,-187.94,0.44,0.42,79.0,79.0
b2917d9_d363fad_complex_2,-181.55,1.73,1.36,79.0,79.0
b2917d9_d363fad_ligand_2,-187.02,0.5,0.52,79.0,79.0
b2917d9_d363fad_complex_3,-173.89,1.68,1.18,79.0,79.0
b2917d9_d363fad_ligand_3,-186.23,0.62,0.62,79.0,79.0
151d931_b2917d9_complex_1,128.27,1.52,1.31,79.0,79.0
151d931_b2917d9_ligand_1,118.27,0.42,0.47,79.0,79.0
151d931_b2917d9_complex_2,123.79,1.55,1.21,79.0,79.0
151d931_b2917d9_ligand_2,115.56,0.63,0.54,79.0,79.0
151d931_b2917d9_complex_3,126.67,2.56,1.18,79.0,79.0
151d931_b2917d9_ligand_3,117.34,0.55,0.5,79.0,79.0
0551d34_b2917d9_complex_1,19.61,0.55,0.53,79.0,79.0
0551d34_b2917d9_ligand_1,23.34,0.58,0.51,79.0,79.0
0551d34_b2917d9_complex_2,21.66,0.52,0.65,79.0,79.0
0551d34_b2917d9_ligand_2,24.6,0.46,0.51,79.0,79.0
0551d34_b2917d9_complex_3,23.8,0.82,0.64,79.0,79.0
0551d34_b2917d9_ligand_3,25.59,0.42,0.38,79.0,79.0
3cb0917_d363fad_complex_1,359.48,1.18,1.33,79.0,79.0
3cb0917_d363fad_ligand_1,364.05,1.89,1.92,79.0,79.0
3cb0917_d363fad_complex_2,370.26,1.43,1.7,79.0,79.0
3cb0917_d363fad_ligand_2,368.22,0.92,0.82,79.0,79.0
3cb0917_d363fad_complex_3,363.67,1.53,1.37,79.0,79.0
3cb0917_d363fad_ligand_3,366.22,0.94,0.99,79.0,79.0
d363fad_e996a33_complex_1,-95.98,1.95,2.61,79.0,79.0
d363fad_e996a33_ligand_1,-87.22,0.54,0.58,79.0,79.0
d363fad_e996a33_complex_2,-90.94,1.71,1.36,79.0,79.0
d363fad_e996a33_ligand_2,-87.92,0.52,0.58,79.0,79.0
d363fad_e996a33_complex_3,-96.95,2.45,2.12,79.0,79.0
d363fad_e996a33_ligand_3,-87.22,0.55,0.61,79.0,79.0
40f93bc_b6facb2_complex_1,-194.36,0.82,0.76,79.0,79.0
40f93bc_b6facb2_ligand_1,-196.12,0.37,0.38,78.0,79.0
40f93bc_b6facb2_complex_2,-187.39,0.65,0.58,79.0,79.0
40f93bc_b6facb2_ligand_2,-196.4,0.38,0.44,79.0,79.0
40f93bc_b6facb2_complex_3,-185.8,0.71,0.56,79.0,79.0
40f93bc_b6facb2_ligand_3,-196.28,0.38,0.4,79.0,79.0
0681973_b6facb2_complex_1,-300.17,4.78,1.34,79.0,79.0
0681973_b6facb2_ligand_1,-289.96,0.73,0.77,79.0,79.0
0681973_b6facb2_complex_2,-295.83,1.18,0.94,79.0,79.0
0681973_b6facb2_ligand_2,-290.55,0.7,0.53,79.0,79.0
0681973_b6facb2_complex_3,-299.73,1.76,2.21,79.0,79.0
0681973_b6facb2_ligand_3,-289.67,0.49,0.49,79.0,79.0
0681973_dd057b1_complex_1,-109.2,4.91,1.1,79.0,79.0
0681973_dd057b1_ligand_1,-93.66,1.0,1.19,79.0,79.0
0681973_dd057b1_complex_2,-111.07,7.21,1.2,79.0,79.0
0681973_dd057b1_ligand_2,-92.92,0.69,0.71,79.0,79.0
0681973_dd057b1_complex_3,-110.65,3.44,1.56,79.0,79.0
0681973_dd057b1_ligand_3,-94.05,0.93,0.63,79.0,79.0
bc7848a_dd057b1_complex_1,148.19,6.39,0.99,79.0,79.0
bc7848a_dd057b1_ligand_1,148.62,0.63,0.59,79.0,79.0
bc7848a_dd057b1_complex_2,150.2,1.19,1.37,79.0,79.0
bc7848a_dd057b1_ligand_2,150.61,0.83,1.0,79.0,79.0
bc7848a_dd057b1_complex_3,151.28,1.98,1.61,79.0,79.0
bc7848a_dd057b1_ligand_3,146.99,0.73,0.69,79.0,79.0
151d931_f895b60_complex_1,29.98,85.72,1.1,79.0,79.0
151d931_f895b60_ligand_1,25.58,0.61,0.6,79.0,79.0
151d931_f895b60_complex_2,34.28,8.26,0.92,79.0,79.0
151d931_f895b60_ligand_2,25.53,0.68,0.64,79.0,79.0
151d931_f895b60_complex_3,33.02,8.39,1.67,79.0,79.0
151d931_f895b60_ligand_3,25.13,0.67,0.63,79.0,79.0
c10fa56_f895b60_complex_1,-85.26,76.65,1.61,79.0,79.0
c10fa56_f895b60_ligand_1,-73.54,0.89,1.04,79.0,79.0
c10fa56_f895b60_complex_2,-65.77,3.44,2.22,79.0,79.0
c10fa56_f895b60_ligand_2,-72.95,0.94,0.84,79.0,79.0
c10fa56_f895b60_complex_3,-72.54,2.16,2.02,79.0,79.0
c10fa56_f895b60_ligand_3,-67.49,1.23,1.58,79.0,79.0
9972075_f895b60_complex_1,-11.85,6.47,8.17,79.0,79.0
9972075_f895b60_ligand_1,2.51,1.19,0.71,79.0,79.0
9972075_f895b60_complex_2,6.05,14.77,2.37,79.0,79.0
9972075_f895b60_ligand_2,5.45,0.86,0.71,79.0,79.0
9972075_f895b60_complex_3,-3.44,8.6,5.66,79.0,79.0
9972075_f895b60_ligand_3,1.96,1.03,0.94,79.0,79.0
06c56c5_151d931_complex_1,-135.71,0.42,0.39,78.0,78.0
06c56c5_151d931_ligand_1,-135.35,1.11,1.11,79.0,79.0
06c56c5_151d931_complex_2,-130.97,0.32,0.35,78.0,79.0
06c56c5_151d931_ligand_2,-135.92,1.2,1.34,79.0,79.0
06c56c5_151d931_complex_3,-134.5,0.36,0.4,79.0,79.0
06c56c5_151d931_ligand_3,-133.65,1.0,0.92,79.0,79.0
bc7848a_e996a33_complex_1,-99.58,1.01,1.02,79.0,79.0
bc7848a_e996a33_ligand_1,-100.14,0.46,0.49,79.0,79.0
bc7848a_e996a33_complex_2,-92.52,0.89,1.51,79.0,79.0
bc7848a_e996a33_ligand_2,-101.33,0.57,0.56,79.0,79.0
bc7848a_e996a33_complex_3,-98.31,1.3,1.12,79.0,79.0
bc7848a_e996a33_ligand_3,-101.39,0.53,0.5,79.0,79.0
40f93bc_71596eb_complex_1,-371.3,1.61,1.07,79.0,79.0
40f93bc_71596eb_ligand_1,-376.88,0.84,0.87,79.0,79.0
40f93bc_71596eb_complex_2,-389.66,138.21,1.63,79.0,79.0
40f93bc_71596eb_ligand_2,-376.16,0.71,0.78,79.0,79.0
40f93bc_71596eb_complex_3,-372.53,2.37,1.57,79.0,79.0
40f93bc_71596eb_ligand_3,-376.71,0.79,0.66,79.0,79.0
40f93bc_6eaede8_complex_1,-362.37,7.19,0.98,79.0,79.0
40f93bc_6eaede8_ligand_1,-360.45,0.74,0.67,79.0,79.0
40f93bc_6eaede8_complex_2,-364.54,1.9,2.01,79.0,79.0
40f93bc_6eaede8_ligand_2,-361.81,0.83,0.81,79.0,79.0
40f93bc_6eaede8_complex_3,-360.91,5.02,2.43,79.0,78.0
40f93bc_6eaede8_ligand_3,-361.86,0.8,0.86,79.0,79.0
0551d34_0681973_complex_1,93.35,1.26,1.21,79.0,79.0
0551d34_0681973_ligand_1,83.31,0.53,0.54,79.0,79.0
0551d34_0681973_complex_2,91.56,0.87,0.86,79.0,79.0
0551d34_0681973_ligand_2,84.06,0.54,0.6,79.0,79.0
0551d34_0681973_complex_3,84.39,1.29,1.04,79.0,79.0
0551d34_0681973_ligand_3,82.86,0.46,0.47,79.0,79.0
0551d34_67d7385_complex_1,-51.46,0.65,0.39,79.0,79.0
0551d34_67d7385_ligand_1,-48.95,1.05,1.06,79.0,79.0
0551d34_67d7385_complex_2,-50.47,0.38,0.32,78.0,79.0
0551d34_67d7385_ligand_2,-49.84,0.91,0.92,79.0,79.0
0551d34_67d7385_complex_3,-53.25,0.44,0.41,79.0,79.0
0551d34_67d7385_ligand_3,-49.76,1.28,1.41,79.0,79.0
c10fa56_d196d56_complex_1,-62.45,1.25,1.45,79.0,79.0
c10fa56_d196d56_ligand_1,-65.57,0.78,0.67,79.0,79.0
c10fa56_d196d56_complex_2,-60.49,1.58,1.85,78.0,78.0
c10fa56_d196d56_ligand_2,-66.13,0.88,0.91,79.0,79.0
c10fa56_d196d56_complex_3,-60.17,2.06,1.14,79.0,79.0
c10fa56_d196d56_ligand_3,-66.03,0.72,0.65,79.0,79.0
8ac9b74_c10fa56_complex_1,-82.81,1.33,1.32,79.0,79.0
8ac9b74_c10fa56_ligand_1,-83.7,0.71,0.68,79.0,79.0
8ac9b74_c10fa56_complex_2,-90.71,2.35,2.06,79.0,78.0
8ac9b74_c10fa56_ligand_2,-83.74,0.61,0.63,79.0,79.0
8ac9b74_c10fa56_complex_3,-95.69,1.46,1.52,79.0,79.0
8ac9b74_c10fa56_ligand_3,-83.8,0.62,0.74,79.0,79.0
c10fa56_c43895d_complex_1,-589.38,7.37,1.73,79.0,79.0
c10fa56_c43895d_ligand_1,-591.86,1.59,1.55,79.0,79.0
c10fa56_c43895d_complex_2,-583.18,13.84,1.98,79.0,79.0
c10fa56_c43895d_ligand_2,-590.72,1.18,0.82,79.0,79.0
c10fa56_c43895d_complex_3,-587.63,10.99,1.64,79.0,79.0
c10fa56_c43895d_ligand_3,-588.42,1.5,1.27,79.0,79.0
31ea4ce_71596eb_complex_1,-395.72,1.81,1.39,79.0,79.0
31ea4ce_71596eb_ligand_1,-395.32,0.84,0.74,79.0,79.0
31ea4ce_71596eb_complex_2,-399.36,0.83,0.83,79.0,79.0
31ea4ce_71596eb_ligand_2,-397.47,0.67,0.7,79.0,79.0
31ea4ce_71596eb_complex_3,-390.61,1.42,1.35,79.0,79.0
31ea4ce_71596eb_ligand_3,-394.34,0.87,0.95,79.0,79.0
67d7385_71596eb_complex_1,-331.82,2.07,0.8,79.0,79.0
67d7385_71596eb_ligand_1,-336.49,0.75,0.69,79.0,79.0
67d7385_71596eb_complex_2,-331.72,1.56,1.33,79.0,79.0
67d7385_71596eb_ligand_2,-332.82,0.96,0.98,79.0,79.0
67d7385_71596eb_complex_3,-332.89,1.19,0.86,79.0,79.0
67d7385_71596eb_ligand_3,-335.53,0.73,0.75,79.0,79.0
3a5ec71_8ac9b74_complex_1,-89.09,1.03,0.63,79.0,79.0
3a5ec71_8ac9b74_ligand_1,-88.03,0.58,0.69,79.0,79.0
3a5ec71_8ac9b74_complex_2,-92.85,1.11,0.64,79.0,79.0
3a5ec71_8ac9b74_ligand_2,-85.18,0.57,0.5,79.0,79.0
3a5ec71_8ac9b74_complex_3,-99.56,1.54,1.21,79.0,79.0
3a5ec71_8ac9b74_ligand_3,-89.95,0.42,0.47,79.0,79.0
337ebab_a49ff60_complex_1,64.82,1.29,1.31,79.0,79.0
337ebab_a49ff60_ligand_1,62.16,1.72,1.6,79.0,79.0
337ebab_a49ff60_complex_2,66.01,0.99,1.01,79.0,79.0
337ebab_a49ff60_ligand_2,64.65,1.46,1.29,79.0,79.0
337ebab_a49ff60_complex_3,63.39,1.02,1.08,79.0,79.0
337ebab_a49ff60_ligand_3,63.51,1.68,1.26,79.0,79.0
9972075_a49ff60_complex_1,93.56,22.2,1.04,79.0,79.0
9972075_a49ff60_ligand_1,81.22,0.67,0.64,79.0,79.0
9972075_a49ff60_complex_2,76.0,2.46,3.02,79.0,79.0
9972075_a49ff60_ligand_2,80.67,0.64,0.51,79.0,79.0
9972075_a49ff60_complex_3,94.28,3.82,3.53,79.0,78.0
9972075_a49ff60_ligand_3,81.96,0.82,0.72,79.0,79.0
932532b_a49ff60_complex_1,41.77,0.49,0.56,79.0,79.0
932532b_a49ff60_ligand_1,37.77,0.31,0.35,79.0,79.0
932532b_a49ff60_complex_2,45.72,0.62,0.66,79.0,79.0
932532b_a49ff60_ligand_2,36.73,0.28,0.33,79.0,79.0
932532b_a49ff60_complex_3,40.49,0.37,0.44,79.0,79.0
932532b_a49ff60_ligand_3,41.91,0.38,0.38,79.0,79.0
337ebab_9972075_complex_1,-29.58,3.17,2.08,79.0,79.0
337ebab_9972075_ligand_1,-20.55,0.97,0.97,79.0,79.0
337ebab_9972075_complex_2,-13.57,3.57,1.57,79.0,79.0
337ebab_9972075_ligand_2,-19.08,0.82,0.86,79.0,79.0
337ebab_9972075_complex_3,-32.31,117.51,2.07,79.0,79.0
337ebab_9972075_ligand_3,-18.54,0.84,0.73,79.0,79.0
d196d56_e36e8ac_complex_1,159.21,1.75,2.14,79.0,79.0
d196d56_e36e8ac_ligand_1,152.38,1.0,0.99,79.0,79.0
d196d56_e36e8ac_complex_2,161.2,1.75,1.22,79.0,79.0
d196d56_e36e8ac_ligand_2,155.01,1.11,0.89,79.0,79.0
d196d56_e36e8ac_complex_3,157.21,1.74,0.96,79.0,79.0
d196d56_e36e8ac_ligand_3,155.27,0.93,0.99,79.0,79.0
8ac9b74_e36e8ac_complex_1,3.84,1.37,1.54,79.0,79.0
8ac9b74_e36e8ac_ligand_1,5.07,1.99,1.22,79.0,79.0
8ac9b74_e36e8ac_complex_2,4.91,1.04,1.08,78.0,79.0
8ac9b74_e36e8ac_ligand_2,4.67,1.99,1.53,79.0,79.0
8ac9b74_e36e8ac_complex_3,6.14,1.19,1.33,78.0,79.0
8ac9b74_e36e8ac_ligand_3,1.41,1.82,0.84,79.0,79.0
0681973_e36e8ac_complex_1,5.87,0.69,0.55,79.0,79.0
0681973_e36e8ac_ligand_1,10.15,0.39,0.37,79.0,79.0
0681973_e36e8ac_complex_2,5.51,0.66,0.75,79.0,79.0
0681973_e36e8ac_ligand_2,10.3,0.54,0.54,79.0,79.0
0681973_e36e8ac_complex_3,7.81,1.06,1.23,78.0,78.0
0681973_e36e8ac_ligand_3,10.24,0.37,0.35,79.0,79.0
06c56c5_31ea4ce_complex_1,-31.91,0.34,0.31,79.0,78.0
06c56c5_31ea4ce_ligand_1,-35.98,0.31,0.3,79.0,79.0
06c56c5_31ea4ce_complex_2,-33.84,0.4,0.3,78.0,79.0
06c56c5_31ea4ce_ligand_2,-35.38,0.31,0.24,79.0,79.0
06c56c5_31ea4ce_complex_3,-34.66,0.33,0.36,79.0,78.0
06c56c5_31ea4ce_ligand_3,-35.61,0.29,0.28,79.0,79.0
31ea4ce_67d7385_complex_1,-55.97,0.28,0.25,79.0,79.0
31ea4ce_67d7385_ligand_1,-55.46,0.2,0.2,79.0,79.0
31ea4ce_67d7385_complex_2,-56.06,0.31,0.23,79.0,79.0
31ea4ce_67d7385_ligand_2,-55.19,0.21,0.21,79.0,79.0
31ea4ce_67d7385_complex_3,-54.2,0.2,0.22,79.0,79.0
31ea4ce_67d7385_ligand_3,-55.69,0.22,0.19,79.0,79.0
0681973_67d7385_complex_1,-138.87,1.26,0.99,79.0,79.0
0681973_67d7385_ligand_1,-132.26,0.57,0.55,79.0,79.0
0681973_67d7385_complex_2,-141.0,1.63,1.05,79.0,79.0
0681973_67d7385_ligand_2,-132.64,0.57,0.66,79.0,79.0
0681973_67d7385_complex_3,-135.42,1.69,1.28,79.0,79.0
0681973_67d7385_ligand_3,-133.44,0.45,0.41,79.0,79.0
396f6c0_c43895d_complex_1,-116.8,1.78,1.06,78.0,79.0
396f6c0_c43895d_ligand_1,-115.87,0.89,0.95,79.0,79.0
396f6c0_c43895d_complex_2,-119.0,2.14,1.39,79.0,79.0
396f6c0_c43895d_ligand_2,-116.55,1.15,0.97,79.0,79.0
396f6c0_c43895d_complex_3,-117.98,1.4,1.63,79.0,79.0
396f6c0_c43895d_ligand_3,-115.5,0.97,0.86,79.0,79.0
6eaede8_932532b_complex_1,341.04,1.27,1.16,79.0,79.0
6eaede8_932532b_ligand_1,344.2,0.64,0.66,79.0,79.0
6eaede8_932532b_complex_2,341.34,1.37,1.58,79.0,79.0
6eaede8_932532b_ligand_2,344.13,0.71,0.72,79.0,79.0
6eaede8_932532b_complex_3,342.08,1.48,0.94,79.0,79.0
6eaede8_932532b_ligand_3,343.67,0.67,0.55,79.0,79.0
6eaede8_bc7848a_complex_1,215.41,3.68,1.91,79.0,79.0
6eaede8_bc7848a_ligand_1,209.41,0.77,0.84,79.0,79.0
6eaede8_bc7848a_complex_2,214.42,1.94,2.29,79.0,79.0
6eaede8_bc7848a_ligand_2,208.77,0.75,0.69,79.0,79.0
6eaede8_bc7848a_complex_3,210.33,2.04,2.12,79.0,79.0
6eaede8_bc7848a_ligand_3,209.36,0.83,0.91,79.0,79.0
c6946e5_ec190fe_complex,11.01,0.6192666002108482,0.6145566414581566,,
c6946e5_ec190fe_ligand,5.666666666666667,0.1799354903822746,0.17383781229398998,,
2e7d67a_c6946e5_complex,125.64,2.0742610350173494,2.0488237739675847,,
2e7d67a_c6946e5_ligand,126.09333333333335,0.2451077293217672,0.23995485287660265,,
a49ff60_c6946e5_complex,-31.930000000000003,0.6039367827784649,0.5933245331559887,,
a49ff60_c6946e5_ligand,-29.123333333333335,1.0926774713981533,1.0718680163801741,,
67d7385_c6946e5_complex,22.5,0.7932732950450765,0.8042010405514533,,
67d7385_c6946e5_ligand,30.483333333333334,0.27614468197498726,0.2779943192796074,,
06fb0e5_2e7d67a_complex,-192.48000000000002,1.2190771238616762,1.1487760235949827,,
06fb0e5_2e7d67a_ligand,-190.6,1.2823286882387017,0.893735214186591,,
06fb0e5_3cb0917_complex,-574.4066666666666,0.6895691034364503,0.7061249139966528,,
06fb0e5_3cb0917_ligand,-575.9566666666667,0.28149640665254816,0.2727029458442977,,
3cb0917_ec190fe_complex,515.9,1.4981061695232154,1.514723541007901,,
3cb0917_ec190fe_ligand,520.2400000000001,0.6931651337060833,0.7082102808727055,,
ec190fe_f895b60_complex,-56.653333333333336,1.6131392041784292,1.4265232586553696,,
ec190fe_f895b60_ligand,-54.22,0.39490274437850653,0.3738742861205967,,
06c56c5_ec190fe_complex,-53.14666666666667,1.1239692727730977,1.1239262798097729,,
06c56c5_ec190fe_ligand,-54.663333333333334,0.15895327445265592,0.17643229010301723,,
396f6c0_ec190fe_complex,459.86999999999995,1.2457701461809307,1.1140472236458778,,
396f6c0_ec190fe_ligand,455.1333333333334,0.4936879000399626,0.4750234283410036,,
932532b_ec190fe_complex,17.24,1.619496417660852,1.630389106061556,,
932532b_ec190fe_ligand,13.106666666666667,0.1989079046015313,0.2053366156763227,,
bc7848a_ec190fe_complex,150.15333333333334,0.9749523536485237,0.8823099678297099,,
bc7848a_ec190fe_ligand,147.48333333333335,0.2580174247234635,0.26386861485464613,,
2e7d67a_9e11dad_complex,187.85666666666668,14.092554966842272,7.613571702902498,,
2e7d67a_9e11dad_ligand,179.01666666666665,0.9865387882397767,0.9670822666157383,,
2e7d67a_dd057b1_complex,132.72333333333333,3.865205843404647,1.9845205887507789,,
2e7d67a_dd057b1_ligand,132.75666666666666,0.49692560760985427,0.5065108535220797,,
151d931_2e7d67a_complex,-52.38666666666666,0.41740984871968034,0.37193990077025946,,
151d931_2e7d67a_ligand,-51.163333333333334,0.7229608403675655,0.775951937406272,,
2e7d67a_a49ff60_complex,155.4933333333333,1.3719661277215358,1.3784910331542677,,
2e7d67a_a49ff60_ligand,155.98,0.2342386083281839,0.2373395115601048,,
9e11dad_dd057b1_complex,-43.846666666666664,7.066965004098711,4.112878656884936,,
9e11dad_dd057b1_ligand,-43.72,1.0483416567829087,1.1718526026888323,,
3a5ec71_9e11dad_complex,-156.08666666666667,7.015910323011356,5.3921863393890375,,
3a5ec71_9e11dad_ligand,-148.26999999999998,1.4715617483424757,1.5171673107902015,,
b2917d9_d363fad_complex,-178.42666666666665,2.0864546874293537,2.029230273260858,,
