,val,err_analyt,err_boot,framesA,framesB
161113a_18bf4d8_complex_3,54.22,1.23,1.2,80.0,80.0
161113a_18bf4d8_ligand_3,58.88,0.62,0.6,80.0,80.0
72c2cd4_c804203_complex_1,-266.87,1.39,0.99,80.0,80.0
72c2cd4_c804203_ligand_1,-262.24,1.75,1.43,80.0,80.0
72c2cd4_c804203_complex_2,-269.02,1.6,1.2,80.0,80.0
72c2cd4_c804203_ligand_2,-272.76,0.77,0.75,80.0,80.0
72c2cd4_c804203_complex_3,-271.36,0.93,1.11,80.0,80.0
72c2cd4_c804203_ligand_3,-267.82,2.52,1.32,80.0,80.0
72c2cd4_a500639_complex_1,-30.26,0.31,0.29,80.0,80.0
72c2cd4_a500639_ligand_1,-28.85,0.25,0.22,80.0,80.0
72c2cd4_a500639_complex_2,-28.96,0.36,0.39,80.0,80.0
72c2cd4_a500639_ligand_2,-28.75,0.23,0.22,80.0,80.0
72c2cd4_a500639_complex_3,-28.91,0.38,0.31,80.0,80.0
72c2cd4_a500639_ligand_3,-28.77,0.24,0.19,80.0,80.0
72c2cd4_daf354b_complex_1,73.2,1.7,1.78,80.0,80.0
72c2cd4_daf354b_ligand_1,68.65,0.49,0.59,80.0,80.0
72c2cd4_daf354b_complex_2,68.73,2.16,1.43,80.0,80.0
72c2cd4_daf354b_ligand_2,68.61,0.49,0.65,80.0,80.0
72c2cd4_daf354b_complex_3,69.14,1.29,1.01,80.0,80.0
72c2cd4_daf354b_ligand_3,69.68,0.47,0.51,80.0,80.0
384fdc8_76bf269_complex_1,-93.22,0.4,0.37,80.0,80.0
384fdc8_76bf269_ligand_1,-97.31,0.41,0.43,80.0,80.0
384fdc8_76bf269_complex_2,-98.73,0.69,0.45,80.0,80.0
384fdc8_76bf269_ligand_2,-96.37,0.35,0.32,80.0,80.0
384fdc8_76bf269_complex_3,-95.23,0.38,0.35,80.0,80.0
384fdc8_76bf269_ligand_3,-98.5,0.45,0.45,80.0,80.0
59b1e4b_76bf269_complex_1,-87.3,0.58,0.51,80.0,80.0
59b1e4b_76bf269_ligand_1,-84.12,0.29,0.24,80.0,80.0
59b1e4b_76bf269_complex_2,-88.41,0.51,0.48,80.0,80.0
59b1e4b_76bf269_ligand_2,-84.24,0.26,0.25,80.0,80.0
59b1e4b_76bf269_complex_3,-84.37,0.82,0.85,80.0,80.0
59b1e4b_76bf269_ligand_3,-84.2,0.32,0.36,80.0,80.0
5f80774_84482d0_complex_1,226.47,2.05,1.6,80.0,80.0
5f80774_84482d0_ligand_1,220.86,0.81,0.63,80.0,80.0
5f80774_84482d0_complex_2,229.38,1.62,1.35,80.0,80.0
5f80774_84482d0_ligand_2,222.08,0.78,1.07,80.0,80.0
5f80774_84482d0_complex_3,229.52,1.38,1.39,80.0,80.0
5f80774_84482d0_ligand_3,218.87,0.89,0.87,80.0,80.0
56d0bad_f268661_complex_1,-49.63,0.61,0.63,80.0,80.0
56d0bad_f268661_ligand_1,-50.99,0.35,0.4,80.0,80.0
56d0bad_f268661_complex_2,-52.65,0.6,0.57,80.0,80.0
56d0bad_f268661_ligand_2,-51.71,0.36,0.36,80.0,80.0
56d0bad_f268661_complex_3,-51.25,0.47,0.53,80.0,80.0
56d0bad_f268661_ligand_3,-51.26,0.37,0.32,80.0,80.0
56d0bad_f7adc8e_complex_1,-179.38,0.56,0.54,80.0,80.0
56d0bad_f7adc8e_ligand_1,-179.66,0.46,0.43,80.0,80.0
56d0bad_f7adc8e_complex_2,-180.8,0.59,0.64,80.0,80.0
56d0bad_f7adc8e_ligand_2,-179.24,0.52,0.48,80.0,80.0
56d0bad_f7adc8e_complex_3,-178.13,0.66,0.7,80.0,80.0
56d0bad_f7adc8e_ligand_3,-179.57,0.47,0.52,80.0,80.0
56d0bad_be092cb_complex_1,-84.45,0.44,0.5,80.0,80.0
56d0bad_be092cb_ligand_1,-85.62,0.37,0.34,80.0,80.0
56d0bad_be092cb_complex_2,-86.08,0.49,0.52,80.0,80.0
56d0bad_be092cb_ligand_2,-85.12,0.38,0.38,80.0,80.0
56d0bad_be092cb_complex_3,-84.76,0.55,0.57,80.0,80.0
56d0bad_be092cb_ligand_3,-84.18,0.34,0.35,80.0,80.0
f7bb716_fe2f25d_complex_1,-1.72,1.75,1.2,80.0,80.0
f7bb716_fe2f25d_ligand_1,-15.56,0.47,0.46,80.0,80.0
f7bb716_fe2f25d_complex_2,2.36,1.68,1.0,80.0,80.0
f7bb716_fe2f25d_ligand_2,-15.31,0.43,0.48,80.0,80.0
f7bb716_fe2f25d_complex_3,-4.81,1.19,0.87,80.0,80.0
f7bb716_fe2f25d_ligand_3,-15.62,0.48,0.46,80.0,80.0
a500639_f7bb716_complex_1,-129.96,0.55,0.59,80.0,80.0
a500639_f7bb716_ligand_1,-131.28,0.34,0.34,80.0,80.0
a500639_f7bb716_complex_2,-130.82,0.62,0.54,80.0,80.0
a500639_f7bb716_ligand_2,-131.65,0.33,0.32,80.0,80.0
a500639_f7bb716_complex_3,-128.76,0.5,0.56,80.0,80.0
a500639_f7bb716_ligand_3,-130.21,0.39,0.34,80.0,80.0
9352ea3_a500639_complex_1,12.15,0.82,0.6,80.0,80.0
9352ea3_a500639_ligand_1,7.02,0.62,0.59,80.0,80.0
9352ea3_a500639_complex_2,10.16,0.4,0.37,80.0,80.0
9352ea3_a500639_ligand_2,8.52,0.66,0.78,80.0,80.0
9352ea3_a500639_complex_3,9.74,0.87,0.84,80.0,24.0
9352ea3_a500639_ligand_3,7.84,0.63,0.73,80.0,80.0
357d2c4_c804203_complex_1,-85.28,1.29,1.1,80.0,80.0
357d2c4_c804203_ligand_1,-85.0,0.48,0.46,80.0,80.0
357d2c4_c804203_complex_2,-83.91,1.44,1.4,80.0,80.0
357d2c4_c804203_ligand_2,-85.3,0.51,0.61,80.0,80.0
357d2c4_c804203_complex_3,-85.77,0.97,1.05,80.0,80.0
357d2c4_c804203_ligand_3,-87.34,0.34,0.34,80.0,80.0
34ff3fd_f268661_complex_1,53.04,167.67,1.36,80.0,80.0
34ff3fd_f268661_ligand_1,81.94,1.19,0.98,80.0,80.0
34ff3fd_f268661_complex_2,74.57,141.28,2.83,80.0,80.0
34ff3fd_f268661_ligand_2,82.53,0.92,0.77,80.0,80.0
34ff3fd_f268661_complex_3,69.01,153.76,3.42,80.0,80.0
34ff3fd_f268661_ligand_3,83.46,0.88,0.87,80.0,80.0
34ff3fd_7b29e79_complex_1,173.86,2.63,2.75,80.0,80.0
34ff3fd_7b29e79_ligand_1,176.09,0.57,0.6,80.0,80.0
34ff3fd_7b29e79_complex_2,168.06,0.75,0.86,80.0,80.0
34ff3fd_7b29e79_ligand_2,177.14,0.53,0.58,80.0,80.0
34ff3fd_7b29e79_complex_3,169.62,1.02,1.21,80.0,80.0
34ff3fd_7b29e79_ligand_3,173.8,0.72,0.7,80.0,80.0
1e0ef00_34ff3fd_complex_1,-43.56,1.76,1.31,80.0,80.0
1e0ef00_34ff3fd_ligand_1,-41.42,0.98,0.55,80.0,80.0
1e0ef00_34ff3fd_complex_2,-43.33,2.94,1.04,80.0,80.0
1e0ef00_34ff3fd_ligand_2,-40.74,0.92,0.44,80.0,80.0
1e0ef00_34ff3fd_complex_3,-53.21,0.79,1.0,80.0,80.0
1e0ef00_34ff3fd_ligand_3,-40.84,1.02,0.36,80.0,80.0
0cd00d5_34ff3fd_complex_1,-84.83,1.84,1.34,80.0,80.0
0cd00d5_34ff3fd_ligand_1,-82.02,0.42,0.45,80.0,80.0
0cd00d5_34ff3fd_complex_2,-96.62,0.84,0.82,80.0,80.0
0cd00d5_34ff3fd_ligand_2,-82.01,0.36,0.35,80.0,80.0
0cd00d5_34ff3fd_complex_3,-91.79,1.53,0.89,80.0,80.0
0cd00d5_34ff3fd_ligand_3,-81.87,0.41,0.39,80.0,80.0
34ff3fd_dd52b02_complex_1,191.44,1.16,1.18,80.0,80.0
34ff3fd_dd52b02_ligand_1,187.83,1.58,1.09,80.0,80.0
34ff3fd_dd52b02_complex_2,192.43,0.76,0.69,80.0,80.0
34ff3fd_dd52b02_ligand_2,195.31,0.7,0.63,80.0,80.0
34ff3fd_dd52b02_complex_3,200.5,1.57,1.1,80.0,80.0
34ff3fd_dd52b02_ligand_3,195.8,0.63,0.61,80.0,80.0
34ff3fd_384fdc8_complex_1,245.4,0.88,1.07,80.0,80.0
34ff3fd_384fdc8_ligand_1,250.59,0.93,0.71,80.0,80.0
34ff3fd_384fdc8_complex_2,243.53,1.92,1.93,80.0,80.0
34ff3fd_384fdc8_ligand_2,254.05,0.6,0.63,80.0,80.0
34ff3fd_384fdc8_complex_3,254.99,1.04,1.16,80.0,80.0
34ff3fd_384fdc8_ligand_3,252.58,0.73,0.62,80.0,80.0
34ff3fd_dac4e5a_complex_1,244.37,1.59,1.25,80.0,80.0
34ff3fd_dac4e5a_ligand_1,255.37,0.36,0.35,80.0,80.0
34ff3fd_dac4e5a_complex_2,246.39,1.27,0.78,80.0,80.0
34ff3fd_dac4e5a_ligand_2,254.07,0.48,0.51,80.0,80.0
34ff3fd_dac4e5a_complex_3,244.66,0.87,0.9,80.0,80.0
34ff3fd_dac4e5a_ligand_3,253.55,0.61,0.71,80.0,80.0
5295938_7871a46_complex_1,-52.68,0.53,0.59,80.0,80.0
5295938_7871a46_ligand_1,-49.86,0.3,0.31,80.0,80.0
5295938_7871a46_complex_2,-56.0,0.56,0.61,80.0,80.0
5295938_7871a46_ligand_2,-50.12,0.3,0.31,80.0,80.0
5295938_7871a46_complex_3,-56.56,1.28,0.62,80.0,80.0
5295938_7871a46_ligand_3,-49.68,0.28,0.31,80.0,80.0
1e0ef00_5295938_complex_1,106.02,0.52,0.47,80.0,80.0
1e0ef00_5295938_ligand_1,107.32,0.36,0.36,80.0,80.0
1e0ef00_5295938_complex_2,106.18,0.52,0.39,80.0,80.0
1e0ef00_5295938_ligand_2,104.93,0.54,0.58,80.0,80.0
1e0ef00_5295938_complex_3,108.7,0.96,0.86,80.0,80.0
1e0ef00_5295938_ligand_3,107.81,0.31,0.37,80.0,80.0
1894d2d_74dff08_complex_1,83.73,6.13,2.34,80.0,80.0
1894d2d_74dff08_ligand_1,85.03,4.41,0.49,80.0,80.0
1894d2d_74dff08_complex_2,77.27,1.5,1.08,80.0,80.0
1894d2d_74dff08_ligand_2,85.6,3.53,0.96,80.0,80.0
1894d2d_74dff08_complex_3,89.62,3.44,0.83,80.0,80.0
1894d2d_74dff08_ligand_3,78.35,1.79,0.63,80.0,80.0
74dff08_d5921af_complex_1,15.35,2.98,1.28,80.0,80.0
74dff08_d5921af_ligand_1,24.19,1.38,0.66,80.0,80.0
74dff08_d5921af_complex_2,31.36,4.15,1.73,80.0,80.0
74dff08_d5921af_ligand_2,25.94,1.24,1.0,80.0,80.0
74dff08_d5921af_complex_3,16.87,3.08,1.06,80.0,80.0
74dff08_d5921af_ligand_3,25.21,1.63,1.16,80.0,80.0
1894d2d_978b75e_complex_1,11.73,1.89,0.99,80.0,80.0
1894d2d_978b75e_ligand_1,4.26,1.23,0.73,80.0,80.0
1894d2d_978b75e_complex_2,5.43,3.15,1.02,80.0,80.0
1894d2d_978b75e_ligand_2,3.93,1.4,0.94,80.0,80.0
1894d2d_978b75e_complex_3,7.88,4.85,1.29,80.0,80.0
1894d2d_978b75e_ligand_3,3.92,1.38,0.63,80.0,80.0
1894d2d_3df1621_complex_1,-694.53,0.72,0.89,80.0,80.0
1894d2d_3df1621_ligand_1,-681.68,0.5,0.65,80.0,80.0
1894d2d_3df1621_complex_2,-691.92,2.08,2.18,80.0,80.0
1894d2d_3df1621_ligand_2,-682.4,0.58,0.63,80.0,80.0
1894d2d_3df1621_complex_3,-695.35,0.79,1.17,80.0,80.0
1894d2d_3df1621_ligand_3,-680.7,0.49,0.75,80.0,80.0
5b53f67_84482d0_complex_1,128.01,2.23,1.72,80.0,80.0
5b53f67_84482d0_ligand_1,119.77,0.89,0.8,80.0,80.0
5b53f67_84482d0_complex_2,144.58,2.76,1.59,80.0,80.0
5b53f67_84482d0_ligand_2,122.68,0.71,0.64,80.0,80.0
5b53f67_84482d0_complex_3,135.57,2.49,0.65,80.0,80.0
5b53f67_84482d0_ligand_3,124.6,0.56,0.46,80.0,80.0
384fdc8_84482d0_complex_1,-21.67,2.23,1.76,80.0,80.0
384fdc8_84482d0_ligand_1,-12.77,0.38,0.37,80.0,80.0
384fdc8_84482d0_complex_2,-8.91,0.55,0.66,80.0,80.0
384fdc8_84482d0_ligand_2,-11.92,0.32,0.31,80.0,80.0
384fdc8_84482d0_complex_3,-5.61,0.73,0.73,80.0,80.0
384fdc8_84482d0_ligand_3,-12.4,0.3,0.3,80.0,80.0
357d2c4_84482d0_complex_1,219.18,1.99,1.83,80.0,80.0
357d2c4_84482d0_ligand_1,221.04,0.92,0.87,80.0,80.0
357d2c4_84482d0_complex_2,230.4,2.0,1.0,80.0,80.0
357d2c4_84482d0_ligand_2,215.32,1.74,0.71,80.0,80.0
357d2c4_84482d0_complex_3,212.16,2.29,2.05,80.0,80.0
357d2c4_84482d0_ligand_3,218.84,0.99,0.91,80.0,80.0
d2c5ae3_fadb8a6_complex_1,-80.58,2.44,0.78,80.0,80.0
d2c5ae3_fadb8a6_ligand_1,-67.66,0.57,0.62,80.0,80.0
d2c5ae3_fadb8a6_complex_2,-73.32,1.38,0.86,80.0,80.0
d2c5ae3_fadb8a6_ligand_2,-66.71,0.57,0.52,80.0,80.0
d2c5ae3_fadb8a6_complex_3,-77.08,2.04,0.73,80.0,80.0
d2c5ae3_fadb8a6_ligand_3,-67.48,0.54,0.55,80.0,80.0
357d2c4_d2c5ae3_complex_1,151.24,0.89,0.67,80.0,80.0
357d2c4_d2c5ae3_ligand_1,151.58,0.34,0.4,80.0,80.0
357d2c4_d2c5ae3_complex_2,146.62,0.86,0.84,80.0,80.0
357d2c4_d2c5ae3_ligand_2,150.56,0.33,0.31,80.0,80.0
357d2c4_d2c5ae3_complex_3,151.32,0.58,0.59,80.0,80.0
357d2c4_d2c5ae3_ligand_3,150.46,0.32,0.31,80.0,80.0
d2c5ae3_dac4e5a_complex_1,79.96,0.8,0.72,80.0,80.0
d2c5ae3_dac4e5a_ligand_1,84.93,0.44,0.43,80.0,80.0
d2c5ae3_dac4e5a_complex_2,87.33,4.02,0.66,80.0,80.0
d2c5ae3_dac4e5a_ligand_2,85.52,0.39,0.37,80.0,80.0
d2c5ae3_dac4e5a_complex_3,76.68,1.32,0.97,80.0,80.0
d2c5ae3_dac4e5a_ligand_3,85.23,0.41,0.47,80.0,80.0
d2c5ae3_fe2f25d_complex_1,-130.46,0.85,1.09,80.0,80.0
d2c5ae3_fe2f25d_ligand_1,-144.51,0.43,0.41,80.0,80.0
d2c5ae3_fe2f25d_complex_2,-130.7,1.58,1.02,80.0,80.0
d2c5ae3_fe2f25d_ligand_2,-144.79,0.45,0.5,80.0,80.0
d2c5ae3_fe2f25d_complex_3,-130.04,2.08,1.57,80.0,80.0
d2c5ae3_fe2f25d_ligand_3,-144.26,0.4,0.46,80.0,80.0
d5921af_f268661_complex_1,17.59,0.53,0.43,80.0,80.0
d5921af_f268661_ligand_1,20.12,0.4,0.45,80.0,80.0
d5921af_f268661_complex_2,19.41,0.46,0.44,80.0,80.0
d5921af_f268661_ligand_2,19.75,0.39,0.44,80.0,80.0
d5921af_f268661_complex_3,19.22,0.68,0.63,80.0,80.0
d5921af_f268661_ligand_3,20.02,0.32,0.28,80.0,80.0
7871a46_aa8f359_complex_1,-175.43,1.46,1.13,80.0,80.0
7871a46_aa8f359_ligand_1,-174.24,0.55,0.72,80.0,80.0
7871a46_aa8f359_complex_2,-168.27,0.94,1.23,80.0,80.0
7871a46_aa8f359_ligand_2,-176.07,0.51,0.46,80.0,80.0
7871a46_aa8f359_complex_3,-174.69,1.33,1.19,80.0,80.0
7871a46_aa8f359_ligand_3,-175.73,0.51,0.58,80.0,80.0
2de79b1_7871a46_complex_1,-115.21,0.98,0.91,80.0,80.0
2de79b1_7871a46_ligand_1,-124.15,0.91,0.58,80.0,80.0
2de79b1_7871a46_complex_2,-120.51,1.15,1.09,80.0,80.0
2de79b1_7871a46_ligand_2,-116.95,0.66,0.55,80.0,80.0
2de79b1_7871a46_complex_3,-120.53,3.68,0.85,80.0,80.0
2de79b1_7871a46_ligand_3,-119.71,0.42,0.46,80.0,80.0
7871a46_a500639_complex_1,31.65,0.75,0.57,80.0,80.0
7871a46_a500639_ligand_1,30.89,0.25,0.22,80.0,80.0
7871a46_a500639_complex_2,34.01,0.3,0.36,80.0,80.0
7871a46_a500639_ligand_2,31.0,0.28,0.25,80.0,80.0
7871a46_a500639_complex_3,32.92,0.37,0.38,80.0,80.0
7871a46_a500639_ligand_3,31.85,0.26,0.28,80.0,80.0
7871a46_a3705ce_complex_1,-534.34,2.67,1.01,80.0,80.0
7871a46_a3705ce_ligand_1,-539.08,0.76,0.75,80.0,80.0
7871a46_a3705ce_complex_2,-539.01,0.83,0.87,80.0,80.0
7871a46_a3705ce_ligand_2,-535.95,0.5,0.63,80.0,80.0
7871a46_a3705ce_complex_3,-535.27,3.07,3.81,80.0,80.0
7871a46_a3705ce_ligand_3,-527.36,0.56,0.54,80.0,80.0
5b53f67_a500639_complex_1,60.91,0.44,0.44,80.0,80.0
5b53f67_a500639_ligand_1,56.37,0.28,0.29,80.0,80.0
5b53f67_a500639_complex_2,62.85,0.47,0.54,80.0,80.0
5b53f67_a500639_ligand_2,56.29,0.3,0.28,80.0,80.0
5b53f67_a500639_complex_3,58.99,0.36,0.51,80.0,80.0
5b53f67_a500639_ligand_3,56.47,0.29,0.26,80.0,80.0
a500639_aa8f359_complex_1,-204.18,0.6,0.61,80.0,80.0
a500639_aa8f359_ligand_1,-203.9,0.37,0.42,80.0,80.0
a500639_aa8f359_complex_2,-204.67,0.9,0.84,80.0,80.0
a500639_aa8f359_ligand_2,-204.04,0.35,0.38,80.0,80.0
a500639_aa8f359_complex_3,-204.6,0.62,0.44,80.0,80.0
a500639_aa8f359_ligand_3,-204.13,0.41,0.41,80.0,80.0
7b29e79_dd52b02_complex_1,33.92,0.61,0.49,80.0,80.0
7b29e79_dd52b02_ligand_1,27.43,0.28,0.3,80.0,80.0
7b29e79_dd52b02_complex_2,35.78,0.49,0.52,80.0,80.0
7b29e79_dd52b02_ligand_2,28.56,0.25,0.25,80.0,80.0
7b29e79_dd52b02_complex_3,35.96,0.53,0.51,80.0,80.0
7b29e79_dd52b02_ligand_3,27.62,0.28,0.31,80.0,80.0
384fdc8_7b29e79_complex_1,-88.57,0.34,0.29,80.0,80.0
384fdc8_7b29e79_ligand_1,-86.03,0.23,0.23,80.0,80.0
384fdc8_7b29e79_complex_2,-87.74,0.26,0.31,80.0,80.0
384fdc8_7b29e79_ligand_2,-86.05,0.24,0.23,80.0,80.0
384fdc8_7b29e79_complex_3,-87.75,0.28,0.29,80.0,80.0
384fdc8_7b29e79_ligand_3,-85.66,0.23,0.23,80.0,80.0
0cd00d5_fadb8a6_complex_1,3.72,64.22,2.49,80.0,80.0
0cd00d5_fadb8a6_ligand_1,17.8,1.56,0.99,80.0,80.0
0cd00d5_fadb8a6_complex_2,7.1,97.24,1.99,80.0,80.0
0cd00d5_fadb8a6_ligand_2,20.71,1.79,1.35,80.0,80.0
0cd00d5_fadb8a6_complex_3,-4.4,37.81,1.95,80.0,80.0
0cd00d5_fadb8a6_ligand_3,18.15,1.8,1.74,80.0,80.0
357d2c4_dd52b02_complex_1,175.43,2.04,1.46,80.0,80.0
357d2c4_dd52b02_ligand_1,174.93,0.62,0.66,80.0,80.0
357d2c4_dd52b02_complex_2,179.66,1.76,1.38,80.0,80.0
357d2c4_dd52b02_ligand_2,176.46,0.62,0.61,80.0,80.0
357d2c4_dd52b02_complex_3,174.66,0.97,0.9,80.0,80.0
357d2c4_dd52b02_ligand_3,177.16,0.58,0.55,80.0,80.0
59b1e4b_dd52b02_complex_1,-36.86,1.1,0.83,80.0,80.0
59b1e4b_dd52b02_ligand_1,-44.72,0.37,0.31,80.0,80.0
59b1e4b_dd52b02_complex_2,-40.1,1.75,0.78,80.0,80.0
59b1e4b_dd52b02_ligand_2,-44.36,0.43,0.49,80.0,80.0
59b1e4b_dd52b02_complex_3,-37.19,0.85,1.08,80.0,80.0
59b1e4b_dd52b02_ligand_3,-44.33,0.39,0.45,80.0,80.0
18bf4d8_dd52b02_complex_1,-68.0,1.28,1.2,80.0,80.0
18bf4d8_dd52b02_ligand_1,-74.25,0.66,0.58,80.0,80.0
18bf4d8_dd52b02_complex_2,-70.4,1.5,1.63,80.0,80.0
18bf4d8_dd52b02_ligand_2,-74.1,0.78,0.93,80.0,80.0
18bf4d8_dd52b02_complex_3,-71.23,2.27,2.75,80.0,80.0
18bf4d8_dd52b02_ligand_3,-74.64,0.69,0.68,80.0,80.0
72eb1aa_dd52b02_complex_1,-125.34,1.72,1.34,80.0,80.0
72eb1aa_dd52b02_ligand_1,-124.78,0.77,0.87,80.0,80.0
72eb1aa_dd52b02_complex_2,-120.66,1.36,1.58,80.0,80.0
72eb1aa_dd52b02_ligand_2,-128.74,0.52,0.64,80.0,80.0
72eb1aa_dd52b02_complex_3,-125.34,0.81,0.78,80.0,80.0
72eb1aa_dd52b02_ligand_3,-128.32,0.59,0.63,80.0,80.0
29c36fb_dd52b02_complex_1,-35.46,1.16,1.11,80.0,80.0
29c36fb_dd52b02_ligand_1,-35.9,1.06,0.97,80.0,80.0
29c36fb_dd52b02_complex_2,-36.37,1.35,1.32,80.0,80.0
29c36fb_dd52b02_ligand_2,-39.48,0.64,0.65,80.0,80.0
29c36fb_dd52b02_complex_3,-33.09,1.37,1.32,80.0,80.0
29c36fb_dd52b02_ligand_3,-35.5,1.02,1.17,80.0,80.0
978b75e_d5921af_complex_1,94.43,2.13,0.83,80.0,80.0
978b75e_d5921af_ligand_1,106.47,0.49,0.47,80.0,80.0
978b75e_d5921af_complex_2,104.97,0.78,0.64,80.0,80.0
978b75e_d5921af_ligand_2,98.8,1.19,0.55,80.0,80.0
978b75e_d5921af_complex_3,104.68,0.65,0.72,80.0,80.0
978b75e_d5921af_ligand_3,100.0,1.25,0.62,80.0,80.0
978b75e_d18e974_complex_1,79.4,49.95,1.65,80.0,80.0
978b75e_d18e974_ligand_1,63.74,0.65,0.6,80.0,80.0
978b75e_d18e974_complex_2,75.47,34.96,2.62,80.0,80.0
978b75e_d18e974_ligand_2,50.29,0.96,0.96,80.0,80.0
978b75e_d18e974_complex_3,75.32,13.93,1.98,80.0,80.0
978b75e_d18e974_ligand_3,54.32,1.42,0.75,80.0,80.0
be092cb_d5921af_complex_1,8.46,0.4,0.43,80.0,80.0
be092cb_d5921af_ligand_1,9.11,0.32,0.32,80.0,80.0
be092cb_d5921af_complex_2,8.86,0.49,0.45,80.0,80.0
be092cb_d5921af_ligand_2,8.78,0.35,0.37,80.0,80.0
be092cb_d5921af_complex_3,10.34,0.54,0.57,80.0,80.0
be092cb_d5921af_ligand_3,9.41,0.35,0.4,80.0,80.0
a500639_f7adc8e_complex_1,-244.23,9.14,1.16,80.0,80.0
a500639_f7adc8e_ligand_1,-232.76,1.15,0.8,80.0,80.0
a500639_f7adc8e_complex_2,-234.54,2.28,1.57,80.0,80.0
a500639_f7adc8e_ligand_2,-231.49,1.08,0.77,80.0,80.0
a500639_f7adc8e_complex_3,-251.11,6.67,1.3,80.0,80.0
a500639_f7adc8e_ligand_3,-232.42,0.91,0.86,80.0,80.0
384fdc8_be092cb_complex_1,-174.17,2.02,2.45,80.0,80.0
384fdc8_be092cb_ligand_1,-178.02,1.16,1.09,80.0,80.0
384fdc8_be092cb_complex_2,-182.96,3.38,1.76,80.0,80.0
384fdc8_be092cb_ligand_2,-180.56,1.1,1.12,80.0,80.0
384fdc8_be092cb_complex_3,-184.74,3.43,1.4,80.0,80.0
