,val,err_analyt,err_boot,framesA,framesB
38c8fbf_e8ba317_complex_1,125.36,3.16,4.65,75.0,79.0
38c8fbf_e8ba317_ligand_2,137.54,1.07,0.81,78.0,80.0
38c8fbf_e8ba317_complex_2,121.39,2.52,2.15,78.0,80.0
38c8fbf_e8ba317_ligand_3,138.09,1.19,1.2,79.0,79.0
38c8fbf_e8ba317_complex_3,132.44,1.12,1.06,77.0,80.0
a66e2ba_e8ba317_ligand_1,-101.17,1.42,1.79,80.0,80.0
a66e2ba_e8ba317_complex_1,-105.4,3.14,1.4,80.0,80.0
a66e2ba_e8ba317_ligand_2,-97.83,1.36,1.35,80.0,80.0
a66e2ba_e8ba317_complex_2,-106.43,6.68,2.0,80.0,80.0
a66e2ba_e8ba317_ligand_3,-98.56,1.1,1.31,80.0,80.0
a66e2ba_e8ba317_complex_3,-109.05,2.46,1.85,80.0,80.0
38c8fbf_b3bcd3f_ligand_1,221.52,0.93,0.91,80.0,80.0
38c8fbf_b3bcd3f_complex_1,216.07,0.97,0.55,80.0,79.0
38c8fbf_b3bcd3f_ligand_2,222.97,0.85,0.76,80.0,80.0
38c8fbf_b3bcd3f_complex_2,218.27,0.85,0.93,80.0,80.0
38c8fbf_b3bcd3f_ligand_3,220.47,1.08,0.82,80.0,80.0
38c8fbf_b3bcd3f_complex_3,216.34,0.95,0.86,80.0,80.0
b3bcd3f_c964e05_ligand_1,35.43,0.65,0.6,80.0,80.0
b3bcd3f_c964e05_complex_1,33.42,1.15,1.14,80.0,80.0
b3bcd3f_c964e05_ligand_2,36.15,0.81,0.96,80.0,80.0
b3bcd3f_c964e05_complex_2,28.97,1.18,1.19,80.0,80.0
b3bcd3f_c964e05_ligand_3,37.1,0.71,0.86,80.0,80.0
b3bcd3f_c964e05_complex_3,32.85,1.14,0.79,80.0,80.0
39ca6aa_b3bcd3f_ligand_1,391.81,1.66,2.31,80.0,80.0
39ca6aa_b3bcd3f_complex_1,383.72,4.37,2.83,80.0,80.0
39ca6aa_b3bcd3f_ligand_2,386.93,4.29,2.03,80.0,80.0
39ca6aa_b3bcd3f_complex_2,380.35,4.18,2.52,80.0,80.0
39ca6aa_b3bcd3f_ligand_3,391.41,1.88,1.9,80.0,80.0
39ca6aa_b3bcd3f_complex_3,364.59,25.79,2.77,80.0,80.0
de3b443_f1ee6df_ligand_1,25.97,0.66,0.61,80.0,80.0
de3b443_f1ee6df_complex_1,24.11,2.8,0.75,80.0,80.0
de3b443_f1ee6df_ligand_2,24.91,0.64,0.51,80.0,80.0
de3b443_f1ee6df_complex_2,22.84,14.53,1.46,80.0,80.0
de3b443_f1ee6df_ligand_3,24.94,0.62,0.62,80.0,80.0
de3b443_f1ee6df_complex_3,12.6,5.22,2.34,80.0,80.0
235bba4_a66e2ba_ligand_1,65.02,0.69,0.61,80.0,80.0
235bba4_a66e2ba_complex_1,60.71,0.88,0.83,80.0,80.0
235bba4_a66e2ba_ligand_2,67.88,0.69,0.7,80.0,80.0
235bba4_a66e2ba_complex_2,61.61,0.69,0.63,80.0,80.0
235bba4_a66e2ba_ligand_3,65.56,0.75,0.8,80.0,80.0
235bba4_a66e2ba_complex_3,62.71,0.61,0.47,80.0,80.0
a66e2ba_b3bcd3f_ligand_1,-19.92,0.6,0.55,80.0,80.0
a66e2ba_b3bcd3f_complex_1,-18.35,0.72,0.8,80.0,80.0
a66e2ba_b3bcd3f_ligand_2,-18.35,0.68,0.66,80.0,80.0
a66e2ba_b3bcd3f_complex_2,-19.34,0.78,0.75,80.0,80.0
a66e2ba_b3bcd3f_ligand_3,-16.58,0.59,0.63,80.0,80.0
a66e2ba_b3bcd3f_complex_3,-18.41,0.98,0.88,79.0,80.0
0ed8de8_6ba0f73_ligand,-68.02,0.8602766154309216,0.7325788276438079,,
0ed8de8_6ba0f73_complex,-69.24333333333334,1.28709562329267,1.2375838619835184,,
0ed8de8_c2be211_ligand,27.570000000000004,1.918564912135629,1.6687814762849054,,
0ed8de8_c2be211_complex,23.576666666666668,1.2397751995623212,1.265706972361518,,
0ed8de8_c393e3b_ligand,-134.47333333333333,1.1051840983441945,1.0196138256298974,,
0ed8de8_c393e3b_complex,-135.99,2.6975343479753824,2.435213710738887,,
0ed8de8_de3b443_ligand,-448.07,1.500225443320348,1.457988579851455,,
0ed8de8_de3b443_complex,-451.12000000000006,2.6852551809541647,2.390449298349396,,
3ec440a_a367385_ligand,-521.7566666666667,0.9058858121836244,0.7905283047231707,,
3ec440a_a367385_complex,-522.8233333333333,1.021461457481949,1.0053214095452343,,
04fe595_3ec440a_ligand,78.49333333333334,0.5458175076446852,0.5395458116903574,,
04fe595_3ec440a_complex,76.85666666666667,1.0095123204147647,0.9935515827433267,,
04fe595_a367385_ligand,-443.18333333333334,1.2849884127818931,1.3091671404966934,,
04fe595_a367385_complex,-446.2033333333333,1.5012985141735187,1.474121946315945,,
a367385_b3bcd3f_ligand,437.50333333333333,1.2039160901438273,1.1580218467245802,,
a367385_b3bcd3f_complex,442.0833333333333,2.201147702643501,1.9575306335842713,,
6fe2d9e_927ccc4_ligand,-168.9,1.1311095209891604,1.1537515690154259,,
6fe2d9e_927ccc4_complex,-172.32666666666668,1.3117839736107777,1.2578223724378332,,
927ccc4_b3bcd3f_ligand,338.1366666666667,1.3434544535192812,0.7592422890683764,,
927ccc4_b3bcd3f_complex,338.24,2.7047683253201957,2.6443219631739323,,
6ba0f73_b3bcd3f_ligand,60.82333333333333,0.6427245862183395,0.5849012576755971,,
6ba0f73_b3bcd3f_complex,59.94,1.0383768867287855,0.972236782306083,,
73b9800_7d66997_ligand,302.6566666666667,0.6111441701303489,0.5188851504227737,,
73b9800_7d66997_complex,293.8333333333333,2.4270540057284005,2.0647126009401746,,
73b9800_de3b443_ligand,256.2366666666666,0.831186537269061,0.7489366838910599,,
73b9800_de3b443_complex,244.66333333333333,1.4494287741781668,1.4943988397562866,,
6fe2d9e_7d66997_ligand,-214.52333333333334,0.6940819566759695,0.7492611595825825,,
6fe2d9e_7d66997_complex,-222.06333333333336,34.26739070772418,6.333972283015049,,
6fe2d9e_f1ee6df_ligand,-285.05333333333334,1.0881130973143842,0.9301728555020801,,
6fe2d9e_f1ee6df_complex,-289.4833333333333,48.63564648682611,3.9052135900695863,,
4b46bf2_c393e3b_ligand,-142.85666666666668,0.409417462378279,0.42062654621042783,,
4b46bf2_c393e3b_complex,-143.71666666666667,0.8894649902347325,0.8630322903389078,,
04fe595_4b46bf2_ligand,-5.436666666666667,0.3518975868854616,0.35887273480585924,,
04fe595_4b46bf2_complex,-5.206666666666667,0.33366926810950126,0.341579971948421,,
4b46bf2_de3b443_ligand,-453.69,1.3911050321498408,1.288922497123959,,
4b46bf2_de3b443_complex,-476.67666666666673,315.1464270443765,4.015685600197643,,
8c54db8_c393e3b_ligand,-209.3033333333333,0.6488952190872159,0.51953055054598,,
8c54db8_c393e3b_complex,-206.9,0.7175007189335842,0.715395429340074,,
8c54db8_c964e05_ligand,-46.406666666666666,0.3870102964433928,0.37127326014532225,,
8c54db8_c964e05_complex,-47.82666666666666,0.6416589625801087,0.6348262353745109,,
39ca6aa_8c54db8_ligand,472.5466666666666,1.4187353797414863,1.1063672976734107,,
39ca6aa_8c54db8_complex,466.2833333333333,12.077279873477405,2.110956064235975,,
235bba4_8c54db8_ligand,129.76333333333332,0.5853569795107733,0.5726709708989198,,
235bba4_8c54db8_complex,128.94,1.7691178275385722,1.7602321316646277,,
8c54db8_b3bcd3f_ligand,-82.50666666666666,0.43609339204134806,0.4270209380997713,,
8c54db8_b3bcd3f_complex,-82.57333333333334,0.4344491527772557,0.42949624914534457,,
7d66997_b3bcd3f_ligand,389.6766666666667,1.1800367715547029,0.779260900485739,,
7d66997_b3bcd3f_complex,390.5666666666666,4.063152149793347,3.931321578412969,,
38c8fbf_e8ba317_ligand,137.97,0.7021754293345455,0.6268452231045447,,
38c8fbf_e8ba317_complex,126.39666666666666,2.993210811819129,3.1583022256571796,,
a66e2ba_e8ba317_ligand,-99.18666666666667,1.1080479794470177,1.2134403676317036,,
a66e2ba_e8ba317_complex,-106.96,2.739314413094757,1.3527436212820456,,
38c8fbf_b3bcd3f_ligand,221.65333333333334,0.815437385113775,0.7543386843950707,,
38c8fbf_b3bcd3f_complex,216.89333333333335,0.7672400769461721,0.7170828855042914,,
b3bcd3f_c964e05_ligand,36.22666666666667,0.5704233058248828,0.6221157062966269,,
b3bcd3f_c964e05_complex,31.74666666666667,1.3335452593257666,1.2877291737052796,,
39ca6aa_b3bcd3f_ligand,390.05,2.1190485745747596,1.7522710131327053,,
39ca6aa_b3bcd3f_complex,376.22,10.516765668096646,5.073292377363279,,
de3b443_f1ee6df_ligand,25.27333333333333,0.46585662147189033,0.4402294634441538,,
de3b443_f1ee6df_complex,19.85,6.008477255794698,3.0668255918421465,,
235bba4_a66e2ba_ligand,66.15333333333332,0.8429755466530605,0.8193408061173936,,
235bba4_a66e2ba_complex,61.67666666666667,0.628514103966026,0.6032504292999294,,
a66e2ba_b3bcd3f_ligand,-18.283333333333335,0.8534852751987321,0.8599134739827329,,
a66e2ba_b3bcd3f_complex,-18.7,0.5509958709034157,0.5391004250781596,,
