,val,err_analyt,err_boot,framesA,framesB
2e7d67a_9e11dad_complex_2,231.71,46.74,1.96,79.0,79.0
2e7d67a_9e11dad_ligand_2,228.41,1.73,0.95,79.0,79.0
2e7d67a_9e11dad_complex_3,238.16,10.29,1.87,79.0,79.0
2e7d67a_9e11dad_ligand_3,226.59,1.02,0.97,79.0,79.0
2e7d67a_dd057b1_complex_1,161.95,1.51,1.24,79.0,79.0
2e7d67a_dd057b1_ligand_1,172.33,0.77,0.7,79.0,79.0
2e7d67a_dd057b1_complex_2,170.75,1.24,1.18,79.0,79.0
2e7d67a_dd057b1_ligand_2,173.99,0.77,0.61,79.0,79.0
2e7d67a_dd057b1_complex_3,169.69,1.67,1.06,79.0,79.0
2e7d67a_dd057b1_ligand_3,173.3,0.75,0.54,79.0,79.0
151d931_2e7d67a_complex_1,-53.66,0.59,0.52,79.0,79.0
151d931_2e7d67a_ligand_1,-57.43,0.27,0.25,79.0,79.0
151d931_2e7d67a_complex_2,-51.73,0.39,0.38,79.0,79.0
151d931_2e7d67a_ligand_2,-57.6,0.27,0.26,79.0,79.0
151d931_2e7d67a_complex_3,-52.53,0.47,0.49,79.0,79.0
151d931_2e7d67a_ligand_3,-57.58,0.25,0.27,79.0,79.0
2e7d67a_a49ff60_complex_1,159.67,1.06,0.69,79.0,79.0
2e7d67a_a49ff60_ligand_1,153.3,0.37,0.35,79.0,79.0
2e7d67a_a49ff60_complex_2,154.9,0.52,0.51,79.0,79.0
2e7d67a_a49ff60_ligand_2,153.43,0.35,0.36,79.0,79.0
2e7d67a_a49ff60_complex_3,162.27,0.9,0.81,79.0,79.0
2e7d67a_a49ff60_ligand_3,154.07,0.34,0.27,79.0,79.0
9e11dad_dd057b1_complex_1,-53.75,6.38,1.66,79.0,79.0
9e11dad_dd057b1_ligand_1,-60.8,1.13,1.58,79.0,79.0
9e11dad_dd057b1_complex_2,-45.54,94.5,1.94,79.0,79.0
9e11dad_dd057b1_ligand_2,-57.67,1.51,1.78,79.0,79.0
9e11dad_dd057b1_complex_3,-49.72,2.4,2.86,79.0,79.0
9e11dad_dd057b1_ligand_3,-55.97,1.92,0.8,79.0,79.0
3a5ec71_9e11dad_complex_1,-120.13,2.07,1.49,79.0,79.0
3a5ec71_9e11dad_ligand_1,-117.03,1.9,2.0,79.0,79.0
3a5ec71_9e11dad_complex_2,-116.61,2.77,1.46,79.0,79.0
3a5ec71_9e11dad_ligand_2,-116.47,1.55,1.68,79.0,79.0
3a5ec71_9e11dad_complex_3,-123.7,5.12,2.73,79.0,79.0
3a5ec71_9e11dad_ligand_3,-116.1,1.58,1.18,79.0,79.0
b2917d9_d363fad_complex_1,-235.12,0.61,0.61,79.0,79.0
b2917d9_d363fad_ligand_1,-243.78,0.71,0.51,79.0,79.0
b2917d9_d363fad_complex_2,-228.68,0.96,0.82,79.0,79.0
b2917d9_d363fad_ligand_2,-242.56,1.12,0.75,79.0,79.0
b2917d9_d363fad_complex_3,-232.4,0.8,0.72,79.0,79.0
b2917d9_d363fad_ligand_3,-242.61,1.04,0.82,79.0,79.0
151d931_b2917d9_complex_1,117.75,5.02,1.16,79.0,79.0
151d931_b2917d9_ligand_1,114.38,0.53,0.46,79.0,79.0
151d931_b2917d9_complex_2,111.68,0.98,1.33,79.0,79.0
151d931_b2917d9_ligand_2,117.44,0.49,0.5,79.0,79.0
151d931_b2917d9_complex_3,119.45,0.92,0.9,79.0,79.0
151d931_b2917d9_ligand_3,116.98,0.82,0.63,79.0,79.0
0551d34_b2917d9_complex_1,33.39,0.69,0.89,79.0,79.0
0551d34_b2917d9_ligand_1,23.11,0.98,0.97,79.0,79.0
0551d34_b2917d9_complex_2,26.33,0.97,0.81,79.0,79.0
0551d34_b2917d9_ligand_2,21.83,1.05,1.06,79.0,79.0
0551d34_b2917d9_complex_3,34.18,0.41,0.55,79.0,79.0
0551d34_b2917d9_ligand_3,26.25,1.39,1.12,79.0,79.0
3cb0917_d363fad_complex_1,284.12,4.41,2.28,79.0,79.0
3cb0917_d363fad_ligand_1,303.53,2.7,1.64,79.0,79.0
3cb0917_d363fad_complex_2,303.44,1.58,1.85,79.0,79.0
3cb0917_d363fad_ligand_2,305.18,2.23,1.54,79.0,79.0
3cb0917_d363fad_complex_3,304.9,10.82,1.6,79.0,79.0
3cb0917_d363fad_ligand_3,302.82,2.29,1.14,79.0,79.0
d363fad_e996a33_complex_1,-86.87,3.74,2.04,79.0,79.0
d363fad_e996a33_ligand_1,-72.89,1.68,1.23,79.0,79.0
d363fad_e996a33_complex_2,-81.2,2.4,2.12,79.0,79.0
d363fad_e996a33_ligand_2,-76.91,0.81,0.62,79.0,79.0
d363fad_e996a33_complex_3,-87.99,2.49,1.84,79.0,79.0
d363fad_e996a33_ligand_3,-81.95,0.49,0.63,79.0,79.0
40f93bc_b6facb2_complex_1,-68.17,2.96,1.7,79.0,79.0
40f93bc_b6facb2_ligand_1,-67.89,1.06,0.91,79.0,79.0
40f93bc_b6facb2_complex_2,-62.44,2.91,3.44,79.0,79.0
40f93bc_b6facb2_ligand_2,-65.41,1.14,1.36,79.0,79.0
40f93bc_b6facb2_complex_3,-63.25,1.62,2.39,79.0,79.0
40f93bc_b6facb2_ligand_3,-66.97,1.32,0.81,79.0,79.0
0681973_b6facb2_complex_1,-279.72,2.57,2.81,79.0,79.0
0681973_b6facb2_ligand_1,-277.97,0.61,0.59,79.0,79.0
0681973_b6facb2_complex_2,-279.19,3.36,3.52,79.0,79.0
0681973_b6facb2_ligand_2,-277.0,0.54,0.43,79.0,79.0
0681973_b6facb2_complex_3,-278.77,2.97,1.07,79.0,79.0
0681973_b6facb2_ligand_3,-277.02,0.49,0.48,79.0,79.0
0681973_dd057b1_complex_1,-64.22,3.52,3.75,79.0,79.0
0681973_dd057b1_ligand_1,-56.85,1.26,0.92,79.0,79.0
0681973_dd057b1_complex_2,-59.6,1.84,3.36,79.0,79.0
0681973_dd057b1_ligand_2,-53.22,0.75,0.98,79.0,79.0
0681973_dd057b1_complex_3,-56.75,10.66,2.03,79.0,79.0
0681973_dd057b1_ligand_3,-52.33,0.79,0.71,79.0,79.0
bc7848a_dd057b1_complex_1,145.6,6.21,1.67,79.0,79.0
bc7848a_dd057b1_ligand_1,153.35,0.71,0.65,79.0,79.0
bc7848a_dd057b1_complex_2,151.2,2.39,0.88,79.0,79.0
bc7848a_dd057b1_ligand_2,153.59,0.82,0.88,79.0,79.0
bc7848a_dd057b1_complex_3,142.13,2.92,2.54,79.0,79.0
bc7848a_dd057b1_ligand_3,152.28,0.77,0.7,79.0,79.0
151d931_f895b60_complex_1,27.69,1.26,0.79,79.0,79.0
151d931_f895b60_ligand_1,22.46,0.63,0.69,79.0,79.0
151d931_f895b60_complex_2,14.85,21.59,2.24,79.0,79.0
151d931_f895b60_ligand_2,22.17,0.6,0.63,79.0,79.0
151d931_f895b60_complex_3,12.96,1.95,2.13,79.0,79.0
151d931_f895b60_ligand_3,21.75,0.53,0.55,79.0,79.0
c10fa56_f895b60_complex_1,-55.63,19.06,4.86,79.0,79.0
c10fa56_f895b60_ligand_1,-70.94,1.73,1.38,79.0,79.0
c10fa56_f895b60_complex_2,-60.89,483.94,1.01,79.0,79.0
c10fa56_f895b60_ligand_2,-73.71,1.34,1.68,79.0,79.0
c10fa56_f895b60_complex_3,-73.06,14.55,3.59,79.0,79.0
c10fa56_f895b60_ligand_3,-73.88,1.59,1.12,79.0,79.0
9972075_f895b60_complex_1,9.97,2.37,2.67,79.0,79.0
9972075_f895b60_ligand_1,-3.43,0.88,0.87,79.0,79.0
9972075_f895b60_complex_2,6.83,1.96,2.06,79.0,79.0
9972075_f895b60_ligand_2,-3.79,1.1,1.3,79.0,79.0
9972075_f895b60_complex_3,9.65,2.94,2.28,79.0,79.0
9972075_f895b60_ligand_3,-3.4,1.5,1.02,79.0,79.0
06c56c5_151d931_complex_1,-130.82,0.53,0.5,79.0,79.0
06c56c5_151d931_ligand_1,-135.3,0.31,0.34,79.0,79.0
06c56c5_151d931_complex_2,-131.54,0.56,0.48,79.0,79.0
06c56c5_151d931_ligand_2,-134.8,0.32,0.3,79.0,79.0
06c56c5_151d931_complex_3,-133.69,0.45,0.41,79.0,79.0
06c56c5_151d931_ligand_3,-135.45,0.32,0.35,79.0,79.0
bc7848a_e996a33_complex_1,-173.51,11.96,1.2,79.0,79.0
bc7848a_e996a33_ligand_1,-183.91,0.83,0.55,79.0,79.0
bc7848a_e996a33_complex_2,-178.31,2.9,1.8,79.0,79.0
bc7848a_e996a33_ligand_2,-173.51,1.78,0.69,79.0,79.0
bc7848a_e996a33_complex_3,-173.05,11.49,2.61,79.0,79.0
bc7848a_e996a33_ligand_3,-183.09,0.77,0.64,79.0,79.0
40f93bc_71596eb_complex_1,-329.82,17.21,2.14,79.0,79.0
40f93bc_71596eb_ligand_1,-333.68,0.81,0.86,79.0,79.0
40f93bc_71596eb_complex_2,-334.43,2.35,1.63,79.0,79.0
40f93bc_71596eb_ligand_2,-335.98,0.8,0.84,79.0,79.0
40f93bc_71596eb_complex_3,-319.45,1.72,1.17,79.0,79.0
40f93bc_71596eb_ligand_3,-333.98,0.69,0.59,79.0,79.0
40f93bc_6eaede8_complex_1,-283.45,2.69,3.23,79.0,79.0
40f93bc_6eaede8_ligand_1,-289.53,0.77,0.67,79.0,79.0
40f93bc_6eaede8_complex_2,-288.35,6.34,2.11,79.0,79.0
40f93bc_6eaede8_ligand_2,-288.99,0.68,0.56,79.0,79.0
40f93bc_6eaede8_complex_3,-280.6,1.9,1.2,79.0,79.0
40f93bc_6eaede8_ligand_3,-287.43,0.78,0.66,79.0,79.0
0551d34_0681973_complex_1,73.2,9.39,1.45,79.0,79.0
0551d34_0681973_ligand_1,80.43,0.53,0.52,79.0,79.0
0551d34_0681973_complex_2,88.76,7.58,1.19,79.0,79.0
0551d34_0681973_ligand_2,76.63,0.52,0.56,79.0,79.0
0551d34_0681973_complex_3,96.09,1.85,1.62,79.0,79.0
0551d34_0681973_ligand_3,75.13,0.43,0.35,79.0,79.0
0551d34_67d7385_complex_1,-59.65,0.51,0.51,79.0,79.0
0551d34_67d7385_ligand_1,-56.04,0.25,0.27,79.0,79.0
0551d34_67d7385_complex_2,-58.34,0.37,0.39,79.0,79.0
0551d34_67d7385_ligand_2,-56.48,0.26,0.24,79.0,79.0
0551d34_67d7385_complex_3,-59.91,0.49,0.45,79.0,79.0
0551d34_67d7385_ligand_3,-56.36,0.25,0.23,79.0,79.0
c10fa56_d196d56_complex_1,-14.22,1.25,1.21,79.0,79.0
c10fa56_d196d56_ligand_1,-15.8,0.74,0.74,79.0,79.0
c10fa56_d196d56_complex_2,-12.03,1.21,1.02,79.0,79.0
c10fa56_d196d56_ligand_2,-13.85,0.76,0.87,79.0,79.0
c10fa56_d196d56_complex_3,-13.16,1.04,1.43,79.0,79.0
c10fa56_d196d56_ligand_3,-14.71,0.69,0.71,79.0,79.0
8ac9b74_c10fa56_complex_1,-102.87,3.83,3.97,79.0,79.0
8ac9b74_c10fa56_ligand_1,-84.64,0.68,0.69,79.0,79.0
8ac9b74_c10fa56_complex_2,-89.39,1.8,1.36,79.0,79.0
8ac9b74_c10fa56_ligand_2,-82.38,0.53,0.57,79.0,79.0
8ac9b74_c10fa56_complex_3,-94.8,10.01,1.72,79.0,79.0
8ac9b74_c10fa56_ligand_3,-84.02,0.64,0.6,79.0,79.0
c10fa56_c43895d_complex_1,-652.58,16.14,1.23,79.0,79.0
c10fa56_c43895d_ligand_1,-642.63,2.9,1.68,79.0,79.0
c10fa56_c43895d_complex_2,-612.84,10947.28,2.66,79.0,79.0
c10fa56_c43895d_ligand_2,-635.17,3.17,2.62,79.0,79.0
c10fa56_c43895d_complex_3,-630.52,214.12,1.83,79.0,79.0
c10fa56_c43895d_ligand_3,-642.02,5.22,1.61,79.0,79.0
31ea4ce_71596eb_complex_1,-467.17,1.14,1.39,79.0,79.0
31ea4ce_71596eb_ligand_1,-478.25,1.49,1.17,79.0,79.0
31ea4ce_71596eb_complex_2,-449.19,25.83,1.59,79.0,79.0
31ea4ce_71596eb_ligand_2,-478.88,0.82,0.88,79.0,79.0
31ea4ce_71596eb_complex_3,-452.08,10.35,2.28,79.0,79.0
31ea4ce_71596eb_ligand_3,-480.39,0.77,0.87,79.0,79.0
67d7385_71596eb_complex_1,-372.45,7.16,2.45,79.0,79.0
67d7385_71596eb_ligand_1,-412.17,0.87,1.07,79.0,79.0
67d7385_71596eb_complex_2,-373.41,3.31,1.92,79.0,79.0
67d7385_71596eb_ligand_2,-402.83,0.98,1.07,79.0,79.0
67d7385_71596eb_complex_3,-395.95,5.73,1.48,79.0,79.0
67d7385_71596eb_ligand_3,-404.08,1.41,1.04,79.0,79.0
3a5ec71_8ac9b74_complex_1,-107.37,1.04,0.98,79.0,79.0
3a5ec71_8ac9b74_ligand_1,-110.16,0.69,0.72,79.0,79.0
3a5ec71_8ac9b74_complex_2,-108.54,1.29,1.01,79.0,79.0
3a5ec71_8ac9b74_ligand_2,-111.96,0.58,0.66,79.0,79.0
3a5ec71_8ac9b74_complex_3,-103.1,1.7,1.41,79.0,79.0
3a5ec71_8ac9b74_ligand_3,-110.03,0.69,0.66,79.0,79.0
337ebab_a49ff60_complex_1,57.55,1.47,0.98,79.0,79.0
337ebab_a49ff60_ligand_1,50.21,0.57,0.61,79.0,79.0
337ebab_a49ff60_complex_2,50.39,1.31,1.46,79.0,79.0
337ebab_a49ff60_ligand_2,49.5,0.58,0.55,79.0,79.0
337ebab_a49ff60_complex_3,51.09,0.95,1.21,79.0,79.0
337ebab_a49ff60_ligand_3,48.86,0.53,0.43,79.0,79.0
9972075_a49ff60_complex_1,90.76,5.11,3.02,79.0,79.0
9972075_a49ff60_ligand_1,81.06,2.16,0.91,79.0,79.0
9972075_a49ff60_complex_2,90.09,1.39,2.01,79.0,79.0
9972075_a49ff60_ligand_2,77.72,2.11,2.61,79.0,79.0
9972075_a49ff60_complex_3,71.11,2.88,2.38,79.0,79.0
9972075_a49ff60_ligand_3,81.26,2.06,3.07,79.0,79.0
932532b_a49ff60_complex_1,-35.79,0.84,0.82,79.0,79.0
932532b_a49ff60_ligand_1,-34.87,0.39,0.41,79.0,79.0
932532b_a49ff60_complex_2,-31.03,1.02,1.13,79.0,79.0
932532b_a49ff60_ligand_2,-34.17,0.39,0.38,79.0,79.0
932532b_a49ff60_complex_3,-23.01,2.76,1.78,79.0,79.0
932532b_a49ff60_ligand_3,-34.61,0.41,0.42,79.0,79.0
337ebab_9972075_complex_1,-21.28,7.73,1.39,79.0,79.0
337ebab_9972075_ligand_1,-29.13,0.86,0.82,79.0,79.0
337ebab_9972075_complex_2,-7.16,116.01,2.02,79.0,79.0
337ebab_9972075_ligand_2,-29.82,1.06,1.24,79.0,79.0
337ebab_9972075_complex_3,-26.13,1.53,1.68,79.0,79.0
337ebab_9972075_ligand_3,-26.82,0.78,0.66,79.0,79.0
d196d56_e36e8ac_complex_1,121.99,2.9,4.18,79.0,79.0
d196d56_e36e8ac_ligand_1,117.87,1.11,0.73,79.0,79.0
d196d56_e36e8ac_complex_2,123.62,13.39,1.42,79.0,79.0
d196d56_e36e8ac_ligand_2,114.76,1.13,1.44,79.0,79.0
d196d56_e36e8ac_complex_3,115.5,3.13,3.99,79.0,79.0
d196d56_e36e8ac_ligand_3,116.67,1.06,0.98,79.0,79.0
8ac9b74_e36e8ac_complex_1,13.14,1.0,0.94,79.0,79.0
8ac9b74_e36e8ac_ligand_1,18.76,0.65,0.71,79.0,79.0
8ac9b74_e36e8ac_complex_2,21.88,3.89,1.71,79.0,79.0
8ac9b74_e36e8ac_ligand_2,19.19,0.76,0.86,79.0,79.0
8ac9b74_e36e8ac_complex_3,15.01,1.08,0.82,79.0,79.0
8ac9b74_e36e8ac_ligand_3,18.48,0.66,0.65,79.0,79.0
0681973_e36e8ac_complex_1,22.1,1.1,0.94,79.0,79.0
0681973_e36e8ac_ligand_1,23.15,0.44,0.42,79.0,79.0
0681973_e36e8ac_complex_2,26.82,2.68,1.17,79.0,79.0
0681973_e36e8ac_ligand_2,22.34,0.47,0.38,79.0,79.0
0681973_e36e8ac_complex_3,25.24,2.6,1.04,79.0,79.0
0681973_e36e8ac_ligand_3,23.96,0.34,0.39,79.0,79.0
06c56c5_31ea4ce_complex_1,-30.1,0.47,0.52,79.0,79.0
06c56c5_31ea4ce_ligand_1,-29.38,0.32,0.37,79.0,79.0
06c56c5_31ea4ce_complex_2,-31.21,0.45,0.46,79.0,79.0
06c56c5_31ea4ce_ligand_2,-29.54,0.31,0.34,79.0,79.0
06c56c5_31ea4ce_complex_3,-30.92,0.56,0.44,78.0,79.0
06c56c5_31ea4ce_ligand_3,-29.49,0.31,0.28,79.0,79.0
31ea4ce_67d7385_complex_1,-68.57,0.35,0.34,79.0,79.0
31ea4ce_67d7385_ligand_1,-68.63,0.24,0.25,79.0,79.0
31ea4ce_67d7385_complex_2,-71.39,0.3,0.31,79.0,79.0
31ea4ce_67d7385_ligand_2,-69.03,0.29,0.31,79.0,79.0
31ea4ce_67d7385_complex_3,-70.71,0.37,0.39,79.0,79.0
31ea4ce_67d7385_ligand_3,-68.63,0.25,0.23,79.0,79.0
0681973_67d7385_complex_1,-157.3,2.99,1.47,79.0,79.0
0681973_67d7385_ligand_1,-132.39,0.5,0.45,79.0,79.0
0681973_67d7385_complex_2,-156.92,2.07,1.7,79.0,79.0
0681973_67d7385_ligand_2,-134.18,0.66,0.45,79.0,79.0
0681973_67d7385_complex_3,-160.25,1.14,0.98,79.0,79.0
0681973_67d7385_ligand_3,-130.0,0.49,0.49,79.0,79.0
396f6c0_c43895d_complex_1,-216.99,1.29,1.34,79.0,79.0
396f6c0_c43895d_ligand_1,-197.34,2.59,1.04,79.0,79.0
396f6c0_c43895d_complex_2,-209.5,3.45,7.1,79.0,79.0
396f6c0_c43895d_ligand_2,-200.51,3.3,3.61,79.0,79.0
396f6c0_c43895d_complex_3,-210.16,15.57,3.73,79.0,79.0
396f6c0_c43895d_ligand_3,-199.92,3.15,0.97,79.0,79.0
6eaede8_932532b_complex_1,447.97,3.95,2.77,78.0,79.0
6eaede8_932532b_ligand_1,460.23,0.68,0.63,79.0,79.0
6eaede8_932532b_complex_2,450.26,2.88,2.81,79.0,79.0
6eaede8_932532b_ligand_2,457.95,0.61,0.58,79.0,79.0
6eaede8_932532b_complex_3,451.85,3.68,1.68,79.0,79.0
6eaede8_932532b_ligand_3,457.93,0.72,0.71,79.0,79.0
6eaede8_bc7848a_complex_1,285.77,3.11,5.04,79.0,79.0
6eaede8_bc7848a_ligand_1,286.79,0.78,0.89,79.0,79.0
6eaede8_bc7848a_complex_2,291.6,2.24,1.64,79.0,79.0
6eaede8_bc7848a_ligand_2,289.55,0.77,0.84,79.0,79.0
6eaede8_bc7848a_complex_3,289.75,2.15,2.27,79.0,79.0
6eaede8_bc7848a_ligand_3,286.89,0.79,0.87,79.0,79.0
c6946e5_ec190fe_complex,5.223333333333334,0.35898279872539823,0.36074236306524876,,
c6946e5_ec190fe_ligand,1.25,0.1900827328098384,0.19040993366841255,,
2e7d67a_c6946e5_complex,139.16,0.8222839207006412,0.7984774276146251,,
2e7d67a_c6946e5_ligand,140.3733333333333,0.24679276818729584,0.25738436471944237,,
a49ff60_c6946e5_complex,-20.27,0.5946595033984139,0.49529996005515436,,
a49ff60_c6946e5_ligand,-19.240000000000002,0.2059575130234957,0.20301038166272709,,
67d7385_c6946e5_complex,53.46666666666666,0.7473704543862194,0.6424367561766821,,
67d7385_c6946e5_ligand,46.23,0.21269339108266536,0.21700198557314546,,
06fb0e5_2e7d67a_complex,-144.67666666666665,2.8469708392346895,2.1662080211658887,,
06fb0e5_2e7d67a_ligand,-150.16,1.2288748878348994,1.2133546428562059,,
06fb0e5_3cb0917_complex,-517.0166666666668,1.3664445811456876,1.3122351638814043,,
06fb0e5_3cb0917_ligand,-520.2333333333335,1.8332625082594478,1.8249833991386262,,
3cb0917_ec190fe_complex,501.82,6.568185093721678,6.326638409341873,,
3cb0917_ec190fe_ligand,514.49,1.2069705856663153,1.147091579165987,,
ec190fe_f895b60_complex,-68.54,1.1589751114916116,1.183705726890122,,
ec190fe_f895b60_ligand,-65.47000000000001,0.5078744807417681,0.512729606926941,,
06c56c5_ec190fe_complex,-47.99,0.8543484872669432,0.8443591064068098,,
06c56c5_ec190fe_ligand,-50.81,0.1659189352271823,0.16095850662332895,,
396f6c0_ec190fe_complex,427.6233333333333,2.2463100716289692,2.181328069510388,,
396f6c0_ec190fe_ligand,426.05,0.5018316355524599,0.48891507144600793,,
932532b_ec190fe_complex,-48.06,0.7589429166073749,0.729870963420994,,
932532b_ec190fe_ligand,-51.6,0.24697847440353604,0.2509022559917428,,
bc7848a_ec190fe_complex,119.60666666666668,0.40622224327214773,0.39106157378052636,,
bc7848a_ec190fe_ligand,119.62,0.19889780698202142,0.18574311673510027,,
2e7d67a_9e11dad_complex,238.21333333333334,16.23189556946625,3.3395347236674215,,
2e7d67a_9e11dad_ligand,227.42999999999998,0.8442642754961656,0.6932190365279399,,
2e7d67a_dd057b1_complex,167.46333333333334,2.419713341906168,2.3628588437700935,,
2e7d67a_dd057b1_ligand,173.2066666666667,0.5869660820690096,0.5200964854584409,,
151d931_2e7d67a_complex,-52.63999999999999,0.5379496800563148,0.5327940232989212,,
151d931_2e7d67a_ligand,-57.53666666666667,0.15843508823633345,0.15651598068280737,,
2e7d67a_a49ff60_complex,158.9466666666667,1.833634388411943,1.8004840834112774,,
2e7d67a_a49ff60_ligand,153.6,0.28654497343037094,0.2670580656066315,,
9e11dad_dd057b1_complex,-49.669999999999995,33.394161837573186,2.323869383652718,,
9e11dad_dd057b1_ligand,-58.14666666666667,1.4447250257863093,1.4259116981234428,,
3a5ec71_9e11dad_complex,-120.14666666666666,2.6939455994797554,2.0384450188193552,,
3a5ec71_9e11dad_ligand,-116.53333333333335,1.0107466891423569,0.9797096637687647,,
b2917d9_d363fad_complex,-232.0666666666667,1.5828165880697989,1.5840729074376,,
b2917d9_d363fad_ligand,-242.98333333333335,0.6608116778757475,0.5218228589752785,,
