,val,err_analyt,err_boot,framesA,framesB
7327eb8_fc284a2_ligand_3,84.21,0.27,0.31,80.0,80.0
7327eb8_fc284a2_complex_3,88.49,0.43,0.39,80.0,80.0
7327eb8_9a5e44f_ligand_1,192.17,0.57,0.63,80.0,80.0
7327eb8_9a5e44f_complex_1,191.66,1.44,1.1,80.0,80.0
7327eb8_9a5e44f_ligand_2,191.9,0.55,0.5,80.0,80.0
7327eb8_9a5e44f_complex_2,186.72,1.67,1.34,80.0,80.0
7327eb8_9a5e44f_ligand_3,191.5,0.55,0.47,80.0,80.0
7327eb8_9a5e44f_complex_3,198.72,1.62,1.7,80.0,80.0
2d91a20_aff47cb_ligand_1,59.44,0.27,0.27,80.0,80.0
2d91a20_aff47cb_complex_1,48.92,0.48,0.58,80.0,80.0
2d91a20_aff47cb_ligand_2,59.55,0.25,0.26,80.0,80.0
2d91a20_aff47cb_complex_2,47.39,0.57,0.52,80.0,80.0
2d91a20_aff47cb_ligand_3,59.64,0.27,0.29,80.0,80.0
2d91a20_aff47cb_complex_3,49.46,0.54,0.46,80.0,80.0
8f59e32_aff47cb_ligand_1,2.25,0.25,0.23,80.0,80.0
8f59e32_aff47cb_complex_1,-3.52,0.36,0.41,80.0,80.0
8f59e32_aff47cb_ligand_2,2.99,0.25,0.23,80.0,80.0
8f59e32_aff47cb_complex_2,-2.22,0.37,0.41,80.0,80.0
8f59e32_aff47cb_ligand_3,2.21,0.29,0.3,80.0,80.0
8f59e32_aff47cb_complex_3,-3.78,0.38,0.41,80.0,80.0
0d16094_2d91a20_ligand_1,-51.43,0.21,0.21,80.0,80.0
0d16094_2d91a20_complex_1,-49.33,1.04,0.65,80.0,80.0
0d16094_2d91a20_ligand_2,-51.68,0.24,0.19,80.0,80.0
0d16094_2d91a20_complex_2,-43.42,0.6,0.64,80.0,80.0
0d16094_2d91a20_ligand_3,-51.84,0.22,0.22,80.0,80.0
0d16094_2d91a20_complex_3,-44.47,0.59,0.43,80.0,80.0
2d91a20_902ba3c_ligand_1,96.35,0.43,0.44,80.0,80.0
2d91a20_902ba3c_complex_1,102.64,1.57,0.94,80.0,80.0
2d91a20_902ba3c_ligand_2,94.85,0.43,0.47,80.0,80.0
2d91a20_902ba3c_complex_2,98.89,2.36,2.65,80.0,80.0
2d91a20_902ba3c_ligand_3,95.54,0.37,0.34,80.0,80.0
2d91a20_902ba3c_complex_3,104.23,1.78,1.8,80.0,80.0
2d91a20_fc284a2_ligand_1,-52.84,0.31,0.31,80.0,80.0
2d91a20_fc284a2_complex_1,-58.3,0.63,0.66,80.0,80.0
2d91a20_fc284a2_ligand_2,-52.1,0.35,0.34,80.0,80.0
2d91a20_fc284a2_complex_2,-61.54,2.07,1.13,80.0,80.0
2d91a20_fc284a2_ligand_3,-51.95,0.32,0.32,80.0,80.0
2d91a20_fc284a2_complex_3,-60.14,1.06,1.15,80.0,80.0
0d16094_5933eb5_ligand_1,-37.99,0.26,0.27,80.0,80.0
0d16094_5933eb5_complex_1,-42.58,0.46,0.35,80.0,80.0
0d16094_5933eb5_ligand_2,-37.67,0.24,0.22,80.0,80.0
0d16094_5933eb5_complex_2,-40.5,0.4,0.44,80.0,80.0
0d16094_5933eb5_ligand_3,-37.95,0.24,0.22,80.0,80.0
0d16094_5933eb5_complex_3,-40.83,0.36,0.37,80.0,80.0
0d16094_36d4625_ligand_1,-82.89,0.25,0.23,80.0,80.0
0d16094_36d4625_complex_1,-78.01,0.73,0.61,80.0,80.0
0d16094_36d4625_ligand_2,-83.11,0.21,0.22,80.0,80.0
0d16094_36d4625_complex_2,-80.78,1.47,1.22,80.0,80.0
0d16094_36d4625_ligand_3,-82.61,0.24,0.26,80.0,80.0
0d16094_36d4625_complex_3,-77.31,2.8,0.48,80.0,80.0
902ba3c_9b2c328_ligand_1,-39.3,0.47,0.47,80.0,80.0
902ba3c_9b2c328_complex_1,-42.19,9.17,0.77,80.0,80.0
902ba3c_9b2c328_ligand_2,-38.67,0.53,0.52,80.0,80.0
902ba3c_9b2c328_complex_2,-40.13,2.11,0.75,80.0,80.0
902ba3c_9b2c328_ligand_3,-39.51,0.49,0.47,80.0,80.0
902ba3c_9b2c328_complex_3,-38.47,2.03,1.51,80.0,80.0
36d4625_9b2c328_ligand_1,99.8,0.38,0.41,80.0,80.0
36d4625_9b2c328_complex_1,110.25,1.08,1.33,80.0,80.0
36d4625_9b2c328_ligand_2,99.01,0.41,0.35,80.0,80.0
36d4625_9b2c328_complex_2,107.96,1.06,0.9,80.0,80.0
36d4625_9b2c328_ligand_3,99.07,0.42,0.43,80.0,80.0
36d4625_9b2c328_complex_3,112.92,0.9,0.89,80.0,80.0
798876e_9b2c328_ligand_1,-43.17,0.79,0.55,80.0,80.0
798876e_9b2c328_complex_1,-40.09,1.93,0.72,80.0,80.0
798876e_9b2c328_ligand_2,-38.27,0.45,0.4,80.0,80.0
798876e_9b2c328_complex_2,-34.64,1.21,0.93,80.0,80.0
798876e_9b2c328_ligand_3,-38.45,0.42,0.4,80.0,80.0
798876e_9b2c328_complex_3,-36.31,1.0,1.14,80.0,80.0
7a2b4c9_9b2c328_ligand_1,-106.74,0.49,0.48,80.0,80.0
7a2b4c9_9b2c328_complex_1,-100.7,1.89,2.37,80.0,80.0
7a2b4c9_9b2c328_ligand_2,-107.62,0.52,0.44,80.0,80.0
7a2b4c9_9b2c328_complex_2,-104.16,1.21,0.91,80.0,80.0
7a2b4c9_9b2c328_ligand_3,-106.36,0.47,0.43,80.0,80.0
7a2b4c9_9b2c328_complex_3,-105.68,1.49,1.27,80.0,80.0
b8214a7_def1139_ligand_1,-68.53,0.49,0.48,80.0,80.0
b8214a7_def1139_complex_1,-73.62,0.79,0.77,80.0,80.0
b8214a7_def1139_ligand_2,-68.07,0.62,0.56,80.0,80.0
b8214a7_def1139_complex_2,-68.29,1.05,0.99,80.0,80.0
b8214a7_def1139_ligand_3,-67.88,0.55,0.53,80.0,80.0
b8214a7_def1139_complex_3,-67.04,0.77,0.75,80.0,80.0
798876e_b8214a7_ligand_1,-21.25,0.71,0.69,80.0,80.0
798876e_b8214a7_complex_1,-27.45,1.0,1.19,80.0,80.0
798876e_b8214a7_ligand_2,-19.44,0.61,0.75,80.0,80.0
798876e_b8214a7_complex_2,-33.46,1.16,1.39,80.0,80.0
798876e_b8214a7_ligand_3,-21.31,0.6,0.51,80.0,80.0
798876e_b8214a7_complex_3,-39.06,1.28,0.89,80.0,80.0
272cc87_8f59e32_ligand_1,69.92,0.6,0.57,80.0,80.0
272cc87_8f59e32_complex_1,75.1,0.64,0.7,80.0,80.0
272cc87_8f59e32_ligand_2,70.33,0.58,0.47,80.0,80.0
272cc87_8f59e32_complex_2,72.43,0.95,0.8,80.0,80.0
272cc87_8f59e32_ligand_3,69.9,0.66,0.56,80.0,80.0
272cc87_8f59e32_complex_3,73.51,0.76,0.76,80.0,80.0
7a2b4c9_aac0b7c_ligand_1,47.05,0.3,0.31,80.0,80.0
7a2b4c9_aac0b7c_complex_1,39.95,0.48,0.35,80.0,80.0
7a2b4c9_aac0b7c_ligand_2,47.2,0.28,0.29,80.0,80.0
7a2b4c9_aac0b7c_complex_2,37.26,0.43,0.37,80.0,80.0
7a2b4c9_aac0b7c_ligand_3,46.67,0.3,0.36,80.0,80.0
7a2b4c9_aac0b7c_complex_3,37.88,0.36,0.33,80.0,80.0
2bb0d13_5933eb5_ligand_1,-28.21,0.27,0.28,80.0,80.0
2bb0d13_5933eb5_complex_1,-32.72,0.41,0.37,80.0,80.0
2bb0d13_5933eb5_ligand_2,-28.31,0.27,0.22,80.0,80.0
2bb0d13_5933eb5_complex_2,-31.8,0.51,0.45,80.0,80.0
2bb0d13_5933eb5_ligand_3,-28.29,0.28,0.3,80.0,80.0
2bb0d13_5933eb5_complex_3,-30.97,0.4,0.42,80.0,80.0
2a8e26e_b7fe5cf_ligand_1,-21.89,0.39,0.39,80.0,80.0
2a8e26e_b7fe5cf_complex_1,-18.98,0.58,0.55,80.0,80.0
2a8e26e_b7fe5cf_ligand_2,-21.45,0.42,0.43,80.0,80.0
2a8e26e_b7fe5cf_complex_2,-19.42,0.63,0.49,80.0,80.0
2a8e26e_b7fe5cf_ligand_3,-21.23,0.4,0.35,80.0,80.0
2a8e26e_b7fe5cf_complex_3,-17.78,0.61,0.57,80.0,80.0
1d02965_7a2b4c9_ligand_1,-86.36,0.28,0.27,80.0,80.0
1d02965_7a2b4c9_complex_1,-85.79,0.35,0.34,80.0,80.0
1d02965_7a2b4c9_ligand_2,-86.08,0.29,0.26,80.0,80.0
1d02965_7a2b4c9_complex_2,-86.31,0.25,0.24,80.0,80.0
1d02965_7a2b4c9_ligand_3,-85.99,0.27,0.26,80.0,80.0
1d02965_7a2b4c9_complex_3,-86.72,0.3,0.33,80.0,80.0
5933eb5_def1139_ligand_1,6.77,0.26,0.24,80.0,80.0
5933eb5_def1139_complex_1,7.13,0.48,0.43,80.0,80.0
5933eb5_def1139_ligand_2,6.84,0.27,0.32,80.0,80.0
5933eb5_def1139_complex_2,6.72,0.54,0.48,80.0,80.0
5933eb5_def1139_ligand_3,7.06,0.24,0.24,80.0,80.0
5933eb5_def1139_complex_3,4.94,0.52,0.47,80.0,80.0
798876e_def1139_ligand_1,-86.88,0.32,0.32,80.0,80.0
798876e_def1139_complex_1,-98.14,0.71,0.61,80.0,80.0
798876e_def1139_ligand_2,-87.34,0.27,0.25,80.0,80.0
798876e_def1139_complex_2,-100.68,0.54,0.56,80.0,80.0
798876e_def1139_ligand_3,-89.35,0.49,0.47,80.0,80.0
798876e_def1139_complex_3,-102.24,0.51,0.45,80.0,80.0
798876e_9a5e44f_ligand_1,-40.7,0.56,0.56,80.0,80.0
798876e_9a5e44f_complex_1,-48.95,2.34,1.43,80.0,80.0
798876e_9a5e44f_ligand_2,-41.25,0.66,0.62,80.0,80.0
798876e_9a5e44f_complex_2,-41.38,1.34,1.64,80.0,80.0
798876e_9a5e44f_ligand_3,-42.48,0.82,0.98,80.0,80.0
798876e_9a5e44f_complex_3,-43.19,1.94,1.87,80.0,80.0
5933eb5_81ac7ee_ligand_1,-26.27,0.29,0.29,80.0,80.0
5933eb5_81ac7ee_complex_1,-21.73,0.45,0.43,76.0,69.0
5933eb5_81ac7ee_ligand_2,-25.72,0.29,0.26,80.0,80.0
5933eb5_81ac7ee_complex_2,-20.49,0.64,0.62,67.0,61.0
5933eb5_81ac7ee_ligand_3,-25.96,0.28,0.29,80.0,80.0
5933eb5_81ac7ee_complex_3,-21.28,0.53,0.48,60.0,52.0
81ac7ee_d529b4f_ligand_1,4.4,0.29,0.29,80.0,73.0
81ac7ee_d529b4f_complex_1,2.15,0.93,0.88,39.0,31.0
81ac7ee_d529b4f_ligand_2,4.14,0.3,0.26,66.0,54.0
81ac7ee_d529b4f_complex_2,4.18,1.07,0.74,30.0,26.0
81ac7ee_d529b4f_ligand_3,3.28,0.39,0.44,43.0,25.0
81ac7ee_d529b4f_complex_3,3.14,1.78,1.13,16.0,9.0
1a849ad_e00fcc4_ligand,-14.516666666666666,0.3550690821551154,0.33778378142278437,,
1a849ad_e00fcc4_complex,-19.933333333333334,2.1114119041455837,2.0956675714487485,,
b8214a7_e00fcc4_ligand,-22.823333333333334,0.40347840904789756,0.4024410456665519,,
b8214a7_e00fcc4_complex,-17.88,1.4024303216117056,1.3656754742252812,,
272cc87_e00fcc4_ligand,78.19333333333333,0.40025577369486337,0.3959428562754417,,
272cc87_e00fcc4_complex,78.63666666666667,1.4568697998050713,1.3066323688817083,,
2d91a20_a903013_ligand,-80.58666666666666,0.2348514127218582,0.24176332980948043,,
2d91a20_a903013_complex,-99.23,1.0598795921221444,1.0480988904884665,,
81ac7ee_a903013_ligand,-57.876666666666665,0.23752889414207098,0.2401560236110761,,
81ac7ee_a903013_complex,-68.37,1.2040231441498468,1.1362537435938058,,
1a849ad_2d91a20_ligand,-69.15,0.1887111859254794,0.1909316478009149,,
1a849ad_2d91a20_complex,-66.53,0.6823136016070955,0.5735481816213662,,
1a849ad_272cc87_ligand,-93.44,0.17365440715354907,0.17414023167235715,,
1a849ad_272cc87_complex,-98.05,0.8497948901394029,0.8513462796753596,,
1a849ad_d529b4f_ligand,-88.77666666666669,0.20173697562218867,0.21948314678512845,,
1a849ad_d529b4f_complex,-93.07,0.7099395010932256,0.71139240575048,,
684785b_9b2c328_ligand,-70.79666666666667,0.2999885607749888,0.30730431273144193,,
684785b_9b2c328_complex,-56.86333333333334,2.38387994720689,1.5368086245619235,,
684785b_aac0b7c_ligand,85.21999999999998,0.27169653621832,0.2681717697593453,,
684785b_aac0b7c_complex,84.35333333333334,0.25002588240676404,0.2502201915085195,,
2a8e26e_684785b_ligand,-205.25666666666666,0.21047355368881576,0.20430921349920697,,
2a8e26e_684785b_complex,-205.11,0.5353545456526254,0.5056178050224913,,
1d02965_684785b_ligand,-123.99333333333334,0.19651717516744277,0.1980485838804947,,
1d02965_684785b_complex,-131.28666666666666,0.902815296600191,0.894893863151853,,
684785b_b7fe5cf_ligand,188.12666666666667,0.30339370705400337,0.30084933473469405,,
684785b_b7fe5cf_complex,195.16,1.235830365333892,1.1931578880717062,,
684785b_7a2b4c9_ligand,38.24,0.23406336746418074,0.23767681888326234,,
684785b_7a2b4c9_complex,47.220000000000006,0.7889669038162257,0.7947221388012438,,
0d16094_7327eb8_ligand,-177.26666666666665,0.2788885748482135,0.27791601990879883,,
0d16094_7327eb8_complex,-181.12666666666667,0.6730111175717529,0.664351153827741,,
7327eb8_fc284a2_ligand,84.50666666666666,0.2470860687891546,0.2515899694626809,,
7327eb8_fc284a2_complex,87.85000000000001,1.0474879524588,1.0607454576548272,,
7327eb8_9a5e44f_ligand,191.85666666666665,0.356898771943685,0.35228849295059544,,
7327eb8_9a5e44f_complex,192.36666666666667,2.9779796432894585,2.9600622766534013,,
2d91a20_aff47cb_ligand,59.54333333333333,0.1611028921082411,0.16666295044567087,,
2d91a20_aff47cb_complex,48.59,0.5864607993480206,0.5944346924986776,,
8f59e32_aff47cb_ligand,2.4833333333333334,0.25497628953467705,0.25456502881212567,,
8f59e32_aff47cb_complex,-3.1733333333333333,0.44160200106383607,0.45924382910544764,,
0d16094_2d91a20_ligand,-51.65,0.16021947329205502,0.1542412776042581,,
0d16094_2d91a20_complex,-45.74,1.559212417702035,1.5300361667328877,,
2d91a20_902ba3c_ligand,95.58,0.43305857972234535,0.4306711130691879,,
2d91a20_902ba3c_complex,101.92,1.7115834193471264,1.7187768618325439,,
2d91a20_fc284a2_ligand,-52.29666666666666,0.2889251398453017,0.2947938584633818,,
2d91a20_fc284a2_complex,-59.99333333333334,1.1113595258113476,0.9691924668219712,,
0d16094_5933eb5_ligand,-37.87,0.1651099730544983,0.16261004026559947,,
0d16094_5933eb5_complex,-41.303333333333335,0.5699713247534481,0.5715235859862071,,
0d16094_36d4625_ligand,-82.87,0.17791646729996285,0.18382191426294603,,
0d16094_36d4625_complex,-78.7,1.3396381200078704,1.0001732953732847,,
902ba3c_9b2c328_ligand,-39.16,0.3547161926713536,0.34318192963135524,,
902ba3c_9b2c328_complex,-40.26333333333333,3.4084983062019245,1.0676781933877195,,
36d4625_9b2c328_ligand,99.29333333333334,0.31358325977661805,0.3072012620230633,,
36d4625_9b2c328_complex,110.37666666666667,1.3024456640813584,1.3233307175191351,,
798876e_9b2c328_ligand,-39.96333333333333,1.351616870470259,1.337942533523629,,
798876e_9b2c328_complex,-37.013333333333335,1.5799555203109072,1.4254943282089008,,
7a2b4c9_9b2c328_ligand,-106.90666666666668,0.4127233160201378,0.39678857233253556,,
7a2b4c9_9b2c328_complex,-103.51333333333334,1.5108196043968665,1.5521648067084717,,
b8214a7_def1139_ligand,-68.16,0.3629559104534209,0.34786968313140865,,
b8214a7_def1139_complex,-69.65000000000002,1.730487550883025,1.712410323421844,,
798876e_b8214a7_ligand,-20.666666666666668,0.6154433012317264,0.6426421117818877,,
798876e_b8214a7_complex,-33.32333333333333,2.832087471325211,2.8203068494713577,,
272cc87_8f59e32_ligand,70.05,0.37423976591178326,0.3393914901235012,,
272cc87_8f59e32_complex,73.68,0.7902719721687206,0.7795409213460298,,
7a2b4c9_aac0b7c_ligand,46.973333333333336,0.21420479660185743,0.22684375087707118,,
7a2b4c9_aac0b7c_complex,38.36333333333334,0.707371586920158,0.688382726155927,,
2bb0d13_5933eb5_ligand,-28.27,0.15852846146931807,0.1570940361683784,,
2bb0d13_5933eb5_complex,-31.83,0.4860236249290669,0.47553630682273884,,
2a8e26e_b7fe5cf_ligand,-21.523333333333337,0.2779935988719406,0.27981734081864584,,
2a8e26e_b7fe5cf_complex,-18.72666666666667,0.5449911235315573,0.5021942850716792,,
1d02965_7a2b4c9_ligand,-86.14333333333333,0.1842009075960124,0.17726530636807974,,
1d02965_7a2b4c9_complex,-86.27333333333335,0.2818508193959792,0.2800818212431303,,
5933eb5_def1139_ligand,6.89,0.1643440666701122,0.17064472142371004,,
5933eb5_def1139_complex,6.263333333333333,0.620602276578695,0.6099643399050958,,
798876e_def1139_ligand,-87.85666666666667,0.6537171975399244,0.6435341575361936,,
798876e_def1139_complex,-100.35333333333334,1.0378603299491873,1.02295431452045,,
798876e_9a5e44f_ligand,-41.47666666666667,0.5982758687418271,0.6144809513008567,,
798876e_9a5e44f_complex,-44.50666666666667,2.157699540765933,2.0822292693079207,,
5933eb5_81ac7ee_ligand,-25.98333333333333,0.2087289365983327,0.20922980032702398,,
5933eb5_81ac7ee_complex,-21.166666666666668,0.4234180625137382,0.42735404897870893,,
81ac7ee_d529b4f_ligand,3.9399999999999995,0.33318372342302716,0.3358145594311247,,
81ac7ee_d529b4f_complex,3.1566666666666667,0.8925717859450935,0.714571748272933,,
