,val,err_analyt,err_boot,framesA,framesB
06c56c5_ec190fe_ligand_3,-53.51,0.29,0.26,80.0,80.0
06c56c5_ec190fe_complex_3,-53.6,0.5,0.42,80.0,80.0
396f6c0_ec190fe_ligand_1,440.58,0.66,0.64,80.0,80.0
396f6c0_ec190fe_complex_1,443.17,0.94,1.1,80.0,80.0
396f6c0_ec190fe_ligand_2,439.35,0.65,0.65,80.0,80.0
396f6c0_ec190fe_complex_2,443.21,1.03,0.97,80.0,80.0
396f6c0_ec190fe_ligand_3,440.46,0.66,0.69,80.0,80.0
396f6c0_ec190fe_complex_3,444.64,0.95,0.94,80.0,79.0
932532b_ec190fe_ligand_1,-31.72,0.33,0.34,80.0,80.0
932532b_ec190fe_complex_1,-32.26,1.03,0.93,80.0,80.0
932532b_ec190fe_ligand_2,-31.98,0.31,0.29,80.0,80.0
932532b_ec190fe_complex_2,-28.7,0.52,0.4,80.0,80.0
932532b_ec190fe_ligand_3,-31.37,0.32,0.31,80.0,80.0
932532b_ec190fe_complex_3,-30.65,0.33,0.41,80.0,80.0
bc7848a_ec190fe_ligand_1,97.16,1.33,1.26,80.0,80.0
bc7848a_ec190fe_complex_1,95.43,0.99,0.67,80.0,80.0
bc7848a_ec190fe_ligand_2,97.19,1.36,1.43,80.0,80.0
bc7848a_ec190fe_complex_2,90.92,1.31,1.41,79.0,79.0
bc7848a_ec190fe_ligand_3,94.28,1.25,0.84,80.0,80.0
bc7848a_ec190fe_complex_3,94.95,1.02,0.9,80.0,80.0
2e7d67a_9e11dad_ligand_1,178.2,1.09,0.98,80.0,80.0
2e7d67a_9e11dad_complex_1,188.51,0.87,1.05,80.0,80.0
2e7d67a_9e11dad_ligand_2,176.26,1.14,1.2,80.0,80.0
2e7d67a_9e11dad_complex_2,187.25,0.83,0.78,80.0,80.0
2e7d67a_9e11dad_ligand_3,179.13,0.91,1.03,80.0,80.0
2e7d67a_9e11dad_complex_3,181.48,1.4,1.44,80.0,80.0
2e7d67a_dd057b1_ligand_1,150.45,0.74,0.67,80.0,80.0
2e7d67a_dd057b1_complex_1,165.88,2.82,1.71,80.0,80.0
2e7d67a_dd057b1_ligand_2,149.79,0.77,0.77,80.0,80.0
2e7d67a_dd057b1_complex_2,140.01,3.06,1.59,80.0,80.0
2e7d67a_dd057b1_ligand_3,150.87,0.82,0.62,80.0,80.0
2e7d67a_dd057b1_complex_3,144.53,1.22,1.34,80.0,80.0
151d931_2e7d67a_ligand_1,-52.17,0.29,0.33,80.0,80.0
151d931_2e7d67a_complex_1,-55.8,0.35,0.47,80.0,80.0
151d931_2e7d67a_ligand_2,-52.42,0.3,0.3,80.0,80.0
151d931_2e7d67a_complex_2,-53.45,0.45,0.49,80.0,80.0
151d931_2e7d67a_ligand_3,-52.39,0.3,0.33,80.0,80.0
151d931_2e7d67a_complex_3,-53.06,0.44,0.45,80.0,80.0
2e7d67a_a49ff60_ligand_1,153.83,0.39,0.4,77.0,80.0
2e7d67a_a49ff60_complex_1,151.32,0.48,0.56,80.0,80.0
2e7d67a_a49ff60_ligand_2,153.42,0.38,0.36,80.0,80.0
2e7d67a_a49ff60_complex_2,157.26,0.55,0.5,80.0,80.0
2e7d67a_a49ff60_ligand_3,153.3,0.42,0.46,80.0,80.0
2e7d67a_a49ff60_complex_3,151.57,0.44,0.42,80.0,80.0
9e11dad_dd057b1_ligand_1,-25.46,1.63,1.94,80.0,80.0
9e11dad_dd057b1_complex_1,-19.91,6.15,2.62,80.0,80.0
9e11dad_dd057b1_ligand_2,-26.21,1.63,1.7,80.0,80.0
9e11dad_dd057b1_complex_2,-19.68,3.27,1.67,80.0,80.0
9e11dad_dd057b1_ligand_3,-23.75,1.82,1.3,80.0,80.0
9e11dad_dd057b1_complex_3,-28.72,3.14,3.55,80.0,80.0
3a5ec71_9e11dad_ligand_1,-137.17,1.55,1.53,80.0,80.0
3a5ec71_9e11dad_complex_1,-133.72,3.84,2.06,80.0,80.0
3a5ec71_9e11dad_ligand_2,-134.5,1.92,2.52,79.0,80.0
3a5ec71_9e11dad_complex_2,-132.83,9.74,2.88,80.0,80.0
3a5ec71_9e11dad_ligand_3,-136.85,1.87,1.54,79.0,80.0
3a5ec71_9e11dad_complex_3,-137.45,4.73,1.88,80.0,80.0
b2917d9_d363fad_ligand_1,-184.76,0.47,0.46,80.0,80.0
b2917d9_d363fad_complex_1,-185.67,0.89,0.81,80.0,80.0
b2917d9_d363fad_ligand_2,-182.6,0.66,0.54,80.0,80.0
b2917d9_d363fad_complex_2,-183.78,0.73,0.64,80.0,80.0
b2917d9_d363fad_ligand_3,-184.94,0.45,0.45,80.0,80.0
b2917d9_d363fad_complex_3,-184.25,0.9,0.65,79.0,80.0
151d931_b2917d9_ligand_1,120.58,0.4,0.39,80.0,80.0
151d931_b2917d9_complex_1,119.45,0.74,0.54,80.0,80.0
151d931_b2917d9_ligand_2,121.26,0.68,0.64,80.0,80.0
151d931_b2917d9_complex_2,127.54,0.99,0.76,80.0,80.0
151d931_b2917d9_ligand_3,119.29,0.48,0.5,80.0,80.0
151d931_b2917d9_complex_3,127.95,1.67,0.52,80.0,80.0
0551d34_b2917d9_ligand_1,30.79,0.64,0.54,80.0,80.0
0551d34_b2917d9_complex_1,25.08,0.48,0.51,80.0,80.0
0551d34_b2917d9_ligand_2,27.94,0.39,0.37,80.0,80.0
0551d34_b2917d9_complex_2,26.45,0.47,0.52,80.0,79.0
0551d34_b2917d9_ligand_3,29.86,0.61,0.58,80.0,80.0
0551d34_b2917d9_complex_3,27.87,0.88,0.58,80.0,80.0
3cb0917_d363fad_ligand_1,355.87,1.26,1.11,80.0,80.0
3cb0917_d363fad_complex_1,347.47,0.85,0.88,80.0,80.0
3cb0917_d363fad_ligand_2,347.29,1.58,0.89,80.0,80.0
3cb0917_d363fad_complex_2,347.75,1.06,1.14,80.0,80.0
3cb0917_d363fad_ligand_3,351.0,1.02,1.05,79.0,80.0
3cb0917_d363fad_complex_3,349.24,0.85,0.82,80.0,80.0
d363fad_e996a33_ligand_1,-95.45,0.6,0.58,80.0,80.0
d363fad_e996a33_complex_1,-96.5,1.65,1.18,80.0,80.0
d363fad_e996a33_ligand_2,-94.94,0.55,0.49,80.0,80.0
d363fad_e996a33_complex_2,-103.48,2.03,0.92,80.0,80.0
d363fad_e996a33_ligand_3,-95.95,0.57,0.62,80.0,80.0
d363fad_e996a33_complex_3,-106.49,1.25,1.15,80.0,80.0
40f93bc_b6facb2_ligand_1,-241.06,0.39,0.38,80.0,79.0
40f93bc_b6facb2_complex_1,-243.52,2.72,3.13,80.0,80.0
40f93bc_b6facb2_ligand_2,-241.79,0.36,0.36,80.0,80.0
40f93bc_b6facb2_complex_2,-234.03,0.75,0.68,80.0,80.0
40f93bc_b6facb2_ligand_3,-241.91,0.36,0.34,80.0,80.0
40f93bc_b6facb2_complex_3,-234.34,0.77,0.59,80.0,80.0
0681973_b6facb2_ligand_1,-335.23,1.23,0.67,80.0,80.0
0681973_b6facb2_complex_1,-340.91,1.45,1.37,80.0,80.0
0681973_b6facb2_ligand_2,-337.35,1.6,0.72,80.0,80.0
0681973_b6facb2_complex_2,-348.72,1.34,1.24,80.0,80.0
0681973_b6facb2_ligand_3,-336.06,1.24,1.56,79.0,80.0
0681973_b6facb2_complex_3,-344.74,1.27,1.07,80.0,80.0
0681973_dd057b1_ligand_1,-77.9,1.05,1.24,79.0,80.0
0681973_dd057b1_complex_1,-86.9,1.91,2.37,80.0,80.0
0681973_dd057b1_ligand_2,-78.82,0.88,0.88,80.0,79.0
0681973_dd057b1_complex_2,-89.12,2.26,1.07,80.0,80.0
0681973_dd057b1_ligand_3,-78.68,0.99,0.91,79.0,80.0
0681973_dd057b1_complex_3,-89.13,3.51,1.3,80.0,80.0
bc7848a_dd057b1_ligand_1,115.82,0.73,0.78,80.0,80.0
bc7848a_dd057b1_complex_1,121.12,2.0,0.94,80.0,80.0
bc7848a_dd057b1_ligand_2,115.7,1.0,1.14,80.0,80.0
bc7848a_dd057b1_complex_2,118.32,1.38,1.65,80.0,80.0
bc7848a_dd057b1_ligand_3,114.75,0.89,1.15,80.0,80.0
bc7848a_dd057b1_complex_3,112.89,2.53,2.02,80.0,80.0
151d931_f895b60_ligand_1,25.64,0.73,0.79,80.0,80.0
151d931_f895b60_complex_1,26.51,1.77,0.92,79.0,80.0
151d931_f895b60_ligand_2,25.73,0.7,0.64,80.0,80.0
151d931_f895b60_complex_2,30.64,1.38,1.38,79.0,80.0
151d931_f895b60_ligand_3,25.78,0.73,0.7,80.0,80.0
151d931_f895b60_complex_3,27.74,1.17,0.78,80.0,80.0
c10fa56_f895b60_ligand_1,-112.16,0.95,1.14,80.0,80.0
c10fa56_f895b60_complex_1,-99.9,3.04,1.56,80.0,80.0
c10fa56_f895b60_ligand_2,-115.67,1.14,1.02,80.0,80.0
c10fa56_f895b60_complex_2,-106.84,7.81,3.3,80.0,80.0
c10fa56_f895b60_ligand_3,-112.39,1.36,1.02,79.0,80.0
c10fa56_f895b60_complex_3,-112.73,2.28,0.95,80.0,80.0
9972075_f895b60_ligand_1,1.41,1.06,1.17,80.0,80.0
9972075_f895b60_complex_1,16.02,1.65,2.37,80.0,80.0
9972075_f895b60_ligand_2,1.53,1.2,0.88,80.0,80.0
9972075_f895b60_complex_2,7.41,3.93,1.74,80.0,80.0
9972075_f895b60_ligand_3,1.82,1.11,1.0,80.0,80.0
9972075_f895b60_complex_3,9.4,16.0,4.26,80.0,80.0
06c56c5_151d931_ligand_1,-134.0,0.28,0.29,80.0,80.0
06c56c5_151d931_complex_1,-138.91,0.54,0.32,80.0,80.0
06c56c5_151d931_ligand_2,-133.94,0.27,0.29,80.0,80.0
06c56c5_151d931_complex_2,-139.98,0.54,0.41,80.0,80.0
06c56c5_151d931_ligand_3,-133.65,0.29,0.33,80.0,80.0
06c56c5_151d931_complex_3,-137.79,0.36,0.33,80.0,80.0
bc7848a_e996a33_ligand_1,-152.78,1.58,1.95,80.0,79.0
bc7848a_e996a33_complex_1,-154.7,4.29,2.8,80.0,80.0
bc7848a_e996a33_ligand_2,-148.6,1.54,1.7,80.0,80.0
bc7848a_e996a33_complex_2,-155.6,2.74,1.85,80.0,80.0
bc7848a_e996a33_ligand_3,-150.53,1.48,1.56,80.0,80.0
bc7848a_e996a33_complex_3,-152.44,3.42,1.93,80.0,80.0
40f93bc_71596eb_ligand_1,-454.16,0.78,0.86,80.0,80.0
40f93bc_71596eb_complex_1,-449.73,2.28,2.19,79.0,80.0
40f93bc_71596eb_ligand_2,-454.92,0.81,0.76,80.0,80.0
40f93bc_71596eb_complex_2,-447.47,1.77,0.88,80.0,80.0
40f93bc_71596eb_ligand_3,-455.59,0.79,0.86,80.0,80.0
40f93bc_71596eb_complex_3,-450.32,1.9,1.23,80.0,80.0
40f93bc_6eaede8_ligand_1,-366.7,0.75,0.82,80.0,80.0
40f93bc_6eaede8_complex_1,-368.31,2.11,1.97,80.0,80.0
40f93bc_6eaede8_ligand_2,-367.0,0.72,0.68,80.0,80.0
40f93bc_6eaede8_complex_2,-355.08,2.81,2.26,80.0,80.0
40f93bc_6eaede8_ligand_3,-367.0,0.87,0.73,79.0,80.0
40f93bc_6eaede8_complex_3,-366.68,1.51,1.37,80.0,80.0
0551d34_0681973_ligand_1,83.57,0.44,0.37,80.0,79.0
0551d34_0681973_complex_1,98.8,0.83,0.87,80.0,80.0
0551d34_0681973_ligand_2,83.81,0.5,0.5,80.0,80.0
0551d34_0681973_complex_2,99.82,0.88,0.87,80.0,80.0
0551d34_0681973_ligand_3,86.37,0.6,0.7,80.0,80.0
0551d34_0681973_complex_3,95.83,6.76,1.07,80.0,80.0
0551d34_67d7385_ligand_1,-49.79,0.97,1.08,79.0,79.0
0551d34_67d7385_complex_1,-51.36,0.32,0.31,80.0,80.0
0551d34_67d7385_ligand_2,-50.66,0.96,1.1,80.0,80.0
0551d34_67d7385_complex_2,-52.45,0.31,0.37,80.0,80.0
0551d34_67d7385_ligand_3,-50.18,1.0,0.83,80.0,80.0
0551d34_67d7385_complex_3,-50.56,0.36,0.41,80.0,80.0
c10fa56_d196d56_ligand_1,-59.57,4.18,3.01,80.0,80.0
c10fa56_d196d56_complex_1,-71.42,6.38,1.1,80.0,80.0
c10fa56_d196d56_ligand_2,-55.87,4.74,1.78,80.0,80.0
c10fa56_d196d56_complex_2,-71.99,1.35,1.12,80.0,80.0
c10fa56_d196d56_ligand_3,-58.83,9.1,1.54,80.0,80.0
c10fa56_d196d56_complex_3,-71.17,1.91,0.95,80.0,80.0
8ac9b74_c10fa56_ligand_1,-36.75,0.73,0.59,80.0,80.0
8ac9b74_c10fa56_complex_1,-50.39,3.05,2.62,80.0,80.0
8ac9b74_c10fa56_ligand_2,-36.24,0.65,0.55,80.0,80.0
8ac9b74_c10fa56_complex_2,-51.77,3.68,1.48,80.0,79.0
8ac9b74_c10fa56_ligand_3,-37.78,0.67,0.59,80.0,80.0
8ac9b74_c10fa56_complex_3,-51.18,3.18,1.32,80.0,80.0
c10fa56_c43895d_ligand_1,-604.7,0.82,1.05,80.0,80.0
c10fa56_c43895d_complex_1,-612.51,9.73,1.11,80.0,80.0
c10fa56_c43895d_ligand_2,-604.06,1.1,1.17,80.0,80.0
c10fa56_c43895d_complex_2,-619.16,34.8,2.11,80.0,80.0
c10fa56_c43895d_ligand_3,-606.2,1.21,1.36,80.0,80.0
c10fa56_c43895d_complex_3,-609.19,1.82,2.32,79.0,80.0
31ea4ce_71596eb_ligand_1,-473.89,0.65,0.73,80.0,80.0
31ea4ce_71596eb_complex_1,-459.67,4.79,2.46,80.0,80.0
31ea4ce_71596eb_ligand_2,-476.82,0.96,0.94,80.0,80.0
31ea4ce_71596eb_complex_2,-448.05,5.01,0.81,80.0,80.0
31ea4ce_71596eb_ligand_3,-473.51,0.72,0.73,80.0,80.0
31ea4ce_71596eb_complex_3,-451.22,4.39,1.54,80.0,80.0
67d7385_71596eb_ligand_1,-415.75,0.79,0.89,74.0,80.0
67d7385_71596eb_complex_1,-393.76,1.1,0.75,80.0,80.0
67d7385_71596eb_ligand_2,-415.66,0.72,0.77,80.0,79.0
67d7385_71596eb_complex_2,-391.87,7.53,1.59,80.0,80.0
67d7385_71596eb_ligand_3,-415.73,0.74,0.68,80.0,80.0
67d7385_71596eb_complex_3,-392.36,2.08,1.2,80.0,80.0
3a5ec71_8ac9b74_ligand_1,-85.71,1.85,0.63,80.0,80.0
3a5ec71_8ac9b74_complex_1,-90.98,2.1,2.93,80.0,80.0
3a5ec71_8ac9b74_ligand_2,-86.63,1.41,1.22,80.0,80.0
3a5ec71_8ac9b74_complex_2,-92.14,2.21,2.13,80.0,80.0
3a5ec71_8ac9b74_ligand_3,-90.67,0.77,0.87,79.0,80.0
3a5ec71_8ac9b74_complex_3,-88.97,3.52,1.0,80.0,80.0
337ebab_a49ff60_ligand_1,62.37,0.65,0.59,80.0,80.0
337ebab_a49ff60_complex_1,64.01,1.18,0.77,80.0,79.0
337ebab_a49ff60_ligand_2,62.18,0.6,0.6,80.0,80.0
337ebab_a49ff60_complex_2,65.05,1.2,0.82,80.0,80.0
337ebab_a49ff60_ligand_3,63.08,0.65,0.69,80.0,80.0
337ebab_a49ff60_complex_3,51.65,7.14,1.43,80.0,80.0
9972075_a49ff60_ligand_1,76.67,0.67,0.8,79.0,80.0
9972075_a49ff60_complex_1,83.06,3.96,1.7,80.0,80.0
9972075_a49ff60_ligand_2,75.0,0.6,0.53,80.0,80.0
9972075_a49ff60_complex_2,82.33,2.22,2.07,80.0,80.0
9972075_a49ff60_ligand_3,76.72,0.77,0.71,80.0,80.0
9972075_a49ff60_complex_3,81.18,2.43,3.74,80.0,80.0
932532b_a49ff60_ligand_1,-10.79,0.39,0.38,80.0,80.0
932532b_a49ff60_complex_1,-10.16,0.9,0.84,80.0,80.0
932532b_a49ff60_ligand_2,-11.05,0.36,0.39,79.0,80.0
932532b_a49ff60_complex_2,-11.88,0.49,0.55,80.0,80.0
932532b_a49ff60_ligand_3,-11.3,0.4,0.39,80.0,80.0
932532b_a49ff60_complex_3,-8.9,0.68,0.63,80.0,80.0
337ebab_9972075_ligand_1,-13.58,0.88,0.92,79.0,80.0
337ebab_9972075_complex_1,-17.77,13.9,1.43,80.0,80.0
337ebab_9972075_ligand_2,-16.5,1.12,1.21,79.0,80.0
337ebab_9972075_complex_2,-18.91,3.64,3.01,80.0,80.0
337ebab_9972075_ligand_3,-16.53,1.01,0.77,80.0,80.0
337ebab_9972075_complex_3,-25.29,9.88,2.6,79.0,80.0
d196d56_e36e8ac_ligand_1,115.48,1.04,0.88,80.0,80.0
d196d56_e36e8ac_complex_1,119.56,1.4,1.74,80.0,80.0
d196d56_e36e8ac_ligand_2,118.69,1.37,1.31,80.0,80.0
d196d56_e36e8ac_complex_2,122.55,2.13,1.21,80.0,80.0
d196d56_e36e8ac_ligand_3,115.61,1.01,0.85,80.0,80.0
d196d56_e36e8ac_complex_3,117.46,2.03,1.74,80.0,80.0
8ac9b74_e36e8ac_ligand_1,12.03,1.73,1.97,80.0,80.0
8ac9b74_e36e8ac_complex_1,11.83,1.35,0.65,80.0,80.0
8ac9b74_e36e8ac_ligand_2,9.98,1.64,1.42,80.0,79.0
8ac9b74_e36e8ac_complex_2,12.19,1.15,1.23,80.0,80.0
8ac9b74_e36e8ac_ligand_3,8.28,2.62,1.23,80.0,80.0
8ac9b74_e36e8ac_complex_3,11.42,1.29,1.01,80.0,80.0
0681973_e36e8ac_ligand_1,8.74,0.43,0.46,80.0,80.0
0681973_e36e8ac_complex_1,0.71,0.67,0.67,80.0,80.0
0681973_e36e8ac_ligand_2,8.79,0.38,0.41,80.0,80.0
0681973_e36e8ac_complex_2,3.4,0.77,1.04,79.0,79.0
0681973_e36e8ac_ligand_3,8.58,0.47,0.42,80.0,80.0
0681973_e36e8ac_complex_3,3.02,0.78,0.63,80.0,80.0
06c56c5_31ea4ce_ligand_1,-31.92,1.16,1.46,80.0,80.0
06c56c5_31ea4ce_complex_1,-36.44,0.64,0.45,80.0,80.0
06c56c5_31ea4ce_ligand_2,-30.1,1.18,1.31,80.0,80.0
06c56c5_31ea4ce_complex_2,-41.3,0.53,0.52,80.0,80.0
06c56c5_31ea4ce_ligand_3,-29.61,1.39,1.74,80.0,80.0
06c56c5_31ea4ce_complex_3,-40.51,0.71,0.58,79.0,80.0
31ea4ce_67d7385_ligand_1,-58.95,0.25,0.28,79.0,80.0
31ea4ce_67d7385_complex_1,-55.36,0.27,0.24,80.0,80.0
31ea4ce_67d7385_ligand_2,-58.57,0.21,0.22,79.0,80.0
31ea4ce_67d7385_complex_2,-58.77,0.2,0.21,80.0,80.0
31ea4ce_67d7385_ligand_3,-58.63,0.23,0.21,80.0,80.0
31ea4ce_67d7385_complex_3,-55.69,0.37,0.24,80.0,80.0
0681973_67d7385_ligand_1,-133.73,0.56,0.51,80.0,80.0
0681973_67d7385_complex_1,-154.51,0.9,0.96,80.0,80.0
0681973_67d7385_ligand_2,-133.6,0.72,0.68,80.0,80.0
0681973_67d7385_complex_2,-158.64,1.38,0.75,80.0,80.0
0681973_67d7385_ligand_3,-132.62,0.51,0.45,80.0,80.0
0681973_67d7385_complex_3,-157.44,0.8,0.81,80.0,80.0
396f6c0_c43895d_ligand_1,-101.3,0.84,0.93,80.0,79.0
396f6c0_c43895d_complex_1,-111.71,1.16,1.31,80.0,80.0
396f6c0_c43895d_ligand_2,-99.75,0.8,0.82,80.0,80.0
396f6c0_c43895d_complex_2,-106.82,1.85,1.54,80.0,80.0
396f6c0_c43895d_ligand_3,-104.58,0.98,1.19,80.0,80.0
396f6c0_c43895d_complex_3,-109.34,1.51,1.36,80.0,80.0
6eaede8_932532b_ligand_1,396.72,0.72,0.59,80.0,80.0
6eaede8_932532b_complex_1,395.77,1.54,1.41,80.0,80.0
6eaede8_932532b_ligand_2,397.08,0.74,0.73,80.0,80.0
6eaede8_932532b_complex_2,394.46,1.32,1.17,80.0,80.0
6eaede8_932532b_ligand_3,396.07,0.76,0.79,80.0,80.0
6eaede8_932532b_complex_3,398.6,1.22,1.3,80.0,80.0
6eaede8_bc7848a_ligand_1,267.82,0.8,0.71,80.0,80.0
6eaede8_bc7848a_complex_1,270.41,2.82,1.65,80.0,80.0
6eaede8_bc7848a_ligand_2,268.8,0.84,0.79,80.0,80.0
6eaede8_bc7848a_complex_2,266.77,3.5,1.16,80.0,80.0
6eaede8_bc7848a_ligand_3,267.65,0.87,0.79,80.0,80.0
6eaede8_bc7848a_complex_3,274.77,2.44,1.4,80.0,80.0
c6946e5_ec190fe_ligand,4.323333333333333,0.5956077118445383,0.6352442042020534,,
c6946e5_ec190fe_complex,6.640000000000001,0.7278213489673169,0.6869067794156531,,
2e7d67a_c6946e5_ligand,127.58999999999999,0.21706601742250442,0.22261177690226877,,
2e7d67a_c6946e5_complex,125.78000000000002,2.3145959276311547,2.2874505587421288,,
a49ff60_c6946e5_ligand,-25.843333333333334,0.20559269157166388,0.20736953719260784,,
a49ff60_c6946e5_complex,-29.400000000000002,0.5990401933968413,0.5815954761692643,,
67d7385_c6946e5_ligand,33.0,0.6693035235921065,0.6294746688981957,,
67d7385_c6946e5_complex,24.19333333333333,0.9753360154595949,0.9821232918269834,,
06fb0e5_2e7d67a_ligand,-193.04,1.2941023513971095,1.156827804428356,,
06fb0e5_2e7d67a_complex,-191.38,2.2538831352795783,2.1591727943356935,,
06fb0e5_3cb0917_ligand,-556.7933333333334,0.27100871172621804,0.2567328328580109,,
06fb0e5_3cb0917_complex,-555.9233333333333,0.6819969763697319,0.6646115790081875,,
3cb0917_ec190fe_ligand,498.25333333333333,0.7688773452696228,0.7797410145661152,,
3cb0917_ec190fe_complex,488.3933333333334,1.199353844699713,1.2488025443622317,,
ec190fe_f895b60_ligand,-54.93333333333334,0.44936736648872233,0.4356329308959625,,
ec190fe_f895b60_complex,-57.88,1.5811063955107822,1.4091776223066792,,
06c56c5_ec190fe_ligand,-53.25,0.20353721976295677,0.19668183347754997,,
06c56c5_ec190fe_complex,-50.806666666666665,1.4054001636819335,1.3316998995085023,,
396f6c0_ec190fe_ligand,440.13000000000005,0.4902551775361783,0.48902139585252197,,
396f6c0_ec190fe_complex,443.67333333333335,0.6867102104092063,0.7114630501904112,,
932532b_ec190fe_ligand,-31.69,0.2369253300402477,0.23408614021771823,,
932532b_ec190fe_complex,-30.53666666666666,0.9337322529177916,0.9107648295143043,,
bc7848a_ec190fe_ligand,96.21,1.0935497368377174,1.0408201589299895,,
bc7848a_ec190fe_complex,93.76666666666667,1.3354055546237888,1.3082274411050674,,
2e7d67a_9e11dad_ligand,177.86333333333332,0.911165275467555,0.9367767250483701,,
2e7d67a_9e11dad_complex,185.74666666666667,1.8885470813259315,1.8837442502197823,,
2e7d67a_dd057b1_ligand,150.37,0.5141476361353804,0.47670266312418214,,
2e7d67a_dd057b1_complex,150.14,6.683779943925094,6.569211693844179,,
151d931_2e7d67a_ligand,-52.326666666666675,0.18101278411556562,0.19737106171447055,,
151d931_2e7d67a_complex,-54.10333333333333,0.7447818496024596,0.7506943416558679,,
2e7d67a_a49ff60_ligand,153.51666666666668,0.26531901110164335,0.2765462715347742,,
2e7d67a_a49ff60_complex,153.38333333333333,1.6045456419193918,1.609463617621462,,
9e11dad_dd057b1_ligand,-25.14,1.1583598891009719,1.1314598206000133,,
9e11dad_dd057b1_complex,-22.77,3.469981199313355,2.9415520689546555,,
3a5ec71_9e11dad_ligand,-136.17333333333332,1.2443098944581243,1.308018656492369,,
3a5ec71_9e11dad_complex,-134.66666666666666,3.972480721944356,1.7419095194193073,,
b2917d9_d363fad_ligand,-184.1,0.6814224626488214,0.674474391002996,,
