,val,err_analyt,err_boot,framesA,framesB
161113a_18bf4d8_complex_1,57.09,1.36,1.39,80.0,80.0
161113a_18bf4d8_ligand_1,58.26,0.61,0.53,80.0,80.0
161113a_18bf4d8_complex_2,52.21,1.32,1.42,80.0,80.0
161113a_18bf4d8_ligand_2,53.67,0.78,0.73,80.0,80.0
161113a_18bf4d8_complex_3,57.72,0.97,0.52,80.0,80.0
161113a_18bf4d8_ligand_3,53.79,0.79,0.58,80.0,80.0
72c2cd4_c804203_complex_1,-258.34,1.54,2.04,80.0,80.0
72c2cd4_c804203_ligand_1,-259.25,0.73,0.74,80.0,80.0
72c2cd4_c804203_complex_2,-258.3,1.42,1.67,80.0,80.0
72c2cd4_c804203_ligand_2,-253.07,1.7,0.79,80.0,80.0
72c2cd4_c804203_complex_3,-262.27,1.11,0.89,80.0,80.0
72c2cd4_c804203_ligand_3,-254.65,1.35,1.43,80.0,80.0
72c2cd4_a500639_complex_1,-31.9,0.33,0.38,80.0,80.0
72c2cd4_a500639_ligand_1,-32.78,0.25,0.29,80.0,80.0
72c2cd4_a500639_complex_2,-30.59,0.27,0.27,80.0,80.0
72c2cd4_a500639_ligand_2,-33.09,0.25,0.22,80.0,80.0
72c2cd4_a500639_complex_3,-32.79,0.28,0.25,80.0,80.0
72c2cd4_a500639_ligand_3,-33.12,0.25,0.25,80.0,80.0
72c2cd4_daf354b_complex_1,67.55,1.68,0.9,80.0,80.0
72c2cd4_daf354b_ligand_1,68.5,0.79,0.62,80.0,80.0
72c2cd4_daf354b_complex_2,68.32,1.24,1.06,80.0,80.0
72c2cd4_daf354b_ligand_2,71.97,0.44,0.45,80.0,80.0
72c2cd4_daf354b_complex_3,68.35,2.35,1.91,80.0,80.0
72c2cd4_daf354b_ligand_3,68.64,0.66,0.62,80.0,80.0
384fdc8_76bf269_complex_1,-94.29,0.42,0.4,80.0,80.0
384fdc8_76bf269_ligand_1,-97.28,0.35,0.38,80.0,80.0
384fdc8_76bf269_complex_2,-99.98,0.77,0.52,80.0,80.0
384fdc8_76bf269_ligand_2,-98.82,0.38,0.38,80.0,80.0
384fdc8_76bf269_complex_3,-95.85,0.43,0.49,80.0,80.0
384fdc8_76bf269_ligand_3,-97.95,0.38,0.4,80.0,80.0
59b1e4b_76bf269_complex_1,-82.36,0.48,0.49,80.0,80.0
59b1e4b_76bf269_ligand_1,-81.44,0.31,0.37,80.0,80.0
59b1e4b_76bf269_complex_2,-81.4,0.79,0.6,80.0,80.0
59b1e4b_76bf269_ligand_2,-82.3,0.32,0.31,80.0,80.0
59b1e4b_76bf269_complex_3,-83.05,0.64,0.58,80.0,80.0
59b1e4b_76bf269_ligand_3,-82.06,0.29,0.31,80.0,80.0
5f80774_84482d0_complex_1,217.31,1.19,1.06,80.0,80.0
5f80774_84482d0_ligand_1,211.95,0.84,0.87,80.0,80.0
5f80774_84482d0_complex_2,218.89,1.24,1.4,80.0,80.0
5f80774_84482d0_ligand_2,213.92,0.65,0.69,80.0,80.0
5f80774_84482d0_complex_3,225.07,1.15,1.14,80.0,80.0
5f80774_84482d0_ligand_3,208.34,1.07,0.8,80.0,80.0
56d0bad_f268661_complex_1,-50.26,0.39,0.41,80.0,80.0
56d0bad_f268661_ligand_1,-49.47,0.57,0.49,80.0,80.0
56d0bad_f268661_complex_2,-47.01,0.42,0.45,80.0,80.0
56d0bad_f268661_ligand_2,-49.87,0.55,0.57,80.0,80.0
56d0bad_f268661_complex_3,-48.14,0.48,0.48,80.0,80.0
56d0bad_f268661_ligand_3,-49.54,0.55,0.44,80.0,80.0
56d0bad_f7adc8e_complex_1,-196.26,0.54,0.51,80.0,80.0
56d0bad_f7adc8e_ligand_1,-200.48,0.45,0.49,80.0,80.0
56d0bad_f7adc8e_complex_2,-195.9,0.52,0.55,80.0,80.0
56d0bad_f7adc8e_ligand_2,-200.05,0.47,0.41,80.0,80.0
56d0bad_f7adc8e_complex_3,-197.2,0.98,0.46,80.0,80.0
56d0bad_f7adc8e_ligand_3,-199.71,0.45,0.45,80.0,80.0
56d0bad_be092cb_complex_1,-91.86,0.43,0.51,80.0,80.0
56d0bad_be092cb_ligand_1,-92.91,0.53,0.54,80.0,80.0
56d0bad_be092cb_complex_2,-91.89,0.64,0.47,80.0,80.0
56d0bad_be092cb_ligand_2,-93.48,0.58,0.47,80.0,80.0
56d0bad_be092cb_complex_3,-91.69,0.59,0.61,80.0,80.0
56d0bad_be092cb_ligand_3,-92.57,0.55,0.53,80.0,80.0
f7bb716_fe2f25d_complex_1,27.44,1.02,0.86,80.0,80.0
f7bb716_fe2f25d_ligand_1,10.03,0.32,0.26,80.0,80.0
f7bb716_fe2f25d_complex_2,24.02,1.22,0.92,80.0,80.0
f7bb716_fe2f25d_ligand_2,10.55,0.33,0.29,80.0,80.0
f7bb716_fe2f25d_complex_3,30.57,1.54,0.63,80.0,80.0
f7bb716_fe2f25d_ligand_3,10.46,0.35,0.4,80.0,80.0
a500639_f7bb716_complex_1,-150.5,2.22,0.68,80.0,80.0
a500639_f7bb716_ligand_1,-142.86,0.6,0.56,80.0,80.0
a500639_f7bb716_complex_2,-144.48,2.39,3.09,80.0,80.0
a500639_f7bb716_ligand_2,-141.34,0.51,0.66,80.0,80.0
a500639_f7bb716_complex_3,-150.17,10.33,1.2,80.0,80.0
a500639_f7bb716_ligand_3,-142.65,0.51,0.53,80.0,80.0
9352ea3_a500639_complex_1,14.36,1.42,0.85,80.0,80.0
9352ea3_a500639_ligand_1,4.85,0.72,0.72,80.0,80.0
9352ea3_a500639_complex_2,8.0,0.84,0.88,80.0,80.0
9352ea3_a500639_ligand_2,5.95,0.77,0.69,80.0,80.0
9352ea3_a500639_complex_3,7.38,1.15,1.48,80.0,80.0
9352ea3_a500639_ligand_3,3.86,0.78,0.74,80.0,80.0
357d2c4_c804203_complex_1,-93.37,0.82,0.65,80.0,80.0
357d2c4_c804203_ligand_1,-92.72,0.29,0.35,80.0,80.0
357d2c4_c804203_complex_2,-89.22,0.88,0.63,80.0,80.0
357d2c4_c804203_ligand_2,-92.28,0.3,0.28,80.0,80.0
357d2c4_c804203_complex_3,-93.64,0.65,0.58,80.0,80.0
357d2c4_c804203_ligand_3,-92.29,0.3,0.29,80.0,80.0
34ff3fd_f268661_complex_1,70.38,333.44,3.29,80.0,80.0
34ff3fd_f268661_ligand_1,67.01,0.86,0.82,80.0,80.0
34ff3fd_f268661_complex_2,75.51,450.6,1.06,80.0,80.0
34ff3fd_f268661_ligand_2,65.77,1.02,0.85,80.0,80.0
34ff3fd_f268661_complex_3,67.13,45.23,3.99,80.0,80.0
34ff3fd_f268661_ligand_3,66.48,0.82,0.84,80.0,80.0
34ff3fd_7b29e79_complex_1,170.03,4.02,1.22,80.0,80.0
34ff3fd_7b29e79_ligand_1,168.32,2.06,1.79,80.0,80.0
34ff3fd_7b29e79_complex_2,162.59,5.01,1.21,80.0,80.0
34ff3fd_7b29e79_ligand_2,180.65,0.56,0.57,80.0,80.0
34ff3fd_7b29e79_complex_3,175.71,2.04,1.18,80.0,80.0
34ff3fd_7b29e79_ligand_3,169.76,1.8,0.79,80.0,80.0
1e0ef00_34ff3fd_complex_1,-48.4,0.58,0.61,80.0,80.0
1e0ef00_34ff3fd_ligand_1,-48.76,1.26,0.84,80.0,80.0
1e0ef00_34ff3fd_complex_2,-43.71,0.68,0.5,80.0,80.0
1e0ef00_34ff3fd_ligand_2,-48.48,1.2,0.82,80.0,80.0
1e0ef00_34ff3fd_complex_3,-44.1,0.81,0.74,80.0,80.0
1e0ef00_34ff3fd_ligand_3,-48.57,1.36,0.93,80.0,80.0
0cd00d5_34ff3fd_complex_1,-68.44,2.1,1.55,80.0,80.0
0cd00d5_34ff3fd_ligand_1,-50.33,0.69,0.52,80.0,80.0
0cd00d5_34ff3fd_complex_2,-58.54,4.26,1.77,80.0,80.0
0cd00d5_34ff3fd_ligand_2,-53.29,0.41,0.37,80.0,80.0
0cd00d5_34ff3fd_complex_3,-49.11,55.56,1.08,80.0,80.0
0cd00d5_34ff3fd_ligand_3,-47.34,1.22,1.15,80.0,80.0
34ff3fd_dd52b02_complex_1,184.66,1.77,1.18,80.0,80.0
34ff3fd_dd52b02_ligand_1,184.14,3.26,0.91,80.0,80.0
34ff3fd_dd52b02_complex_2,193.91,1.31,1.17,80.0,80.0
34ff3fd_dd52b02_ligand_2,192.64,1.06,0.84,80.0,80.0
34ff3fd_dd52b02_complex_3,190.39,1.93,1.56,80.0,80.0
34ff3fd_dd52b02_ligand_3,192.5,1.62,1.23,80.0,80.0
34ff3fd_384fdc8_complex_1,223.68,3.46,0.86,80.0,80.0
34ff3fd_384fdc8_ligand_1,227.26,0.87,0.54,80.0,80.0
34ff3fd_384fdc8_complex_2,222.74,6.63,0.71,80.0,80.0
34ff3fd_384fdc8_ligand_2,229.84,0.62,0.56,80.0,80.0
34ff3fd_384fdc8_complex_3,225.18,5.25,1.32,80.0,80.0
34ff3fd_384fdc8_ligand_3,227.46,0.83,0.83,80.0,80.0
34ff3fd_dac4e5a_complex_1,259.82,3.06,0.95,80.0,80.0
34ff3fd_dac4e5a_ligand_1,258.45,1.22,0.84,80.0,80.0
34ff3fd_dac4e5a_complex_2,260.0,1.56,1.74,80.0,80.0
34ff3fd_dac4e5a_ligand_2,265.48,0.81,0.86,80.0,80.0
34ff3fd_dac4e5a_complex_3,267.52,1.22,1.22,80.0,80.0
34ff3fd_dac4e5a_ligand_3,263.17,0.79,0.85,80.0,80.0
5295938_7871a46_complex_1,-74.65,0.45,0.48,80.0,80.0
5295938_7871a46_ligand_1,-77.88,0.55,0.54,80.0,80.0
5295938_7871a46_complex_2,-76.16,0.41,0.44,80.0,80.0
5295938_7871a46_ligand_2,-76.43,0.55,0.49,80.0,80.0
5295938_7871a46_complex_3,-74.11,0.5,0.44,80.0,80.0
5295938_7871a46_ligand_3,-78.18,0.54,0.52,80.0,80.0
1e0ef00_5295938_complex_1,94.97,0.49,0.58,80.0,80.0
1e0ef00_5295938_ligand_1,96.73,0.31,0.32,80.0,80.0
1e0ef00_5295938_complex_2,84.73,1.07,0.58,80.0,80.0
1e0ef00_5295938_ligand_2,96.76,0.29,0.32,80.0,80.0
1e0ef00_5295938_complex_3,93.51,0.52,0.46,80.0,80.0
1e0ef00_5295938_ligand_3,94.15,0.47,0.45,80.0,80.0
1894d2d_74dff08_complex_1,120.97,3.95,3.97,80.0,80.0
1894d2d_74dff08_ligand_1,115.8,0.74,0.67,80.0,80.0
1894d2d_74dff08_complex_2,114.35,1.57,1.06,80.0,80.0
1894d2d_74dff08_ligand_2,115.16,0.88,0.66,80.0,80.0
1894d2d_74dff08_complex_3,128.74,3.5,1.76,80.0,80.0
1894d2d_74dff08_ligand_3,116.16,0.84,0.79,80.0,80.0
74dff08_d5921af_complex_1,30.9,4.25,1.74,80.0,80.0
74dff08_d5921af_ligand_1,43.71,0.54,0.51,80.0,80.0
74dff08_d5921af_complex_2,34.33,2.01,1.53,80.0,80.0
74dff08_d5921af_ligand_2,43.61,0.53,0.49,80.0,80.0
74dff08_d5921af_complex_3,37.62,2.78,0.95,80.0,80.0
74dff08_d5921af_ligand_3,43.02,0.47,0.51,80.0,80.0
1894d2d_978b75e_complex_1,110.73,0.92,0.79,80.0,80.0
1894d2d_978b75e_ligand_1,106.85,0.42,0.39,80.0,80.0
1894d2d_978b75e_complex_2,105.54,0.99,0.88,80.0,80.0
1894d2d_978b75e_ligand_2,106.91,0.47,0.53,80.0,80.0
1894d2d_978b75e_complex_3,105.63,1.08,0.85,80.0,80.0
1894d2d_978b75e_ligand_3,106.62,0.45,0.43,80.0,80.0
1894d2d_3df1621_complex_1,-553.82,1.78,1.14,80.0,80.0
1894d2d_3df1621_ligand_1,-554.19,0.96,0.9,80.0,80.0
1894d2d_3df1621_complex_2,-557.56,1.76,1.62,80.0,80.0
1894d2d_3df1621_ligand_2,-553.49,0.93,0.9,80.0,80.0
1894d2d_3df1621_complex_3,-558.09,3.87,1.27,80.0,80.0
1894d2d_3df1621_ligand_3,-554.0,0.85,0.84,80.0,80.0
5b53f67_84482d0_complex_1,101.97,1.12,1.38,80.0,80.0
5b53f67_84482d0_ligand_1,95.91,0.5,0.48,80.0,80.0
5b53f67_84482d0_complex_2,102.82,1.59,1.14,80.0,80.0
5b53f67_84482d0_ligand_2,91.66,0.81,0.63,80.0,80.0
5b53f67_84482d0_complex_3,99.33,2.97,2.42,80.0,80.0
5b53f67_84482d0_ligand_3,90.65,1.01,1.07,80.0,80.0
384fdc8_84482d0_complex_1,-5.16,0.72,0.67,80.0,80.0
384fdc8_84482d0_ligand_1,-11.74,0.31,0.35,80.0,80.0
384fdc8_84482d0_complex_2,-9.53,0.76,0.68,80.0,80.0
384fdc8_84482d0_ligand_2,-11.38,0.28,0.28,80.0,80.0
384fdc8_84482d0_complex_3,-4.31,0.45,0.45,80.0,80.0
384fdc8_84482d0_ligand_3,-16.64,0.54,0.35,80.0,80.0
357d2c4_84482d0_complex_1,201.14,10.77,1.07,80.0,80.0
357d2c4_84482d0_ligand_1,198.3,1.11,0.63,80.0,80.0
357d2c4_84482d0_complex_2,190.05,2.69,4.23,80.0,80.0
357d2c4_84482d0_ligand_2,203.09,0.67,0.54,80.0,80.0
357d2c4_84482d0_complex_3,203.2,2.93,3.19,80.0,80.0
357d2c4_84482d0_ligand_3,201.53,0.77,0.78,80.0,80.0
d2c5ae3_fadb8a6_complex_1,-78.3,3.33,0.63,80.0,80.0
d2c5ae3_fadb8a6_ligand_1,-64.81,0.6,0.8,80.0,80.0
d2c5ae3_fadb8a6_complex_2,-72.48,1.26,1.29,80.0,80.0
d2c5ae3_fadb8a6_ligand_2,-64.28,0.53,0.57,80.0,80.0
d2c5ae3_fadb8a6_complex_3,-77.63,2.13,1.33,80.0,80.0
d2c5ae3_fadb8a6_ligand_3,-63.98,0.51,0.52,80.0,80.0
357d2c4_d2c5ae3_complex_1,49.27,1.12,0.92,80.0,80.0
357d2c4_d2c5ae3_ligand_1,48.61,0.43,0.32,80.0,80.0
357d2c4_d2c5ae3_complex_2,52.86,0.97,0.69,80.0,80.0
357d2c4_d2c5ae3_ligand_2,51.64,0.32,0.35,80.0,80.0
357d2c4_d2c5ae3_complex_3,53.02,0.83,0.5,80.0,80.0
357d2c4_d2c5ae3_ligand_3,51.56,0.33,0.33,80.0,80.0
d2c5ae3_dac4e5a_complex_1,189.57,2.31,1.01,80.0,80.0
d2c5ae3_dac4e5a_ligand_1,198.69,0.63,0.7,80.0,80.0
d2c5ae3_dac4e5a_complex_2,195.31,2.31,1.8,80.0,80.0
d2c5ae3_dac4e5a_ligand_2,198.32,0.68,0.57,80.0,80.0
d2c5ae3_dac4e5a_complex_3,190.41,1.52,1.79,80.0,80.0
d2c5ae3_dac4e5a_ligand_3,198.95,0.7,0.73,80.0,80.0
d2c5ae3_fe2f25d_complex_1,-34.84,2.47,0.9,80.0,80.0
d2c5ae3_fe2f25d_ligand_1,-54.75,0.32,0.35,80.0,80.0
d2c5ae3_fe2f25d_complex_2,-35.81,3.27,0.93,80.0,80.0
d2c5ae3_fe2f25d_ligand_2,-54.55,0.33,0.36,80.0,80.0
d2c5ae3_fe2f25d_complex_3,-43.76,0.91,0.5,80.0,80.0
d2c5ae3_fe2f25d_ligand_3,-55.49,0.33,0.32,80.0,80.0
d5921af_f268661_complex_1,132.52,1.6,1.48,80.0,80.0
d5921af_f268661_ligand_1,130.11,0.45,0.37,80.0,80.0
d5921af_f268661_complex_2,130.13,1.06,0.97,80.0,80.0
d5921af_f268661_ligand_2,130.55,0.43,0.42,80.0,80.0
d5921af_f268661_complex_3,130.23,1.51,0.75,80.0,80.0
d5921af_f268661_ligand_3,130.66,0.43,0.42,80.0,80.0
7871a46_aa8f359_complex_1,-148.64,0.78,0.88,80.0,80.0
7871a46_aa8f359_ligand_1,-148.92,0.91,0.73,80.0,80.0
7871a46_aa8f359_complex_2,-147.09,0.8,0.81,80.0,80.0
7871a46_aa8f359_ligand_2,-150.65,0.88,0.83,80.0,80.0
7871a46_aa8f359_complex_3,-147.96,1.19,1.24,80.0,80.0
7871a46_aa8f359_ligand_3,-149.87,0.78,0.75,80.0,80.0
2de79b1_7871a46_complex_1,-133.02,1.08,0.76,80.0,80.0
2de79b1_7871a46_ligand_1,-125.63,0.66,0.52,80.0,80.0
2de79b1_7871a46_complex_2,-126.11,1.37,1.05,80.0,80.0
2de79b1_7871a46_ligand_2,-129.64,0.41,0.45,80.0,80.0
2de79b1_7871a46_complex_3,-129.92,5.41,0.76,80.0,80.0
2de79b1_7871a46_ligand_3,-126.69,0.68,0.5,80.0,80.0
7871a46_a500639_complex_1,36.29,0.32,0.35,80.0,80.0
7871a46_a500639_ligand_1,35.17,0.56,0.62,80.0,80.0
7871a46_a500639_complex_2,37.21,0.36,0.36,80.0,80.0
7871a46_a500639_ligand_2,34.65,0.51,0.53,80.0,80.0
7871a46_a500639_complex_3,43.68,1.45,0.75,80.0,80.0
7871a46_a500639_ligand_3,35.15,0.49,0.53,80.0,80.0
7871a46_a3705ce_complex_1,-533.9,1.5,1.36,80.0,80.0
7871a46_a3705ce_ligand_1,-535.39,0.61,0.61,80.0,80.0
7871a46_a3705ce_complex_2,-533.62,1.5,1.01,80.0,80.0
7871a46_a3705ce_ligand_2,-532.02,0.95,0.74,80.0,80.0
7871a46_a3705ce_complex_3,-532.44,1.11,1.58,80.0,80.0
7871a46_a3705ce_ligand_3,-537.3,0.64,1.08,80.0,80.0
5b53f67_a500639_complex_1,31.1,1.16,0.88,80.0,80.0
5b53f67_a500639_ligand_1,25.11,0.47,0.54,80.0,80.0
5b53f67_a500639_complex_2,28.41,0.74,0.76,80.0,80.0
5b53f67_a500639_ligand_2,24.68,0.46,0.41,80.0,80.0
5b53f67_a500639_complex_3,32.57,0.86,0.91,80.0,80.0
5b53f67_a500639_ligand_3,23.57,0.47,0.55,80.0,80.0
a500639_aa8f359_complex_1,-184.64,0.79,0.78,80.0,80.0
a500639_aa8f359_ligand_1,-184.54,0.78,0.95,80.0,80.0
a500639_aa8f359_complex_2,-184.2,1.31,1.66,80.0,80.0
a500639_aa8f359_ligand_2,-185.08,0.87,0.9,80.0,80.0
a500639_aa8f359_complex_3,-173.62,5.59,1.02,80.0,80.0
a500639_aa8f359_ligand_3,-182.95,0.96,1.17,80.0,80.0
7b29e79_dd52b02_complex_1,24.55,0.58,0.38,80.0,80.0
7b29e79_dd52b02_ligand_1,21.29,0.23,0.2,80.0,80.0
7b29e79_dd52b02_complex_2,27.12,0.39,0.43,80.0,80.0
7b29e79_dd52b02_ligand_2,21.27,0.26,0.3,80.0,80.0
7b29e79_dd52b02_complex_3,27.39,0.52,0.37,80.0,80.0
7b29e79_dd52b02_ligand_3,21.05,0.27,0.29,80.0,80.0
384fdc8_7b29e79_complex_1,-60.98,0.24,0.23,80.0,80.0
384fdc8_7b29e79_ligand_1,-58.57,0.45,0.48,80.0,80.0
384fdc8_7b29e79_complex_2,-61.49,0.25,0.28,80.0,80.0
384fdc8_7b29e79_ligand_2,-57.28,0.54,0.52,80.0,80.0
384fdc8_7b29e79_complex_3,-60.13,0.25,0.24,80.0,80.0
384fdc8_7b29e79_ligand_3,-58.57,0.47,0.44,80.0,80.0
0cd00d5_fadb8a6_complex_1,-78.92,9.1,3.65,80.0,80.0
0cd00d5_fadb8a6_ligand_1,-54.46,1.09,1.29,80.0,80.0
0cd00d5_fadb8a6_complex_2,-94.82,4.65,2.97,80.0,80.0
0cd00d5_fadb8a6_ligand_2,-54.78,1.01,1.05,80.0,80.0
0cd00d5_fadb8a6_complex_3,-48.27,33747.75,4.22,80.0,80.0
0cd00d5_fadb8a6_ligand_3,-51.63,1.08,1.28,80.0,80.0
357d2c4_dd52b02_complex_1,181.8,1.26,1.2,80.0,80.0
357d2c4_dd52b02_ligand_1,177.69,0.63,0.54,80.0,80.0
357d2c4_dd52b02_complex_2,178.89,1.21,1.29,80.0,80.0
357d2c4_dd52b02_ligand_2,176.52,0.76,0.71,80.0,80.0
357d2c4_dd52b02_complex_3,183.99,0.89,0.73,80.0,80.0
357d2c4_dd52b02_ligand_3,179.56,0.63,0.68,80.0,80.0
59b1e4b_dd52b02_complex_1,-19.04,0.68,0.71,80.0,80.0
59b1e4b_dd52b02_ligand_1,-16.51,0.71,0.48,80.0,80.0
59b1e4b_dd52b02_complex_2,-18.14,0.73,0.76,80.0,80.0
59b1e4b_dd52b02_ligand_2,-18.72,0.59,0.49,80.0,80.0
59b1e4b_dd52b02_complex_3,-16.27,0.74,0.67,80.0,80.0
59b1e4b_dd52b02_ligand_3,-22.21,0.37,0.4,80.0,80.0
18bf4d8_dd52b02_complex_1,-46.32,1.63,1.02,80.0,80.0
18bf4d8_dd52b02_ligand_1,-52.77,0.79,0.72,80.0,80.0
18bf4d8_dd52b02_complex_2,-48.67,1.03,1.04,80.0,80.0
18bf4d8_dd52b02_ligand_2,-53.58,0.63,0.67,80.0,80.0
18bf4d8_dd52b02_complex_3,-45.35,1.05,0.96,80.0,80.0
18bf4d8_dd52b02_ligand_3,-54.0,0.67,0.59,80.0,80.0
72eb1aa_dd52b02_complex_1,-92.09,1.92,2.23,80.0,80.0
72eb1aa_dd52b02_ligand_1,-101.84,0.59,0.69,80.0,80.0
72eb1aa_dd52b02_complex_2,-98.84,0.78,0.8,80.0,80.0
72eb1aa_dd52b02_ligand_2,-104.04,0.73,0.69,80.0,80.0
72eb1aa_dd52b02_complex_3,-97.69,0.94,0.82,80.0,80.0
72eb1aa_dd52b02_ligand_3,-101.95,0.84,0.7,80.0,80.0
29c36fb_dd52b02_complex_1,-26.41,2.65,1.02,80.0,80.0
29c36fb_dd52b02_ligand_1,-28.09,0.77,0.86,80.0,80.0
29c36fb_dd52b02_complex_2,-13.04,1.62,1.63,80.0,80.0
29c36fb_dd52b02_ligand_2,-20.77,1.34,0.76,80.0,80.0
29c36fb_dd52b02_complex_3,-19.16,1.57,1.64,80.0,80.0
29c36fb_dd52b02_ligand_3,-27.18,0.7,0.67,80.0,80.0
978b75e_d5921af_complex_1,54.87,0.47,0.53,80.0,80.0
978b75e_d5921af_ligand_1,59.41,0.38,0.36,80.0,80.0
978b75e_d5921af_complex_2,58.47,0.45,0.47,80.0,80.0
978b75e_d5921af_ligand_2,58.99,0.36,0.39,80.0,80.0
978b75e_d5921af_complex_3,57.12,0.53,0.5,80.0,80.0
978b75e_d5921af_ligand_3,58.97,0.34,0.36,80.0,80.0
978b75e_d18e974_complex_1,41.46,64.57,1.03,80.0,80.0
978b75e_d18e974_ligand_1,26.89,0.89,0.77,80.0,80.0
978b75e_d18e974_complex_2,43.71,18.94,2.15,80.0,80.0
978b75e_d18e974_ligand_2,28.52,0.94,0.94,80.0,80.0
978b75e_d18e974_complex_3,39.3,12.7,1.66,80.0,80.0
978b75e_d18e974_ligand_3,28.1,0.74,0.68,80.0,80.0
be092cb_d5921af_complex_1,-98.08,0.68,0.75,80.0,80.0
be092cb_d5921af_ligand_1,-98.88,0.4,0.38,80.0,80.0
be092cb_d5921af_complex_2,-95.13,1.01,0.6,80.0,80.0
be092cb_d5921af_ligand_2,-98.22,0.39,0.32,80.0,80.0
be092cb_d5921af_complex_3,-102.48,1.09,0.74,80.0,80.0
be092cb_d5921af_ligand_3,-99.06,0.39,0.42,80.0,80.0
a500639_f7adc8e_complex_1,-238.35,27.55,4.37,80.0,80.0
a500639_f7adc8e_ligand_1,-239.52,0.98,1.2,80.0,80.0
a500639_f7adc8e_complex_2,-245.71,87.43,2.16,80.0,80.0
a500639_f7adc8e_ligand_2,-238.98,1.04,1.26,80.0,80.0
a500639_f7adc8e_complex_3,-260.34,67.53,1.71,80.0,80.0
a500639_f7adc8e_ligand_3,-240.06,1.09,1.14,80.0,80.0
384fdc8_be092cb_complex_1,-201.9,38.18,1.83,80.0,80.0
384fdc8_be092cb_ligand_1,-176.91,0.97,0.85,80.0,80.0
384fdc8_be092cb_complex_2,-176.42,67.94,3.37,80.0,80.0
384fdc8_be092cb_ligand_2,-178.74,1.2,0.88,80.0,80.0
384fdc8_be092cb_complex_3,-205.27,3.32,6.67,80.0,80.0
