,val,err_analyt,err_boot,framesA,framesB
81ac7ee_a903013_complex_2,-65.57,1.4,0.97,79.0,79.0
81ac7ee_a903013_ligand_2,-58.88,0.65,0.65,78.0,79.0
81ac7ee_a903013_complex_3,-69.72,1.0,1.04,79.0,79.0
81ac7ee_a903013_ligand_3,-59.07,0.59,0.52,78.0,79.0
1a849ad_2d91a20_complex_1,-69.16,0.82,0.65,79.0,79.0
1a849ad_2d91a20_ligand_1,-74.71,0.3,0.33,79.0,79.0
1a849ad_2d91a20_complex_2,-70.91,0.71,0.64,79.0,78.0
1a849ad_2d91a20_ligand_2,-74.69,0.3,0.33,79.0,78.0
1a849ad_2d91a20_complex_3,-74.62,0.77,0.5,79.0,79.0
1a849ad_2d91a20_ligand_3,-74.54,0.29,0.32,79.0,79.0
1a849ad_2bb0d13_complex_1,-47.45,0.8,0.57,79.0,79.0
1a849ad_2bb0d13_ligand_1,-46.04,0.57,0.56,79.0,79.0
1a849ad_2bb0d13_complex_2,-47.82,0.74,0.97,79.0,79.0
1a849ad_2bb0d13_ligand_2,-45.04,0.6,0.56,79.0,79.0
1a849ad_2bb0d13_complex_3,-48.33,0.71,0.59,79.0,79.0
1a849ad_2bb0d13_ligand_3,-45.3,0.58,0.46,79.0,79.0
1a849ad_272cc87_complex_1,-97.61,0.72,0.6,79.0,79.0
1a849ad_272cc87_ligand_1,-92.88,0.61,0.63,79.0,79.0
1a849ad_272cc87_complex_2,-100.24,0.61,0.65,79.0,79.0
1a849ad_272cc87_ligand_2,-92.05,0.57,0.66,79.0,79.0
1a849ad_272cc87_complex_3,-96.24,0.58,0.65,79.0,79.0
1a849ad_272cc87_ligand_3,-93.54,0.6,0.59,79.0,79.0
1a849ad_d529b4f_complex_1,-99.79,0.81,1.25,79.0,79.0
1a849ad_d529b4f_ligand_1,-89.8,0.3,0.33,79.0,78.0
1a849ad_d529b4f_complex_2,-99.32,0.65,0.7,79.0,79.0
1a849ad_d529b4f_ligand_2,-89.75,0.27,0.28,78.0,78.0
1a849ad_d529b4f_complex_3,-93.77,0.66,0.41,79.0,79.0
1a849ad_d529b4f_ligand_3,-89.8,0.27,0.28,79.0,78.0
684785b_9b2c328_complex_1,-61.64,1.91,1.13,79.0,78.0
684785b_9b2c328_ligand_1,-71.18,0.5,0.48,79.0,79.0
684785b_9b2c328_complex_2,-63.61,2.49,1.26,79.0,79.0
684785b_9b2c328_ligand_2,-71.21,0.53,0.47,79.0,79.0
684785b_9b2c328_complex_3,-51.62,1.1,1.08,79.0,79.0
684785b_9b2c328_ligand_3,-70.6,0.58,0.59,79.0,79.0
684785b_aac0b7c_complex_1,84.82,0.34,0.35,79.0,79.0
684785b_aac0b7c_ligand_1,84.61,0.29,0.33,79.0,79.0
684785b_aac0b7c_complex_2,84.13,0.3,0.29,79.0,78.0
684785b_aac0b7c_ligand_2,85.71,0.3,0.32,79.0,79.0
684785b_aac0b7c_complex_3,85.08,0.32,0.28,79.0,79.0
684785b_aac0b7c_ligand_3,85.25,0.27,0.3,79.0,79.0
2a8e26e_684785b_complex_1,-205.36,0.72,0.53,79.0,79.0
2a8e26e_684785b_ligand_1,-205.21,0.28,0.3,79.0,79.0
2a8e26e_684785b_complex_2,-204.96,0.34,0.35,79.0,79.0
2a8e26e_684785b_ligand_2,-205.42,0.3,0.37,79.0,79.0
2a8e26e_684785b_complex_3,-206.16,0.62,0.45,79.0,79.0
2a8e26e_684785b_ligand_3,-205.3,0.32,0.33,79.0,79.0
1d02965_684785b_complex_1,-130.67,0.52,0.35,79.0,79.0
1d02965_684785b_ligand_1,-124.19,0.31,0.29,79.0,79.0
1d02965_684785b_complex_2,-134.74,0.53,0.44,79.0,79.0
1d02965_684785b_ligand_2,-124.46,0.27,0.24,79.0,79.0
1d02965_684785b_complex_3,-131.24,0.51,0.45,79.0,79.0
1d02965_684785b_ligand_3,-124.17,0.31,0.26,79.0,79.0
684785b_b7fe5cf_complex_1,192.97,0.59,0.47,79.0,79.0
684785b_b7fe5cf_ligand_1,187.89,0.34,0.3,79.0,79.0
684785b_b7fe5cf_complex_2,192.81,0.58,0.5,79.0,79.0
684785b_b7fe5cf_ligand_2,188.06,0.32,0.3,79.0,79.0
684785b_b7fe5cf_complex_3,194.47,0.71,0.61,79.0,79.0
684785b_b7fe5cf_ligand_3,187.92,0.32,0.34,79.0,79.0
684785b_7a2b4c9_complex_1,45.61,0.38,0.25,79.0,79.0
684785b_7a2b4c9_ligand_1,38.44,0.24,0.25,78.0,79.0
684785b_7a2b4c9_complex_2,46.04,0.28,0.25,79.0,79.0
684785b_7a2b4c9_ligand_2,37.84,0.25,0.24,79.0,78.0
684785b_7a2b4c9_complex_3,47.0,0.36,0.29,79.0,79.0
684785b_7a2b4c9_ligand_3,38.11,0.26,0.23,79.0,79.0
0d16094_7327eb8_complex_1,-173.74,0.38,0.4,78.0,79.0
0d16094_7327eb8_ligand_1,-171.01,0.27,0.28,79.0,79.0
0d16094_7327eb8_complex_2,-172.56,0.44,0.41,79.0,79.0
0d16094_7327eb8_ligand_2,-170.66,0.25,0.24,79.0,79.0
0d16094_7327eb8_complex_3,-172.9,0.43,0.43,79.0,79.0
0d16094_7327eb8_ligand_3,-170.98,0.26,0.29,79.0,79.0
7327eb8_fc284a2_complex_1,81.04,0.79,0.48,79.0,79.0
7327eb8_fc284a2_ligand_1,79.47,0.64,0.62,79.0,79.0
7327eb8_fc284a2_complex_2,80.58,0.82,0.66,78.0,78.0
7327eb8_fc284a2_ligand_2,78.64,0.58,0.52,79.0,79.0
7327eb8_fc284a2_complex_3,78.79,0.62,0.73,79.0,79.0
7327eb8_fc284a2_ligand_3,79.04,0.58,0.61,79.0,79.0
7327eb8_9a5e44f_complex_1,188.83,1.52,0.86,79.0,79.0
7327eb8_9a5e44f_ligand_1,190.53,0.57,0.49,79.0,79.0
7327eb8_9a5e44f_complex_2,198.27,1.28,1.19,79.0,79.0
7327eb8_9a5e44f_ligand_2,190.39,0.59,0.64,79.0,79.0
7327eb8_9a5e44f_complex_3,184.72,1.7,1.36,79.0,79.0
7327eb8_9a5e44f_ligand_3,192.59,0.56,0.47,79.0,79.0
2d91a20_aff47cb_complex_1,50.53,0.65,0.64,79.0,79.0
2d91a20_aff47cb_ligand_1,59.36,0.27,0.25,79.0,79.0
2d91a20_aff47cb_complex_2,48.59,0.61,0.59,79.0,79.0
2d91a20_aff47cb_ligand_2,59.28,0.28,0.24,79.0,79.0
2d91a20_aff47cb_complex_3,47.04,0.68,0.49,79.0,79.0
2d91a20_aff47cb_ligand_3,59.25,0.25,0.23,79.0,79.0
8f59e32_aff47cb_complex_1,-7.36,0.31,0.33,79.0,79.0
8f59e32_aff47cb_ligand_1,-2.6,0.27,0.26,79.0,79.0
8f59e32_aff47cb_complex_2,-6.96,0.53,0.44,79.0,79.0
8f59e32_aff47cb_ligand_2,-2.91,0.24,0.22,79.0,79.0
8f59e32_aff47cb_complex_3,-8.15,0.52,0.41,79.0,79.0
8f59e32_aff47cb_ligand_3,-2.89,0.26,0.27,79.0,79.0
0d16094_2d91a20_complex_1,-44.97,0.63,0.51,79.0,79.0
0d16094_2d91a20_ligand_1,-52.04,0.24,0.24,79.0,79.0
0d16094_2d91a20_complex_2,-45.78,0.53,0.53,79.0,79.0
0d16094_2d91a20_ligand_2,-51.94,0.25,0.25,79.0,79.0
0d16094_2d91a20_complex_3,-46.8,0.68,0.59,79.0,79.0
0d16094_2d91a20_ligand_3,-51.81,0.24,0.25,78.0,79.0
2d91a20_902ba3c_complex_1,102.94,3.16,0.61,79.0,79.0
2d91a20_902ba3c_ligand_1,95.89,0.42,0.42,79.0,79.0
2d91a20_902ba3c_complex_2,98.63,3.72,0.93,79.0,79.0
2d91a20_902ba3c_ligand_2,96.42,0.37,0.35,79.0,79.0
2d91a20_902ba3c_complex_3,99.46,2.48,1.41,79.0,79.0
2d91a20_902ba3c_ligand_3,96.58,0.44,0.42,79.0,79.0
2d91a20_fc284a2_complex_1,-65.71,0.55,0.52,79.0,79.0
2d91a20_fc284a2_ligand_1,-52.04,0.31,0.32,79.0,79.0
2d91a20_fc284a2_complex_2,-63.06,0.98,0.69,79.0,79.0
2d91a20_fc284a2_ligand_2,-52.48,0.3,0.3,79.0,79.0
2d91a20_fc284a2_complex_3,-62.9,1.0,0.77,79.0,79.0
2d91a20_fc284a2_ligand_3,-52.53,0.32,0.34,79.0,79.0
0d16094_5933eb5_complex_1,-35.44,0.51,0.53,79.0,79.0
0d16094_5933eb5_ligand_1,-32.04,0.28,0.29,79.0,79.0
0d16094_5933eb5_complex_2,-36.42,0.5,0.48,79.0,79.0
0d16094_5933eb5_ligand_2,-32.07,0.28,0.26,79.0,79.0
0d16094_5933eb5_complex_3,-35.31,0.42,0.39,79.0,79.0
0d16094_5933eb5_ligand_3,-32.26,0.25,0.26,79.0,79.0
0d16094_36d4625_complex_1,-74.19,0.7,0.6,79.0,79.0
0d16094_36d4625_ligand_1,-78.23,0.28,0.32,79.0,79.0
0d16094_36d4625_complex_2,-72.93,1.11,0.83,79.0,79.0
0d16094_36d4625_ligand_2,-78.37,0.28,0.24,79.0,79.0
0d16094_36d4625_complex_3,-73.97,0.68,0.65,78.0,79.0
0d16094_36d4625_ligand_3,-78.31,0.25,0.29,79.0,79.0
902ba3c_9b2c328_complex_1,-38.85,10.65,1.27,79.0,78.0
902ba3c_9b2c328_ligand_1,-39.67,0.5,0.44,79.0,79.0
902ba3c_9b2c328_complex_2,-39.56,2.32,1.82,79.0,79.0
902ba3c_9b2c328_ligand_2,-39.57,0.51,0.56,79.0,79.0
902ba3c_9b2c328_complex_3,-48.71,0.91,1.13,79.0,79.0
902ba3c_9b2c328_ligand_3,-39.68,0.47,0.44,79.0,79.0
36d4625_9b2c328_complex_1,106.63,1.26,0.85,79.0,79.0
36d4625_9b2c328_ligand_1,94.72,0.41,0.37,79.0,79.0
36d4625_9b2c328_complex_2,106.54,1.81,1.29,79.0,79.0
36d4625_9b2c328_ligand_2,94.47,0.36,0.37,79.0,79.0
36d4625_9b2c328_complex_3,106.62,1.23,1.52,79.0,79.0
36d4625_9b2c328_ligand_3,94.79,0.38,0.34,79.0,79.0
798876e_9b2c328_complex_1,-40.21,1.47,0.97,79.0,79.0
798876e_9b2c328_ligand_1,-38.52,0.43,0.4,79.0,79.0
798876e_9b2c328_complex_2,-31.75,1.12,1.02,79.0,79.0
798876e_9b2c328_ligand_2,-39.74,0.51,0.41,79.0,79.0
798876e_9b2c328_complex_3,-35.03,1.61,2.05,79.0,79.0
798876e_9b2c328_ligand_3,-38.68,0.41,0.39,79.0,79.0
7a2b4c9_9b2c328_complex_1,-99.16,1.59,1.36,79.0,79.0
7a2b4c9_9b2c328_ligand_1,-107.34,0.52,0.53,79.0,79.0
7a2b4c9_9b2c328_complex_2,-96.86,1.35,1.36,79.0,79.0
7a2b4c9_9b2c328_ligand_2,-106.96,0.48,0.55,79.0,79.0
7a2b4c9_9b2c328_complex_3,-99.2,1.82,1.8,78.0,79.0
7a2b4c9_9b2c328_ligand_3,-106.95,0.47,0.45,79.0,79.0
b8214a7_def1139_complex_1,-65.08,1.16,1.04,79.0,79.0
b8214a7_def1139_ligand_1,-64.45,0.59,0.47,79.0,79.0
b8214a7_def1139_complex_2,-67.47,1.04,1.18,79.0,79.0
b8214a7_def1139_ligand_2,-63.86,0.61,0.73,79.0,79.0
b8214a7_def1139_complex_3,-65.87,0.92,0.76,79.0,79.0
b8214a7_def1139_ligand_3,-63.94,0.54,0.59,79.0,79.0
798876e_b8214a7_complex_1,-36.74,1.18,1.52,79.0,79.0
798876e_b8214a7_ligand_1,-24.45,0.66,0.69,79.0,79.0
798876e_b8214a7_complex_2,-44.72,1.68,1.63,78.0,79.0
798876e_b8214a7_ligand_2,-22.85,0.63,0.61,79.0,79.0
798876e_b8214a7_complex_3,-39.94,1.15,0.97,79.0,79.0
798876e_b8214a7_ligand_3,-22.74,0.65,0.71,79.0,79.0
272cc87_8f59e32_complex_1,71.82,0.93,0.92,79.0,79.0
272cc87_8f59e32_ligand_1,69.91,0.63,0.55,79.0,79.0
272cc87_8f59e32_complex_2,72.93,0.96,0.81,79.0,79.0
272cc87_8f59e32_ligand_2,68.8,0.56,0.67,79.0,79.0
272cc87_8f59e32_complex_3,74.42,0.7,0.87,79.0,79.0
272cc87_8f59e32_ligand_3,69.99,0.64,0.68,79.0,79.0
7a2b4c9_aac0b7c_complex_1,41.31,0.52,0.42,79.0,79.0
7a2b4c9_aac0b7c_ligand_1,47.76,0.26,0.27,79.0,79.0
7a2b4c9_aac0b7c_complex_2,40.06,0.51,0.51,79.0,79.0
7a2b4c9_aac0b7c_ligand_2,46.26,0.29,0.29,79.0,78.0
7a2b4c9_aac0b7c_complex_3,39.81,0.47,0.43,79.0,79.0
7a2b4c9_aac0b7c_ligand_3,46.57,0.29,0.25,78.0,78.0
2bb0d13_5933eb5_complex_1,-26.96,0.39,0.37,79.0,79.0
2bb0d13_5933eb5_ligand_1,-22.23,0.29,0.3,78.0,78.0
2bb0d13_5933eb5_complex_2,-28.86,0.43,0.44,79.0,79.0
2bb0d13_5933eb5_ligand_2,-22.49,0.26,0.26,78.0,78.0
2bb0d13_5933eb5_complex_3,-27.62,0.31,0.36,79.0,79.0
2bb0d13_5933eb5_ligand_3,-22.53,0.26,0.27,79.0,79.0
2a8e26e_b7fe5cf_complex_1,-20.2,0.48,0.48,79.0,79.0
2a8e26e_b7fe5cf_ligand_1,-21.41,0.43,0.36,79.0,79.0
2a8e26e_b7fe5cf_complex_2,-16.62,0.47,0.55,79.0,79.0
2a8e26e_b7fe5cf_ligand_2,-22.0,0.41,0.4,79.0,79.0
2a8e26e_b7fe5cf_complex_3,-16.88,0.68,0.65,79.0,79.0
2a8e26e_b7fe5cf_ligand_3,-22.28,0.43,0.43,79.0,79.0
1d02965_7a2b4c9_complex_1,-84.6,0.28,0.31,79.0,79.0
1d02965_7a2b4c9_ligand_1,-85.8,0.28,0.3,79.0,79.0
1d02965_7a2b4c9_complex_2,-85.69,0.37,0.36,79.0,79.0
1d02965_7a2b4c9_ligand_2,-85.73,0.28,0.25,79.0,79.0
1d02965_7a2b4c9_complex_3,-85.37,0.37,0.39,79.0,79.0
1d02965_7a2b4c9_ligand_3,-86.13,0.3,0.33,79.0,79.0
5933eb5_def1139_complex_1,0.01,0.83,0.85,79.0,79.0
5933eb5_def1139_ligand_1,1.22,0.59,0.48,79.0,79.0
5933eb5_def1139_complex_2,-0.4,0.69,0.62,79.0,79.0
5933eb5_def1139_ligand_2,0.56,0.59,0.68,79.0,79.0
5933eb5_def1139_complex_3,-2.56,0.76,0.77,79.0,79.0
5933eb5_def1139_ligand_3,2.06,0.54,0.68,79.0,79.0
798876e_def1139_complex_1,-97.08,0.43,0.43,79.0,79.0
798876e_def1139_ligand_1,-87.08,0.34,0.35,79.0,79.0
798876e_def1139_complex_2,-103.33,0.5,0.49,79.0,78.0
798876e_def1139_ligand_2,-87.2,0.31,0.33,79.0,79.0
798876e_def1139_complex_3,-98.43,0.55,0.51,79.0,79.0
798876e_def1139_ligand_3,-92.18,0.63,0.5,79.0,79.0
798876e_9a5e44f_complex_1,-51.9,2.43,2.03,79.0,79.0
798876e_9a5e44f_ligand_1,-34.34,0.6,0.55,79.0,79.0
798876e_9a5e44f_complex_2,-48.25,1.97,1.23,79.0,79.0
798876e_9a5e44f_ligand_2,-39.76,1.2,0.87,79.0,79.0
798876e_9a5e44f_complex_3,-49.93,1.94,1.64,79.0,79.0
798876e_9a5e44f_ligand_3,-33.43,0.66,0.67,79.0,79.0
5933eb5_81ac7ee_complex_1,-25.77,0.9,0.74,79.0,79.0
5933eb5_81ac7ee_ligand_1,-31.24,0.62,0.52,79.0,79.0
5933eb5_81ac7ee_complex_2,-24.37,0.91,0.82,79.0,79.0
5933eb5_81ac7ee_ligand_2,-30.75,0.57,0.56,79.0,79.0
5933eb5_81ac7ee_complex_3,-26.04,0.91,0.94,79.0,79.0
5933eb5_81ac7ee_ligand_3,-30.97,0.62,0.66,79.0,79.0
81ac7ee_d529b4f_complex_1,2.44,0.85,0.64,79.0,79.0
81ac7ee_d529b4f_ligand_1,9.07,0.55,0.47,79.0,79.0
81ac7ee_d529b4f_complex_2,6.15,0.83,0.96,79.0,79.0
81ac7ee_d529b4f_ligand_2,7.89,0.6,0.58,79.0,79.0
81ac7ee_d529b4f_complex_3,6.04,1.12,0.7,79.0,79.0
81ac7ee_d529b4f_ligand_3,8.65,0.65,0.7,79.0,79.0
1a849ad_e00fcc4_complex,-28.873333333333335,1.234430265760118,1.042682375639445,,
1a849ad_e00fcc4_ligand,-24.73333333333333,0.5982242490289752,0.620371249781773,,
b8214a7_e00fcc4_complex,-18.71666666666667,1.0412997713833234,1.0204643353205267,,
b8214a7_e00fcc4_ligand,-22.14,0.3973842709848963,0.41454453918670087,,
272cc87_e00fcc4_complex,71.95666666666666,1.3539986803282293,1.4277444839968223,,
272cc87_e00fcc4_ligand,68.63,0.3534375690333767,0.3481939437490687,,
2d91a20_a903013_complex,-93.58999999999999,1.3665592397473316,1.346841209443487,,
2d91a20_a903013_ligand,-81.57000000000001,0.2321025685561546,0.2250836664265188,,
81ac7ee_a903013_complex,-68.85666666666667,1.5524834131849514,1.508523638412718,,
81ac7ee_a903013_ligand,-58.92333333333334,0.373038360118606,0.3699513505456501,,
1a849ad_2d91a20_complex,-71.56333333333333,1.3929073500795828,1.3583777115291265,,
1a849ad_2d91a20_ligand,-74.64666666666666,0.17452904387392468,0.19454176696585126,,
1a849ad_2bb0d13_complex,-47.866666666666674,0.47906168610603117,0.47010998388488534,,
1a849ad_2bb0d13_ligand,-45.46,0.43354898212735526,0.3924887419066585,,
1a849ad_272cc87_complex,-98.02999999999999,1.0266835657403466,1.0207902165035412,,
1a849ad_272cc87_ligand,-92.82333333333334,0.49027275839416806,0.5032220130052355,,
1a849ad_d529b4f_complex,-97.62666666666667,1.6244262674565868,1.6385663676625735,,
1a849ad_d529b4f_ligand,-89.78333333333335,0.15996952771629624,0.17102010027112347,,
684785b_9b2c328_complex,-58.95666666666667,3.218309261034232,3.094785108653163,,
684785b_9b2c328_ligand,-70.99666666666666,0.3424144059033378,0.3400675509211543,,
684785b_aac0b7c_complex,84.67666666666666,0.2978489395434544,0.2934102204022524,,
684785b_aac0b7c_ligand,85.19,0.30834431734990003,0.3212966356067762,,
2a8e26e_684785b_complex,-205.49333333333334,0.45413576072113615,0.3898569352999244,,
2a8e26e_684785b_ligand,-205.31000000000003,0.17864455795442935,0.20272598775405368,,
1d02965_684785b_complex,-132.21666666666667,1.0818236638237642,1.0657042195827742,,
1d02965_684785b_ligand,-124.27333333333333,0.18941542831928582,0.1695277029762831,,
684785b_b7fe5cf_complex,193.41666666666666,0.5735314101938837,0.528037698209082,,
684785b_b7fe5cf_ligand,187.95666666666668,0.1925550708926393,0.1873422687159071,,
684785b_7a2b4c9_complex,46.21666666666667,0.3886645142562203,0.3689717465405866,,
684785b_7a2b4c9_ligand,38.13,0.20106425123379965,0.1975470959769487,,
0d16094_7327eb8_complex,-173.0666666666667,0.37478451638121385,0.3681685192122442,,
0d16094_7327eb8_ligand,-170.88333333333333,0.1767781416088347,0.18084379625846206,,
7327eb8_fc284a2_complex,80.13666666666667,0.7127607327914083,0.6799844702004255,,
7327eb8_fc284a2_ligand,79.05000000000001,0.4052989463634134,0.3919568396434695,,
7327eb8_9a5e44f_complex,190.60666666666668,3.376988652101227,3.3420195494694105,,
7327eb8_9a5e44f_ligand,191.17,0.674194586707265,0.658002909696044,,
2d91a20_aff47cb_complex,48.72,0.8960245988980075,0.8873949693092825,,
2d91a20_aff47cb_ligand,59.29666666666666,0.15801782713597798,0.1387264542168581,,
8f59e32_aff47cb_complex,-7.489999999999999,0.38582255694612766,0.36678828849918915,,
8f59e32_aff47cb_ligand,-2.8000000000000003,0.16993593206274193,0.16691831372918034,,
0d16094_2d91a20_complex,-45.85,0.5499380878598003,0.5366788180832399,,
0d16094_2d91a20_ligand,-51.93,0.15283282912721033,0.15225619470106092,,
2d91a20_902ba3c_complex,100.34333333333332,2.1149197840432286,1.2266084951264509,,
2d91a20_902ba3c_ligand,96.29666666666667,0.2942710672651601,0.28868407813925984,,
2d91a20_fc284a2_complex,-63.88999999999999,0.8811154014612055,0.832029287874364,,
2d91a20_fc284a2_ligand,-52.35,0.22030993083375391,0.22796843933744537,,
0d16094_5933eb5_complex,-35.723333333333336,0.3967392586142458,0.38912693399320775,,
0d16094_5933eb5_ligand,-32.123333333333335,0.16469601800298028,0.16299890683146376,,
0d16094_36d4625_complex,-73.69666666666667,0.5953316636135628,0.5024871814368639,,
0d16094_36d4625_ligand,-78.30333333333334,0.15926850484541144,0.16850849425155143,,
902ba3c_9b2c328_complex,-42.373333333333335,4.371036948783473,2.7385291791549613,,
902ba3c_9b2c328_ligand,-39.64000000000001,0.2801877194655309,0.2827047502601344,,
36d4625_9b2c328_complex,106.59666666666668,0.843040861671542,0.7088832851249508,,
36d4625_9b2c328_ligand,94.66000000000001,0.23173767086691321,0.2232950704052145,,
798876e_9b2c328_complex,-35.663333333333334,2.1713851153480856,2.1723688162789085,,
798876e_9b2c328_ligand,-38.98,0.4012690274253946,0.38674151899966014,,
7a2b4c9_9b2c328_complex,-98.40666666666665,1.1403233550170493,1.1107478539931595,,
7a2b4c9_9b2c328_ligand,-107.08333333333333,0.3055132883158807,0.31349495489017926,,
b8214a7_def1139_complex,-66.14,0.8379321682817775,0.819965407892678,,
b8214a7_def1139_ligand,-64.08333333333333,0.36340497271040634,0.3770162881402757,,
798876e_b8214a7_complex,-40.46666666666667,2.0697416861344724,2.043691502202751,,
798876e_b8214a7_ligand,-23.346666666666664,0.5779118038207575,0.5978260922420557,,
272cc87_8f59e32_complex,73.05666666666667,0.7980107265761881,0.7911689469507086,,
272cc87_8f59e32_ligand,69.56666666666666,0.4833105334442144,0.4745408129094496,,
7a2b4c9_aac0b7c_complex,40.39333333333334,0.475346212897978,0.4563423696603043,,
7a2b4c9_aac0b7c_ligand,46.86333333333334,0.40945788027668534,0.4034167405534911,,
2bb0d13_5933eb5_complex,-27.813333333333333,0.5020054784922878,0.5026994125889326,,
2bb0d13_5933eb5_ligand,-22.416666666666668,0.17428567262953645,0.1797236685382687,,
2a8e26e_b7fe5cf_complex,-17.900000000000002,0.9962950027808322,0.990375890795178,,
2a8e26e_b7fe5cf_ligand,-21.896666666666665,0.31917047749187344,0.31080872098559537,,
1d02965_7a2b4c9_complex,-85.22,0.3295110536584761,0.33405471854069885,,
1d02965_7a2b4c9_ligand,-85.88666666666666,0.1887963115451887,0.19442344723988816,,
5933eb5_def1139_complex,-0.9833333333333334,0.7882601861410182,0.7884720895307976,,
5933eb5_def1139_ligand,1.28,0.4831935797336241,0.5005121340936819,,
798876e_def1139_complex,-99.61333333333334,1.589606371059346,1.573844728805555,,
798876e_def1139_ligand,-88.82000000000001,1.389397401981792,1.3812716315168676,,
798876e_9a5e44f_complex,-50.02666666666667,1.5196300188989362,1.3064705783905082,,
798876e_9a5e44f_ligand,-35.843333333333334,1.7089067008018237,1.6572993443017408,,
5933eb5_81ac7ee_complex,-25.393333333333334,0.6667752546646509,0.6467819105823167,,
5933eb5_81ac7ee_ligand,-30.986666666666665,0.3677410724481531,0.36070366501629564,,
81ac7ee_d529b4f_complex,4.876666666666666,1.1191570539683529,1.0999788900301155,,
81ac7ee_d529b4f_ligand,8.536666666666667,0.45094610642813704,0.4383207627644717,,
