,val,err_analyt,err_boot,framesA,framesB
151d931_2e7d67a_complex_3,-49.61,0.48,0.48,79.0,79.0
151d931_2e7d67a_ligand_3,-57.02,0.26,0.27,79.0,79.0
2e7d67a_a49ff60_complex_1,160.25,0.5,0.58,79.0,79.0
2e7d67a_a49ff60_ligand_1,161.82,0.37,0.35,79.0,79.0
2e7d67a_a49ff60_complex_2,156.2,0.65,0.69,79.0,79.0
2e7d67a_a49ff60_ligand_2,161.75,0.33,0.34,79.0,79.0
2e7d67a_a49ff60_complex_3,159.67,0.64,0.55,79.0,79.0
2e7d67a_a49ff60_ligand_3,162.36,0.32,0.28,79.0,79.0
9e11dad_dd057b1_complex_1,-52.38,138.54,1.81,79.0,79.0
9e11dad_dd057b1_ligand_1,-55.7,1.37,1.58,79.0,79.0
9e11dad_dd057b1_complex_2,-50.35,35.89,4.75,79.0,79.0
9e11dad_dd057b1_ligand_2,-63.89,1.29,0.95,79.0,79.0
9e11dad_dd057b1_complex_3,-47.21,9.54,1.4,79.0,79.0
9e11dad_dd057b1_ligand_3,-61.7,1.55,1.54,79.0,79.0
3a5ec71_9e11dad_complex_1,-67.24,2.57,1.53,79.0,79.0
3a5ec71_9e11dad_ligand_1,-75.79,0.61,0.66,79.0,79.0
3a5ec71_9e11dad_complex_2,-67.95,1.21,1.49,79.0,79.0
3a5ec71_9e11dad_ligand_2,-75.74,0.62,0.66,79.0,79.0
3a5ec71_9e11dad_complex_3,-74.71,2.5,1.49,79.0,79.0
3a5ec71_9e11dad_ligand_3,-75.32,0.58,0.66,79.0,79.0
b2917d9_d363fad_complex_1,-185.59,1.0,0.86,79.0,79.0
b2917d9_d363fad_ligand_1,-190.74,0.97,0.64,79.0,79.0
b2917d9_d363fad_complex_2,-185.12,0.83,0.8,79.0,79.0
b2917d9_d363fad_ligand_2,-189.56,1.33,0.85,79.0,79.0
b2917d9_d363fad_complex_3,-190.18,2.11,1.19,79.0,79.0
b2917d9_d363fad_ligand_3,-193.36,0.73,0.65,79.0,79.0
151d931_b2917d9_complex_1,114.8,1.84,0.88,79.0,79.0
151d931_b2917d9_ligand_1,116.08,0.41,0.41,79.0,79.0
151d931_b2917d9_complex_2,122.6,1.31,1.26,79.0,79.0
151d931_b2917d9_ligand_2,113.02,0.43,0.5,79.0,79.0
151d931_b2917d9_complex_3,113.06,3.29,0.77,79.0,79.0
151d931_b2917d9_ligand_3,115.84,0.77,0.5,79.0,79.0
0551d34_b2917d9_complex_1,26.34,0.68,0.71,79.0,79.0
0551d34_b2917d9_ligand_1,15.63,0.48,0.46,79.0,79.0
0551d34_b2917d9_complex_2,25.93,0.51,0.54,79.0,79.0
0551d34_b2917d9_ligand_2,22.86,0.43,0.4,79.0,79.0
0551d34_b2917d9_complex_3,23.42,0.8,0.78,79.0,79.0
0551d34_b2917d9_ligand_3,20.07,0.59,0.47,79.0,79.0
3cb0917_d363fad_complex_1,369.38,30.78,1.06,79.0,79.0
3cb0917_d363fad_ligand_1,378.25,3.04,1.72,79.0,79.0
3cb0917_d363fad_complex_2,372.58,137.03,1.64,79.0,79.0
3cb0917_d363fad_ligand_2,370.84,1.79,1.0,79.0,79.0
3cb0917_d363fad_complex_3,380.44,62.34,1.41,79.0,79.0
3cb0917_d363fad_ligand_3,380.98,1.96,1.29,79.0,79.0
d363fad_e996a33_complex_1,-141.66,1.12,1.14,79.0,79.0
d363fad_e996a33_ligand_1,-133.24,2.06,0.72,79.0,79.0
d363fad_e996a33_complex_2,-129.24,2.55,2.6,79.0,79.0
d363fad_e996a33_ligand_2,-118.97,0.44,0.62,79.0,79.0
d363fad_e996a33_complex_3,-135.3,3.44,3.82,79.0,79.0
d363fad_e996a33_ligand_3,-128.2,0.96,0.44,79.0,79.0
40f93bc_b6facb2_complex_1,-28.26,1.08,0.91,79.0,79.0
40f93bc_b6facb2_ligand_1,-21.55,0.42,0.44,79.0,79.0
40f93bc_b6facb2_complex_2,-25.19,0.74,0.78,79.0,79.0
40f93bc_b6facb2_ligand_2,-21.38,0.38,0.35,79.0,79.0
40f93bc_b6facb2_complex_3,-26.58,0.71,0.82,79.0,79.0
40f93bc_b6facb2_ligand_3,-21.13,0.37,0.33,79.0,79.0
0681973_b6facb2_complex_1,-294.25,2.87,4.48,79.0,79.0
0681973_b6facb2_ligand_1,-286.72,0.61,0.69,79.0,79.0
0681973_b6facb2_complex_2,-266.96,3.4,2.0,79.0,79.0
0681973_b6facb2_ligand_2,-287.04,0.54,0.53,79.0,79.0
0681973_b6facb2_complex_3,-277.83,3.69,1.04,79.0,79.0
0681973_b6facb2_ligand_3,-285.71,0.55,0.58,79.0,79.0
0681973_dd057b1_complex_1,-57.29,4.82,3.68,79.0,79.0
0681973_dd057b1_ligand_1,-65.26,0.93,0.71,79.0,79.0
0681973_dd057b1_complex_2,-61.86,7.91,2.18,79.0,79.0
0681973_dd057b1_ligand_2,-60.78,1.22,0.99,79.0,79.0
0681973_dd057b1_complex_3,-58.41,14.67,2.02,79.0,79.0
0681973_dd057b1_ligand_3,-59.81,0.75,0.62,79.0,79.0
bc7848a_dd057b1_complex_1,139.53,2.81,1.71,79.0,79.0
bc7848a_dd057b1_ligand_1,147.15,0.68,0.68,79.0,79.0
bc7848a_dd057b1_complex_2,149.8,4.68,0.94,79.0,79.0
bc7848a_dd057b1_ligand_2,147.86,0.64,0.71,79.0,79.0
bc7848a_dd057b1_complex_3,152.63,2.32,1.27,79.0,79.0
bc7848a_dd057b1_ligand_3,147.75,0.68,0.63,79.0,79.0
151d931_f895b60_complex_1,20.01,8.37,1.79,79.0,79.0
151d931_f895b60_ligand_1,19.76,0.63,0.55,79.0,79.0
151d931_f895b60_complex_2,28.95,2.37,1.62,79.0,79.0
151d931_f895b60_ligand_2,19.14,0.57,0.54,79.0,79.0
151d931_f895b60_complex_3,21.83,2.99,1.0,79.0,79.0
151d931_f895b60_ligand_3,21.96,0.48,0.42,79.0,79.0
c10fa56_f895b60_complex_1,-54.44,7.97,1.58,79.0,79.0
c10fa56_f895b60_ligand_1,-78.52,1.9,1.08,79.0,79.0
c10fa56_f895b60_complex_2,-53.2,34.19,2.48,79.0,79.0
c10fa56_f895b60_ligand_2,-81.31,1.47,1.38,79.0,79.0
c10fa56_f895b60_complex_3,-57.88,19.34,1.15,79.0,79.0
c10fa56_f895b60_ligand_3,-79.31,1.66,1.99,79.0,79.0
9972075_f895b60_complex_1,-5.36,17.03,2.06,79.0,79.0
9972075_f895b60_ligand_1,-6.24,1.28,1.27,79.0,79.0
9972075_f895b60_complex_2,-13.63,3.01,4.94,79.0,79.0
9972075_f895b60_ligand_2,-4.8,1.18,1.08,79.0,79.0
9972075_f895b60_complex_3,-6.9,3.24,4.5,79.0,79.0
9972075_f895b60_ligand_3,-2.61,1.17,1.36,79.0,79.0
06c56c5_151d931_complex_1,-127.66,0.86,0.66,79.0,79.0
06c56c5_151d931_ligand_1,-135.04,0.3,0.28,79.0,79.0
06c56c5_151d931_complex_2,-130.14,0.57,0.55,79.0,79.0
06c56c5_151d931_ligand_2,-135.17,0.3,0.3,79.0,79.0
06c56c5_151d931_complex_3,-125.34,1.59,1.18,79.0,79.0
06c56c5_151d931_ligand_3,-135.34,0.29,0.26,79.0,79.0
bc7848a_e996a33_complex_1,-186.38,3.8,1.3,79.0,79.0
bc7848a_e996a33_ligand_1,-178.83,2.05,0.56,79.0,79.0
bc7848a_e996a33_complex_2,-183.87,2.01,2.49,79.0,79.0
bc7848a_e996a33_ligand_2,-179.18,1.52,1.08,79.0,79.0
bc7848a_e996a33_complex_3,-180.34,5.22,0.95,79.0,79.0
bc7848a_e996a33_ligand_3,-182.56,0.64,0.69,79.0,79.0
40f93bc_71596eb_complex_1,-217.6,8.42,1.6,79.0,79.0
40f93bc_71596eb_ligand_1,-221.41,0.73,0.81,79.0,79.0
40f93bc_71596eb_complex_2,-232.1,1.7,1.11,79.0,79.0
40f93bc_71596eb_ligand_2,-227.15,2.11,0.8,79.0,79.0
40f93bc_71596eb_complex_3,-239.69,22.12,1.33,79.0,79.0
40f93bc_71596eb_ligand_3,-220.59,0.69,0.67,79.0,79.0
40f93bc_6eaede8_complex_1,-240.74,1.57,2.09,79.0,79.0
40f93bc_6eaede8_ligand_1,-236.66,0.7,0.66,79.0,79.0
40f93bc_6eaede8_complex_2,-241.08,2.5,1.03,79.0,79.0
40f93bc_6eaede8_ligand_2,-236.08,0.67,0.61,79.0,79.0
40f93bc_6eaede8_complex_3,-247.02,5.31,2.86,79.0,79.0
40f93bc_6eaede8_ligand_3,-235.29,0.76,0.86,79.0,79.0
0551d34_0681973_complex_1,84.38,0.96,0.76,79.0,79.0
0551d34_0681973_ligand_1,75.95,0.49,0.44,79.0,79.0
0551d34_0681973_complex_2,75.37,2.19,1.63,79.0,79.0
0551d34_0681973_ligand_2,75.34,0.38,0.53,79.0,79.0
0551d34_0681973_complex_3,74.92,1.42,0.86,79.0,79.0
0551d34_0681973_ligand_3,76.67,0.73,0.59,79.0,79.0
0551d34_67d7385_complex_1,-59.65,0.38,0.33,79.0,79.0
0551d34_67d7385_ligand_1,-58.52,0.24,0.25,79.0,79.0
0551d34_67d7385_complex_2,-60.11,0.42,0.48,79.0,79.0
0551d34_67d7385_ligand_2,-58.9,0.29,0.27,79.0,79.0
0551d34_67d7385_complex_3,-60.13,0.37,0.39,79.0,79.0
0551d34_67d7385_ligand_3,-58.05,0.28,0.31,79.0,79.0
c10fa56_d196d56_complex_1,0.56,1.55,0.83,79.0,79.0
c10fa56_d196d56_ligand_1,-11.09,0.85,0.73,79.0,79.0
c10fa56_d196d56_complex_2,-3.57,2.14,1.34,79.0,79.0
c10fa56_d196d56_ligand_2,-9.34,0.73,0.51,79.0,79.0
c10fa56_d196d56_complex_3,-6.74,0.95,0.76,79.0,79.0
c10fa56_d196d56_ligand_3,-11.66,0.63,0.68,79.0,79.0
8ac9b74_c10fa56_complex_1,-89.08,3.74,1.47,79.0,79.0
8ac9b74_c10fa56_ligand_1,-80.7,0.62,0.56,79.0,79.0
8ac9b74_c10fa56_complex_2,-90.08,3.17,2.59,79.0,79.0
8ac9b74_c10fa56_ligand_2,-77.77,0.72,0.62,79.0,79.0
8ac9b74_c10fa56_complex_3,-92.8,3.01,1.64,79.0,79.0
8ac9b74_c10fa56_ligand_3,-79.33,0.81,0.95,79.0,79.0
c10fa56_c43895d_complex_1,-538.38,1318.52,3.18,79.0,79.0
c10fa56_c43895d_ligand_1,-562.68,5.49,2.82,79.0,79.0
c10fa56_c43895d_complex_2,-558.03,80.62,4.6,79.0,79.0
c10fa56_c43895d_ligand_2,-561.04,1.51,1.47,79.0,79.0
c10fa56_c43895d_complex_3,-534.25,404448.21,1.99,79.0,79.0
c10fa56_c43895d_ligand_3,-557.34,6.46,1.19,79.0,79.0
31ea4ce_71596eb_complex_1,-415.62,7.86,0.9,79.0,79.0
31ea4ce_71596eb_ligand_1,-425.81,0.78,0.72,79.0,79.0
31ea4ce_71596eb_complex_2,-412.09,2.59,1.29,79.0,79.0
31ea4ce_71596eb_ligand_2,-423.17,1.18,0.79,79.0,79.0
31ea4ce_71596eb_complex_3,-427.88,83.39,2.12,79.0,79.0
31ea4ce_71596eb_ligand_3,-422.58,0.86,0.88,79.0,79.0
67d7385_71596eb_complex_1,-342.04,2.83,3.17,79.0,79.0
67d7385_71596eb_ligand_1,-352.58,0.75,1.08,79.0,79.0
67d7385_71596eb_complex_2,-340.93,16.43,1.12,79.0,79.0
67d7385_71596eb_ligand_2,-356.7,1.04,0.82,79.0,79.0
67d7385_71596eb_complex_3,-336.26,10.85,2.63,79.0,79.0
67d7385_71596eb_ligand_3,-354.12,0.82,0.83,79.0,79.0
3a5ec71_8ac9b74_complex_1,-66.54,1.85,2.0,79.0,79.0
3a5ec71_8ac9b74_ligand_1,-64.41,0.68,0.71,79.0,79.0
3a5ec71_8ac9b74_complex_2,-67.16,2.17,2.0,79.0,79.0
3a5ec71_8ac9b74_ligand_2,-64.8,0.55,0.62,79.0,79.0
3a5ec71_8ac9b74_complex_3,-73.97,1.66,1.56,79.0,79.0
3a5ec71_8ac9b74_ligand_3,-68.45,0.43,0.65,79.0,79.0
337ebab_a49ff60_complex_1,43.88,1.52,1.22,79.0,79.0
337ebab_a49ff60_ligand_1,37.05,0.54,0.54,79.0,79.0
337ebab_a49ff60_complex_2,44.58,1.51,1.03,79.0,79.0
337ebab_a49ff60_ligand_2,37.76,0.58,0.58,79.0,79.0
337ebab_a49ff60_complex_3,44.02,1.11,0.84,79.0,79.0
337ebab_a49ff60_ligand_3,37.44,0.53,0.48,79.0,79.0
9972075_a49ff60_complex_1,93.29,3.93,2.17,79.0,79.0
9972075_a49ff60_ligand_1,84.78,0.7,0.77,79.0,79.0
9972075_a49ff60_complex_2,94.07,2.7,4.75,79.0,79.0
9972075_a49ff60_ligand_2,87.63,0.77,0.65,79.0,79.0
9972075_a49ff60_complex_3,101.8,1.96,2.02,79.0,79.0
9972075_a49ff60_ligand_3,85.82,0.73,0.63,79.0,79.0
932532b_a49ff60_complex_1,6.01,3.06,1.07,79.0,79.0
932532b_a49ff60_ligand_1,17.58,0.35,0.46,79.0,79.0
932532b_a49ff60_complex_2,12.98,9.48,0.69,79.0,79.0
932532b_a49ff60_ligand_2,17.87,0.36,0.35,79.0,79.0
932532b_a49ff60_complex_3,18.05,1.11,0.76,79.0,79.0
932532b_a49ff60_ligand_3,17.62,0.35,0.41,79.0,79.0
337ebab_9972075_complex_1,-43.58,1.51,1.5,79.0,79.0
337ebab_9972075_ligand_1,-46.81,1.01,1.0,79.0,79.0
337ebab_9972075_complex_2,-45.71,2.5,2.44,79.0,79.0
337ebab_9972075_ligand_2,-44.03,0.86,0.87,79.0,79.0
337ebab_9972075_complex_3,-48.22,1.34,1.75,79.0,79.0
337ebab_9972075_ligand_3,-44.86,0.88,1.02,79.0,79.0
d196d56_e36e8ac_complex_1,127.63,2.99,5.6,79.0,79.0
d196d56_e36e8ac_ligand_1,105.54,1.13,0.87,79.0,79.0
d196d56_e36e8ac_complex_2,125.04,2.5,2.13,79.0,79.0
d196d56_e36e8ac_ligand_2,107.66,0.96,1.03,79.0,79.0
d196d56_e36e8ac_complex_3,134.31,9.05,2.48,79.0,79.0
d196d56_e36e8ac_ligand_3,106.73,1.23,1.38,79.0,79.0
8ac9b74_e36e8ac_complex_1,10.73,1.06,0.78,79.0,79.0
8ac9b74_e36e8ac_ligand_1,15.78,0.63,0.63,79.0,79.0
8ac9b74_e36e8ac_complex_2,13.15,0.75,0.81,79.0,79.0
8ac9b74_e36e8ac_ligand_2,16.77,0.57,0.55,79.0,79.0
8ac9b74_e36e8ac_complex_3,15.81,1.14,1.02,79.0,79.0
8ac9b74_e36e8ac_ligand_3,18.11,0.59,0.58,79.0,79.0
0681973_e36e8ac_complex_1,20.21,0.64,0.64,79.0,79.0
0681973_e36e8ac_ligand_1,23.4,0.4,0.41,79.0,79.0
0681973_e36e8ac_complex_2,33.64,2.21,0.91,79.0,79.0
0681973_e36e8ac_ligand_2,23.22,0.5,0.47,79.0,79.0
0681973_e36e8ac_complex_3,30.16,1.25,0.79,79.0,79.0
0681973_e36e8ac_ligand_3,23.32,0.42,0.46,79.0,79.0
06c56c5_31ea4ce_complex_1,-25.56,0.46,0.42,79.0,79.0
06c56c5_31ea4ce_ligand_1,-28.59,0.3,0.31,79.0,79.0
06c56c5_31ea4ce_complex_2,-24.29,0.48,0.42,79.0,79.0
06c56c5_31ea4ce_ligand_2,-28.83,0.31,0.34,79.0,79.0
06c56c5_31ea4ce_complex_3,-24.08,0.45,0.48,79.0,79.0
06c56c5_31ea4ce_ligand_3,-27.9,0.28,0.3,79.0,79.0
31ea4ce_67d7385_complex_1,-68.99,0.33,0.36,79.0,79.0
31ea4ce_67d7385_ligand_1,-69.29,0.25,0.26,79.0,79.0
31ea4ce_67d7385_complex_2,-69.47,0.45,0.38,79.0,79.0
31ea4ce_67d7385_ligand_2,-69.12,0.24,0.24,79.0,79.0
31ea4ce_67d7385_complex_3,-71.2,0.33,0.33,79.0,79.0
31ea4ce_67d7385_ligand_3,-69.48,0.24,0.21,79.0,79.0
0681973_67d7385_complex_1,-141.58,0.87,0.84,79.0,79.0
0681973_67d7385_ligand_1,-137.24,0.73,0.64,79.0,79.0
0681973_67d7385_complex_2,-137.96,3.32,0.86,79.0,79.0
0681973_67d7385_ligand_2,-130.49,0.48,0.42,79.0,79.0
0681973_67d7385_complex_3,-147.47,2.11,1.64,79.0,79.0
0681973_67d7385_ligand_3,-130.24,0.5,0.52,79.0,79.0
396f6c0_c43895d_complex_1,-110.4,85.56,1.12,79.0,79.0
396f6c0_c43895d_ligand_1,-119.36,6.14,1.21,79.0,79.0
396f6c0_c43895d_complex_2,-129.49,1.93,1.27,79.0,79.0
396f6c0_c43895d_ligand_2,-128.78,1.64,1.97,79.0,79.0
396f6c0_c43895d_complex_3,-113.9,6.76,1.5,79.0,79.0
396f6c0_c43895d_ligand_3,-123.62,1.1,1.17,79.0,79.0
6eaede8_932532b_complex_1,420.17,4.17,1.6,79.0,79.0
6eaede8_932532b_ligand_1,414.62,0.72,0.82,79.0,79.0
6eaede8_932532b_complex_2,415.52,2.01,2.23,79.0,79.0
6eaede8_932532b_ligand_2,416.0,0.69,0.75,79.0,79.0
6eaede8_932532b_complex_3,410.05,2.36,2.02,79.0,79.0
6eaede8_932532b_ligand_3,414.58,0.75,0.77,79.0,79.0
6eaede8_bc7848a_complex_1,281.19,5.92,1.08,79.0,79.0
6eaede8_bc7848a_ligand_1,288.97,0.82,0.88,79.0,79.0
6eaede8_bc7848a_complex_2,281.05,3.83,2.62,79.0,79.0
6eaede8_bc7848a_ligand_2,289.76,0.69,0.88,79.0,79.0
6eaede8_bc7848a_complex_3,292.54,3.17,1.54,79.0,79.0
6eaede8_bc7848a_ligand_3,291.17,0.75,0.76,79.0,79.0
c6946e5_ec190fe_complex,8.296666666666667,0.4066453701437471,0.4134611586483551,,
c6946e5_ec190fe_ligand,4.753333333333334,0.6309493121043174,0.6505302258138159,,
2e7d67a_c6946e5_complex,133.9366666666667,1.2100503746824545,1.2104294540085707,,
2e7d67a_c6946e5_ligand,140.25333333333333,0.2980041625930753,0.2928808258189983,,
a49ff60_c6946e5_complex,-32.336666666666666,1.1418523656896302,1.1106488116150244,,
a49ff60_c6946e5_ligand,-21.08666666666667,0.9669787290757129,0.9775778077418629,,
67d7385_c6946e5_complex,45.120000000000005,1.5699894414244486,1.5195898199917248,,
67d7385_c6946e5_ligand,45.94333333333333,0.26407222981152306,0.26061553288357336,,
06fb0e5_2e7d67a_complex,-149.52666666666667,2.2972471138328725,2.3168730873590726,,
06fb0e5_2e7d67a_ligand,-152.65,0.8255458061393418,0.7781795643942847,,
06fb0e5_3cb0917_complex,-542.4,2.311889198242912,2.2494174049470894,,
06fb0e5_3cb0917_ligand,-549.7533333333334,1.4749409908060622,1.4758045303183644,,
3cb0917_ec190fe_complex,522.9066666666666,29.07595793346624,1.2127152570248507,,
3cb0917_ec190fe_ligand,542.8433333333334,1.1679876730054555,1.0871250340066263,,
ec190fe_f895b60_complex,-71.95333333333333,1.0563747459347423,1.017066476082301,,
ec190fe_f895b60_ligand,-69.19,0.619439913731037,0.6230149529360012,,
06c56c5_ec190fe_complex,-47.36666666666667,0.6400030838518435,0.6511675707640231,,
06c56c5_ec190fe_ligand,-47.75666666666667,0.22605029445432911,0.23262926244860616,,
396f6c0_ec190fe_complex,429.4166666666667,2.326061549124798,2.299953896870585,,
396f6c0_ec190fe_ligand,428.40333333333336,0.4291033334543543,0.4083592278384101,,
932532b_ec190fe_complex,-0.4666666666666666,1.2769484903806816,1.0780876563099642,,
932532b_ec190fe_ligand,-1.2500000000000002,0.24989819428081916,0.24445597546709696,,
bc7848a_ec190fe_complex,123.71,0.5362417868833794,0.5059446956599075,,
bc7848a_ec190fe_ligand,123.31333333333333,0.2916478914149827,0.2859043555410001,,
2e7d67a_9e11dad_complex,242.56666666666663,4.740652346357926,1.9827451332128367,,
2e7d67a_9e11dad_ligand,227.51,2.6804502849735585,2.67364186986559,,
2e7d67a_dd057b1_complex,160.67999999999998,1.2503324213500655,0.9729650411601356,,
2e7d67a_dd057b1_ligand,167.10333333333335,0.5909345166794133,0.5952548341779488,,
151d931_2e7d67a_complex,-52.56666666666666,1.5327555959037253,1.5371056654857471,,
151d931_2e7d67a_ligand,-57.27333333333333,0.20336794611290207,0.21540170422683222,,
2e7d67a_a49ff60_complex,158.70666666666668,1.088841707200797,1.085587375946281,,
2e7d67a_a49ff60_ligand,161.97666666666666,0.25381528860086666,0.2446165758245148,,
9e11dad_dd057b1_complex,-49.98,46.47927857583832,2.1856629905112737,,
9e11dad_dd057b1_ligand,-60.43000000000001,2.1651404260393137,2.144257602745012,,
3a5ec71_9e11dad_complex,-69.96666666666665,2.3041962508088556,2.1097688272626614,,
3a5ec71_9e11dad_ligand,-75.61666666666666,0.363836461372327,0.3903259761164718,,
b2917d9_d363fad_complex,-186.96333333333337,1.589134459189207,1.4256840930803343,,
